"x","y","z","t","class"
0.5004,0.0351,2.2039,2021-12-24 16:34:09,1
0.5605,-0.1302,-2.464,2021-12-24 16:34:10,1
0.631,-0.9198,-1.4224,2021-12-24 16:34:11,1
0.4498,-0.3726,-0.3756,2021-12-24 16:34:12,1
1.3526,0.4259,2.7101,2021-12-24 16:34:13,1
-1.8291,-0.181,-0.4377,2021-12-24 16:34:14,1
-0.1791,-1.7535,1.0819,2021-12-24 16:34:15,1
-0.5909,-0.1801,-1.2457,2021-12-24 16:34:16,1
0.8268,0.6372,0.0148,2021-12-24 16:34:17,1
-2.2254,-0.4552,-0.6719,2021-12-24 16:34:18,1
-0.2205,-0.1977,-0.2612,2021-12-24 16:34:19,1
-0.0631,-0.3231,-0.1228,2021-12-24 16:34:20,1
0.9978,0.5543,0.0389,2021-12-24 16:34:21,1
-0.5782,-0.3315,-1.7476,2021-12-24 16:34:22,1
-0.2124,0.6374,-1.9889,2021-12-24 16:34:23,1
-0.6198,-0.3155,-0.1421,2021-12-24 16:34:24,1
0.2096,0.5338,0.9328,2021-12-24 16:34:25,1
-1.5512,-0.7554,-4.7904,2021-12-24 16:34:26,1
-0.0196,-0.11,-0.3701,2021-12-24 16:34:27,1
-0.8912,0.2192,-0.7968,2021-12-24 16:34:28,1
-0.4291,-0.8197,0.1688,2021-12-24 16:34:29,1
0.9917,-0.2405,2.5652,2021-12-24 16:34:30,1
-0.2257,0.0366,-0.9657,2021-12-24 16:34:31,1
-0.6723,0.6297,-0.46,2021-12-24 16:34:32,1
0.6469,-0.2668,0.7164,2021-12-24 16:34:33,1
0.0579,-0.00609999999999999,-0.7104,2021-12-24 16:34:34,1
0.3101,-0.0189,0.9291,2021-12-24 16:34:35,1
0.8322,-0.4425,2.0956,2021-12-24 16:34:36,1
0.3298,0.1667,0.6582,2021-12-24 16:34:37,1
-1.6456,0.154,-0.5687,2021-12-24 16:34:38,1
-0.697,0.244,-0.2359,2021-12-24 16:34:39,1
-0.1033,-0.1549,1.4541,2021-12-24 16:34:40,1
0.2446,-0.1291,1.8462,2021-12-24 16:34:41,1
-0.6238,0.6134,-1.2486,2021-12-24 16:34:42,1
-1.5704,0.0301,0.6807,2021-12-24 16:34:43,1
-0.1257,-0.0845,0.5378,2021-12-24 16:34:44,1
-0.3156,-1.3757,-2.4864,2021-12-24 16:34:45,1
0.3325,0.6067,-1.5454,2021-12-24 16:34:46,1
