"","x","y","z","t","class"
"818",-39.1068,55.599,-13.9665,2021-12-18 14:06:16,2
"819",5.39,-27.2437,-5.6085,2021-12-18 14:06:17,2
"820",3.7088,0.2478,-3.5872,2021-12-18 14:06:18,2
"821",-17.1179,4.08,-16.2363,2021-12-18 14:06:19,2
"822",-0.3486,-2.4012,4.4186,2021-12-18 14:06:20,2
"823",-3.0952,-8.328,5.1569,2021-12-18 14:06:21,2
"824",-1.6759,6.7551,0.6449,2021-12-18 14:06:22,2
"825",-23.6047,19.2954,1.2902,2021-12-18 14:06:23,2
"826",-0.8773,0.2168,-3.4204,2021-12-18 14:06:24,2
"827",-3.2943,-11.4811,14.7212,2021-12-18 14:06:25,2
"828",0.4847,-4.0726,0.6475,2021-12-18 14:06:26,2
"829",2.8838,0.9116,-0.3701,2021-12-18 14:06:27,2
"830",0.1178,-2.0666,-0.8979,2021-12-18 14:06:28,2
"831",5.1054,-21.2001,2.3075,2021-12-18 14:06:29,2
"832",1.8685,-1.5827,1.5374,2021-12-18 14:06:30,2
"833",-4.2214,6.4018,0.5598,2021-12-18 14:06:31,2
"834",0.4596,-0.0916,-2.0891,2021-12-18 14:06:32,2
"835",-0.2481,1.2188,-4.0827,2021-12-18 14:06:33,2
"836",2.8018,-0.2249,-1.1997,2021-12-18 14:06:34,2
"837",0.5119,0.1603,-0.8317,2021-12-18 14:06:35,2
"838",-0.0528,0.2283,0.39,2021-12-18 14:06:36,2
"839",0.0245,0.0505,-0.0205,2021-12-18 14:06:37,2
"840",-0.0142,0.0573,0.0098,2021-12-18 14:06:38,2
"841",0.0343,0.0864,-9e-04,2021-12-18 14:06:39,2
"842",-1.355,-0.2198,3.0229,2021-12-18 14:06:40,2
"843",4.0325,5.8449,-8.523,2021-12-18 14:06:41,2
"844",-0.5873,8.7449,-7.6748,2021-12-18 14:06:42,2
"845",2.0044,-7.999,1.8099,2021-12-18 14:06:43,2
"846",-0.6826,-0.9711,-1.2755,2021-12-18 14:06:44,2
"847",-0.6758,-0.3249,0.7817,2021-12-18 14:06:45,2
"848",-1.2765,0.0263,0.6225,2021-12-18 14:06:46,2
"849",2.3833,-3.5091,-2.8515,2021-12-18 14:06:47,2
"850",0.6347,-7.1863,1.8956,2021-12-18 14:06:48,2
"851",3.4001,1.0609,3.4041,2021-12-18 14:06:49,2
"852",-2.926,-0.206899999999999,-0.00499999999999989,2021-12-18 14:06:50,2
"853",-5.6003,6.776,-7.1975,2021-12-18 14:06:51,2
"854",-2.2255,3.1988,10.1262,2021-12-18 14:06:52,2
"855",3.0183,-3.9541,-1.3696,2021-12-18 14:06:53,2
"856",-0.6718,-1.5073,-3.6015,2021-12-18 14:06:54,2
"857",0.8293,0.1193,-0.3367,2021-12-18 14:06:55,2
"858",-0.33,-2.697,1.9155,2021-12-18 14:06:56,2
"859",-3.2,-15.6409,-19.8291,2021-12-18 14:06:57,2
"860",-5.9693,-3.665,6.1141,2021-12-18 14:06:58,2
"861",-3.494,3.8895,9.1903,2021-12-18 14:06:59,2
"862",3.0615,-12.1045,-7.7948,2021-12-18 14:07:00,2
"863",0.4302,1.2996,6.4214,2021-12-18 14:07:01,2
"864",1.1608,-6.312,-1.7755,2021-12-18 14:07:02,2
"865",0.461,-8.0334,-1.6978,2021-12-18 14:07:03,2
"866",-2.7294,-4.9045,-1.242,2021-12-18 14:07:04,2
"867",-1.7878,-0.3696,1.3323,2021-12-18 14:07:05,2
"868",-11.9195,13.4588,-2.8701,2021-12-18 14:07:06,2
"869",-14.4192,27.0485,2.129,2021-12-18 14:07:07,2
"870",-2.1345,-1.7245,6.3079,2021-12-18 14:07:08,2
"871",0.3961,-3.1986,0.2335,2021-12-18 14:07:09,2
"872",-1.0841,-7.8622,6.9159,2021-12-18 14:07:10,2
"873",3.4251,-12.4384,1.6464,2021-12-18 14:07:11,2
"874",7.1739,-9.939,-13.1332,2021-12-18 14:07:12,2
"875",-4.0506,-1.411,6.2352,2021-12-18 14:07:13,2
"876",-0.3406,1.4247,-4.0409,2021-12-18 14:07:14,2
"877",2.7334,-19.3896,0.4848,2021-12-18 14:07:15,2
"878",-2.2318,-3.6583,-4.4769,2021-12-18 14:07:16,2
"879",-2.071,11.9814,5.0455,2021-12-18 14:07:17,2
"880",0.4836,2.6441,-5.9352,2021-12-18 14:07:18,2
"881",-7.3843,-3.385,9.1054,2021-12-18 14:07:19,2
"882",-0.8492,-1.1642,3.0033,2021-12-18 14:07:20,2
"883",10.9539,-36.1124,-0.7608,2021-12-18 14:07:21,2
"884",-3.8005,3.2729,-0.0947,2021-12-18 14:07:22,2
"885",0.3186,1.8343,4.0896,2021-12-18 14:07:23,2
"886",4.5349,-7.7329,-0.4568,2021-12-18 14:07:24,2
"887",1.166,-0.8538,-2.7088,2021-12-18 14:07:25,2
"888",-1.1405,-2.8275,0.8652,2021-12-18 14:07:26,2
"889",1.0281,0.4188,0.3393,2021-12-18 14:07:27,2
"890",-0.6158,-0.0291,-0.0299,2021-12-18 14:07:28,2
"891",-1.8026,0.2417,2.7161,2021-12-18 14:07:29,2
"892",0.1043,0.4965,-2.842,2021-12-18 14:07:30,2
"893",-1.9569,2.0914,0.6962,2021-12-18 14:07:31,2
"894",-0.8113,-1.1563,-0.732,2021-12-18 14:07:32,2
"895",-1.0068,-2.659,0.3488,2021-12-18 14:07:33,2
"896",7.274,6.1972,-14.3683,2021-12-18 14:07:34,2
"897",-0.4485,2.1587,-4.5618,2021-12-18 14:07:35,2
"898",3.4461,-6.7512,-11.8957,2021-12-18 14:07:36,2
"899",-2.4776,-6.9444,-7.269,2021-12-18 14:07:37,2
"900",0.8503,-2.7902,-0.0163,2021-12-18 14:07:38,2
