sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (°/s);GYROSCOPE Y (°/s);GYROSCOPE Z (°/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (m);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
3.683;-9.416;-2.003;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;0.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1640977;2021-12-18 14:20:00:055
3.683;-9.416;-2.003;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;0.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1640978;2021-12-18 14:20:00:056
3.683;-9.416;-2.003;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;0.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1640978;2021-12-18 14:20:00:056
3.683;-9.416;-2.003;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;0.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1640978;2021-12-18 14:20:00:056
3.683;-9.416;-2.003;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;0.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1640979;2021-12-18 14:20:00:057
3.683;-9.416;-2.003;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;0.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1640979;2021-12-18 14:20:00:057
3.683;-9.416;-2.003;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;0.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1640980;2021-12-18 14:20:00:058
3.683;-9.416;-2.003;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;0.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1640980;2021-12-18 14:20:00:058
3.683;-9.416;-2.003;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;0.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1640980;2021-12-18 14:20:00:058
3.683;-9.416;-2.003;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;0.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1640981;2021-12-18 14:20:00:059
3.683;-9.416;-2.003;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;0.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1640981;2021-12-18 14:20:00:059
3.683;-9.416;-2.003;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;0.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1640981;2021-12-18 14:20:00:059
3.683;-9.416;-2.003;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;0.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1640981;2021-12-18 14:20:00:059
3.683;-9.416;-2.003;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;0.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1640982;2021-12-18 14:20:00:060
3.683;-9.416;-2.003;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;0.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1640982;2021-12-18 14:20:00:060
3.683;-9.416;-2.003;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;0.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1640983;2021-12-18 14:20:00:061
3.683;-9.416;-2.003;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;0.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1640983;2021-12-18 14:20:00:061
3.683;-9.416;-2.003;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;0.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1640984;2021-12-18 14:20:00:062
3.683;-9.416;-2.003;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;0.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1640984;2021-12-18 14:20:00:062
3.683;-9.416;-2.003;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;0.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1640984;2021-12-18 14:20:00:062
3.683;-9.416;-2.003;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;0.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1640985;2021-12-18 14:20:00:063
3.683;-9.416;-2.003;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;0.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1640985;2021-12-18 14:20:00:063
3.683;-9.416;-2.003;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;0.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1640985;2021-12-18 14:20:00:063
3.683;-9.416;-2.003;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;0.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1640986;2021-12-18 14:20:00:064
3.683;-9.416;-2.003;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;0.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1640986;2021-12-18 14:20:00:064
3.683;-9.416;-2.003;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;0.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1640986;2021-12-18 14:20:00:064
3.683;-9.416;-2.003;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;0.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1640987;2021-12-18 14:20:00:065
3.683;-9.416;-2.003;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;0.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1640987;2021-12-18 14:20:00:065
3.683;-9.416;-2.003;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;0.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1640987;2021-12-18 14:20:00:065
3.683;-9.416;-2.003;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;0.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1640988;2021-12-18 14:20:00:066
3.683;-9.416;-2.003;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;0.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1640988;2021-12-18 14:20:00:066
3.683;-9.416;-2.003;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;0.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1640988;2021-12-18 14:20:00:066
3.683;-9.416;-2.003;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;0.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1640989;2021-12-18 14:20:00:067
3.683;-9.416;-2.003;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;0.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1640989;2021-12-18 14:20:00:067
3.683;-9.416;-2.003;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;0.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1640989;2021-12-18 14:20:00:067
3.683;-9.416;-2.003;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;0.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1640990;2021-12-18 14:20:00:068
3.683;-9.416;-2.003;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;0.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1640990;2021-12-18 14:20:00:068
3.683;-9.416;-2.003;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;0.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1640990;2021-12-18 14:20:00:068
3.683;-9.416;-2.003;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;0.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1640991;2021-12-18 14:20:00:069
3.683;-9.416;-2.003;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;0.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1640991;2021-12-18 14:20:00:069
3.683;-9.416;-2.003;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;0.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1640992;2021-12-18 14:20:00:070
3.683;-9.416;-2.003;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;0.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1640992;2021-12-18 14:20:00:070
3.683;-9.416;-2.003;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;0.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1640992;2021-12-18 14:20:00:070
3.683;-9.416;-2.003;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;0.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1640993;2021-12-18 14:20:00:071
3.683;-9.416;-2.003;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;0.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1640993;2021-12-18 14:20:00:071
3.683;-9.416;-2.003;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;0.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1641125;2021-12-18 14:20:00:203
28.86;-22.124;-4.1621;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;156.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1641622;2021-12-18 14:20:00:700
28.86;-22.124;-4.1621;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;156.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1641623;2021-12-18 14:20:00:701
28.86;-22.124;-4.1621;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;156.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1641624;2021-12-18 14:20:00:702
28.86;-22.124;-4.1621;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;156.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1641624;2021-12-18 14:20:00:702
28.86;-22.124;-4.1621;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;156.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1641625;2021-12-18 14:20:00:703
28.86;-22.124;-4.1621;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;156.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1641625;2021-12-18 14:20:00:703
28.86;-22.124;-4.1621;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;156.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1641626;2021-12-18 14:20:00:704
28.86;-22.124;-4.1621;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;156.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1641626;2021-12-18 14:20:00:704
28.86;-22.124;-4.1621;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;156.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1641627;2021-12-18 14:20:00:705
28.86;-22.124;-4.1621;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;156.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1641627;2021-12-18 14:20:00:705
28.86;-22.124;-4.1621;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;156.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1641628;2021-12-18 14:20:00:706
28.86;-22.124;-4.1621;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;156.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1641628;2021-12-18 14:20:00:706
28.86;-22.124;-4.1621;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;156.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1641629;2021-12-18 14:20:00:707
28.86;-22.124;-4.1621;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;156.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1641635;2021-12-18 14:20:00:713
28.86;-22.124;-4.1621;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;156.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1641636;2021-12-18 14:20:00:714
28.86;-22.124;-4.1621;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;156.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1641637;2021-12-18 14:20:00:715
28.86;-22.124;-4.1621;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;156.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1641637;2021-12-18 14:20:00:715
28.86;-22.124;-4.1621;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;156.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1641638;2021-12-18 14:20:00:716
28.86;-22.124;-4.1621;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;156.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1641638;2021-12-18 14:20:00:716
28.86;-22.124;-4.1621;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;156.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1641639;2021-12-18 14:20:00:717
28.86;-22.124;-4.1621;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;156.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1641639;2021-12-18 14:20:00:717
28.86;-22.124;-4.1621;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;156.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1641640;2021-12-18 14:20:00:718
28.86;-22.124;-4.1621;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;156.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1641640;2021-12-18 14:20:00:718
28.86;-22.124;-4.1621;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;156.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1641641;2021-12-18 14:20:00:719
28.86;-22.124;-4.1621;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;156.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1641641;2021-12-18 14:20:00:719
28.86;-22.124;-4.1621;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;156.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1641642;2021-12-18 14:20:00:720
28.86;-22.124;-4.1621;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;156.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1641642;2021-12-18 14:20:00:720
28.86;-22.124;-4.1621;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;156.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1641643;2021-12-18 14:20:00:721
28.86;-22.124;-4.1621;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;156.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1641643;2021-12-18 14:20:00:721
28.86;-22.124;-4.1621;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;156.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1641644;2021-12-18 14:20:00:722
28.86;-22.124;-4.1621;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;156.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1641644;2021-12-18 14:20:00:722
28.86;-22.124;-4.1621;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;156.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1641645;2021-12-18 14:20:00:723
28.86;-22.124;-4.1621;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;156.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1641645;2021-12-18 14:20:00:723
28.86;-22.124;-4.1621;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;156.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1641646;2021-12-18 14:20:00:724
28.86;-22.124;-4.1621;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;156.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1641646;2021-12-18 14:20:00:724
28.86;-22.124;-4.1621;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;156.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1641647;2021-12-18 14:20:00:725
28.86;-22.124;-4.1621;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;156.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1641647;2021-12-18 14:20:00:725
28.86;-22.124;-4.1621;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;156.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1641648;2021-12-18 14:20:00:726
28.86;-22.124;-4.1621;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;156.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1641648;2021-12-18 14:20:00:726
28.86;-22.124;-4.1621;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;156.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1641649;2021-12-18 14:20:00:727
28.86;-22.124;-4.1621;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;156.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1641649;2021-12-18 14:20:00:727
28.86;-22.124;-4.1621;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;156.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1641649;2021-12-18 14:20:00:727
28.86;-22.124;-4.1621;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;156.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1641650;2021-12-18 14:20:00:728
28.86;-22.124;-4.1621;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;156.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1641650;2021-12-18 14:20:00:728
28.86;-22.124;-4.1621;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;156.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1641650;2021-12-18 14:20:00:728
28.86;-22.124;-4.1621;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;156.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1641651;2021-12-18 14:20:00:729
28.86;-22.124;-4.1621;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;156.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1641651;2021-12-18 14:20:00:729
28.86;-22.124;-4.1621;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;156.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1641651;2021-12-18 14:20:00:729
28.86;-22.124;-4.1621;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;156.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1641652;2021-12-18 14:20:00:730
28.86;-22.124;-4.1621;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;156.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1641652;2021-12-18 14:20:00:730
28.86;-22.124;-4.1621;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;156.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1641653;2021-12-18 14:20:00:731
28.86;-22.124;-4.1621;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;156.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1641653;2021-12-18 14:20:00:731
28.86;-22.124;-4.1621;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;156.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1641653;2021-12-18 14:20:00:731
28.86;-22.124;-4.1621;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;156.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1641654;2021-12-18 14:20:00:732
28.86;-22.124;-4.1621;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;156.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1641654;2021-12-18 14:20:00:732
28.86;-22.124;-4.1621;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;156.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1641654;2021-12-18 14:20:00:732
28.86;-22.124;-4.1621;-8.078;-1.0678;5.454;-3.6242;-1.8895;1.6648;-22.06;-31.13;-56.31;156.0;-14.64;9.36;-25.5;58.13;19.6;98.1;0.0;;;;NaN;;;;0 / 0;1641655;2021-12-18 14:20:00:733
