ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (m),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-2.2519,4.9661,7.8941,-1.8687,4.7618,8.3668,0.3787,-0.196,0.4807,-0.021,0.1376,0.0103,-13.2,10.09,22.99,113.98,-29.12,12.01,5.0,45.226234,14.557935,59.7,NaN,57.82,1.8,165.25,26 / 35,223016,2021-12-16 11:00:33:212
-2.194,5.1581,8.727,-1.7699,4.9545,8.2759,0.3984,-0.2336,-0.4228,0.0806,-0.0682,0.1013,-14.4,10.56,22.99,109.6,-29.65,12.7,5.0,45.226234,14.557935,59.7,NaN,57.82,1.8,165.25,26 / 35,223516,2021-12-16 11:00:33:712
-1.9601,5.421,7.9991,-1.8925,5.1285,8.1417,-0.0864,-0.5538,0.7579,0.0809,-0.05,-0.1196,-15.41,10.56,23.29,113.64,-31.53,13.09,5.0,45.226097,14.558002,60.1,NaN,60.42,1.8,159.25,26 / 35,224016,2021-12-16 11:00:34:212
-2.197,5.435,8.114,-1.8231,5.3136,8.0382,0.3795,-0.1269,-0.0598,0.0752,-0.0509,-0.1684,-14.76,12.11,24.6,118.41,-32.81,12.78,5.0,45.226097,14.558002,60.1,NaN,60.42,1.8,159.25,26 / 35,224516,2021-12-16 11:00:34:712
-1.2731,5.727,8.277,-1.6547,5.4426,7.9881,-0.388,-0.278,-0.2794,0.0059,-0.0327,0.268,-15.24,12.36,24.19,115.81,-33.71,11.7,5.0,45.225952,14.558095,60.6,NaN,64.88,1.8,153.7,26 / 35,225016,2021-12-16 11:00:35:212
0.7421,6.218,7.298,-1.1119,5.5224,8.0273,-1.1266,-0.2834,0.2595,0.0067,-0.1096,0.2424,-15.79,13.74,24.19,103.67,-34.27,7.89,5.0,45.225952,14.558095,60.6,NaN,64.88,1.8,153.7,26 / 35,225516,2021-12-16 11:00:35:712
-0.2599,6.12,7.355,-0.1202,5.7241,7.9618,-0.1622,-0.1184,0.8381,-0.0045,0.0406,-0.0294,-15.71,14.16,24.54,102.15,-35.71,0.86,5.0,45.225807,14.558218,61.3,NaN,68.95,1.9,147.79,26 / 35,226017,2021-12-16 11:00:36:213
0.356,5.237,7.628,-0.2874,5.4696,8.1345,-0.3535,0.3342,0.6679,-0.037,0.0032,0.0853,-15.66,14.1,24.71,99.88,-33.9,2.02,5.0,45.225807,14.558218,61.3,NaN,68.95,1.9,147.79,26 / 35,226516,2021-12-16 11:00:36:712
-0.9589,4.0691,9.158,0.1297,4.8769,8.507,0.9877,0.5993,-0.5232,-0.3443,0.3405,0.5728,-14.7,14.04,23.94,92.58,-31.87,-0.66,5.0,45.22567,14.558353,62.4,NaN,70.65,1.8,146.97,24 / 35,227016,2021-12-16 11:00:37:212
0.0,4.641,7.7171,-0.242,4.2083,8.8545,-0.1545,-0.2215,1.049,0.1374,-0.2256,-0.1929,-15.84,13.69,24.19,81.97,-25.41,1.57,5.0,45.22567,14.558353,62.4,NaN,70.65,1.8,146.97,24 / 35,227517,2021-12-16 11:00:37:713
0.141,4.8011,9.162,-0.0386,4.8473,8.5248,-0.1171,0.0597,-0.6318,0.0124,-0.0451,-0.0041,-15.79,13.91,24.79,90.8,-29.62,0.26,5.0,45.225525,14.558493,63.6,NaN,70.74,1.8,146.49,24 / 35,228016,2021-12-16 11:00:38:212
0.414,5.024,8.966,0.0989,4.7779,8.5634,0.0821,-0.0093,-0.8717,0.0466,-0.1442,-0.0632,-16.61,13.26,23.94,90.85,-28.99,-0.06,5.0,45.225525,14.558493,63.6,NaN,70.74,1.8,146.49,24 / 35,228516,2021-12-16 11:00:38:712
0.5141,4.512,9.524,0.1421,4.769,8.5678,-0.5117,0.2607,-0.0539,-0.0936,0.0873,0.1893,-16.39,14.29,24.3,87.58,-29.1,-0.95,5.0,45.225376,14.558637,64.9,NaN,72.2,1.8,146.22,24 / 35,229016,2021-12-16 11:00:39:212
0.519,4.107,9.332,0.3119,4.6585,8.6239,0.3724,0.1469,0.3908,0.0107,0.0993,-0.0953,-16.01,13.14,24.71,89.7,-28.14,-3.07,5.0,45.225376,14.558637,64.9,NaN,72.2,1.8,146.22,24 / 35,229516,2021-12-16 11:00:39:712
0.272,4.1381,9.7991,0.424,4.2472,8.829,0.3248,0.0051,0.4548,-0.0813,0.1018,0.257,-16.01,13.86,23.81,81.47,-25.66,-2.75,5.0,45.225227,14.55878,65.8,NaN,72.31,1.7,146.79,23 / 35,230017,2021-12-16 11:00:40:213
0.0551,4.703,8.801,0.3538,4.6126,8.6469,0.4219,-0.3997,0.2704,0.1653,-0.0454,-0.25,-16.31,14.1,24.36,85.34,-28.06,-2.34,5.0,45.225227,14.55878,65.8,NaN,72.31,1.7,146.79,23 / 35,230516,2021-12-16 11:00:40:712
0.275,5.081,8.705,0.1322,5.0234,8.4213,0.0567,-0.5506,0.6406,0.0979,-0.1419,-0.1647,-16.01,13.26,24.36,93.49,-30.81,-0.9,5.0,45.22508,14.558922,66.7,NaN,73.15,1.7,146.36,22 / 35,231016,2021-12-16 11:00:41:212
-0.045,5.486,8.8661,-0.0058,5.1463,8.3478,0.1758,-0.2748,0.7309,-0.0685,0.1519,0.1381,-15.71,13.74,23.81,92.45,-31.65,0.04,5.0,45.22508,14.558922,66.7,NaN,73.15,1.7,146.36,22 / 35,231516,2021-12-16 11:00:41:712
0.1601,5.2031,7.8341,0.2349,5.3375,8.2235,0.3303,0.0256,-0.3028,0.041,0.0417,-0.1633,-16.14,13.44,24.11,96.51,-32.98,-1.64,5.0,45.224934,14.559062,67.7,NaN,73.06,1.7,146.5,22 / 35,232016,2021-12-16 11:00:42:212
-0.4639,5.0141,8.085,0.3026,5.0767,8.3849,0.311,0.4428,-0.2844,-0.0506,0.1651,-0.0106,-16.01,13.91,23.7,90.47,-31.18,-2.07,5.0,45.224934,14.559062,67.7,NaN,73.06,1.7,146.5,22 / 35,232516,2021-12-16 11:00:42:712
0.167,4.416,9.7061,0.0867,4.6894,8.6123,-0.0877,0.4993,-1.0437,-0.1874,0.1271,0.2808,-15.84,13.56,23.34,85.16,-28.57,-0.58,5.0,45.224785,14.559205,68.7,NaN,72.57,1.7,146.91,22 / 35,233017,2021-12-16 11:00:43:213
0.3611,4.361,8.691,0.1438,4.2724,8.8259,-0.0904,0.1495,0.5628,-0.0271,0.0587,0.1551,-15.36,13.99,23.76,81.67,-25.83,-0.93,5.0,45.224785,14.559205,68.7,NaN,72.57,1.7,146.91,22 / 35,233516,2021-12-16 11:00:43:712
0.0401,4.763,8.607,0.1584,4.5205,8.7012,0.154,0.076,0.0356,0.2707,-0.2131,-0.4196,-16.09,13.8,24.0,84.8,-27.45,-1.04,5.0,45.224632,14.559347,70.0,NaN,73.13,1.7,147.35,22 / 35,234016,2021-12-16 11:00:44:212
0.225,3.5231,9.414,0.1475,4.3927,8.7666,-0.0432,0.5926,-0.9175,-0.1283,0.1141,0.2663,-16.09,14.4,22.8,82.87,-27.22,-0.89,5.0,45.224632,14.559347,70.0,NaN,73.13,1.7,147.35,22 / 35,234516,2021-12-16 11:00:44:712
0.4691,4.646,7.784,0.2066,4.0929,8.9093,-0.0825,-0.6075,0.6564,-0.0359,-0.0588,-0.0245,-16.26,14.1,23.16,78.94,-24.76,-1.11,5.0,45.22448,14.55949,71.2,NaN,72.62,1.7,146.59,22 / 35,235017,2021-12-16 11:00:45:213
0.5861,4.406,7.551,0.647,4.2194,8.8289,-0.2459,0.0338,-0.1237,-0.0533,0.0175,0.0803,-15.84,14.29,23.46,79.93,-25.77,-4.01,5.0,45.22448,14.55949,71.2,NaN,72.62,1.7,146.59,22 / 35,235517,2021-12-16 11:00:45:713
0.665,4.083,7.247,0.4692,4.1085,8.8922,-0.4298,0.1314,1.2511,-0.0385,0.1074,0.1529,-16.31,15.0,22.91,75.8,-24.77,-3.02,5.0,45.224327,14.55963,72.2,NaN,72.89,1.7,147.03,22 / 35,236016,2021-12-16 11:00:46:212
0.3371,4.3871,8.3291,0.3635,4.2185,8.8455,0.1728,-0.0174,0.0195,0.0194,0.0663,-0.1814,-15.71,14.7,23.16,76.91,-25.48,-2.35,5.0,45.224327,14.55963,72.2,NaN,72.89,1.7,147.03,22 / 35,236516,2021-12-16 11:00:46:712
-0.011,4.14,8.382,0.3334,4.2428,8.8351,0.2498,-0.5153,0.8333,0.1288,-0.0059,-0.1805,-15.71,15.06,23.4,77.16,-25.64,-2.16,5.0,45.224182,14.55977,72.9,NaN,72.6,1.6,147.46,22 / 35,237017,2021-12-16 11:00:47:213
0.05,5.084,7.6931,0.1495,4.4127,8.7565,-0.1548,-0.3125,0.4274,0.0694,-0.168,-0.1261,-16.31,14.46,23.29,82.07,-26.66,-0.54,5.0,45.224182,14.55977,72.9,NaN,72.6,1.6,147.46,22 / 35,237516,2021-12-16 11:00:47:712
0.569,4.8851,9.222,0.2677,4.3935,8.7633,-0.2907,-0.4826,-0.4576,-0.0389,-0.1162,0.106,-16.56,14.64,23.16,79.3,-26.62,-1.75,5.0,45.22404,14.559903,73.6,NaN,68.19,1.6,147.45,23 / 35,238016,2021-12-16 11:00:48:212
1.247,5.268,9.062,0.2355,5.0375,8.4106,-0.0941,-0.0837,0.0057,0.0136,0.093,-0.076,-15.79,15.19,23.76,87.33,-30.91,-1.6,5.0,45.22404,14.559903,73.6,NaN,68.19,1.6,147.45,23 / 35,238516,2021-12-16 11:00:48:712
0.7181,4.2911,9.6551,0.9611,5.2,8.2587,0.2242,0.8297,-0.8951,-0.1053,0.1665,0.1477,-15.96,14.51,23.04,85.12,-32.02,-6.64,5.0,45.223896,14.560032,74.3,NaN,68.31,1.6,147.44,23 / 35,239016,2021-12-16 11:00:49:212
0.248,4.193,9.708,0.608,4.4096,8.7382,0.2901,0.1708,-0.9261,-0.0773,0.1643,0.1276,-15.66,15.0,23.16,78.47,-26.72,-3.98,5.0,45.223896,14.560032,74.3,NaN,68.31,1.6,147.44,23 / 35,239516,2021-12-16 11:00:49:712
0.528,3.777,10.6151,0.273,4.0303,8.936,-0.2302,0.0773,-1.199,-0.0943,0.1053,0.2012,-16.09,14.94,22.91,75.15,-24.27,-1.75,5.0,45.22375,14.560165,75.0,NaN,70.27,1.7,147.64,23 / 35,240016,2021-12-16 11:00:50:212
0.4661,3.899,9.4331,0.3894,3.9289,8.9768,0.0092,-0.1512,-0.5909,-0.0488,0.0224,0.0627,-15.71,14.59,22.69,74.51,-23.86,-2.41,5.0,45.22375,14.560165,75.0,NaN,70.27,1.7,147.64,23 / 35,240516,2021-12-16 11:00:50:712
0.246,3.75,9.402,0.387,3.8093,9.0283,-0.0183,-0.1404,-0.0625,-0.0315,0.0667,0.136,-16.01,15.41,22.61,73.42,-23.1,-2.5,5.0,45.223602,14.560297,75.6,NaN,68.81,1.7,148.31,22 / 35,241016,2021-12-16 11:00:51:212
0.275,4.038,9.383,0.3137,3.8037,9.0335,-0.2786,-0.3067,-0.5154,-0.0153,-0.0314,-0.0065,-15.96,14.94,23.29,73.13,-22.9,-1.88,5.0,45.223602,14.560297,75.6,NaN,68.81,1.7,148.31,22 / 35,241517,2021-12-16 11:00:51:713
0.263,3.837,9.624,0.2676,3.8735,9.0053,0.1859,0.0053,0.3972,-0.0092,0.0403,0.0041,-15.49,14.7,23.16,72.77,-23.29,-1.87,5.0,45.22346,14.560425,76.4,NaN,68.2,1.7,148.14,22 / 35,242016,2021-12-16 11:00:52:212
0.375,4.1981,8.169,0.2305,3.821,9.0287,-0.2229,0.034,-0.3142,0.0051,-0.0417,-0.0396,-16.01,15.0,23.16,73.13,-22.91,-1.22,5.0,45.22346,14.560425,76.4,NaN,68.2,1.7,148.14,22 / 35,242516,2021-12-16 11:00:52:712
0.021,4.2431,8.09,0.3817,3.8408,9.0151,0.1205,-0.0292,-0.6277,-0.0062,0.0221,-0.0015,-16.31,14.7,22.14,72.14,-23.07,-2.59,5.0,45.22332,14.56055,76.9,NaN,64.36,1.7,147.63,21 / 35,243017,2021-12-16 11:00:53:213
0.2801,4.631,7.913,0.2004,4.6494,8.6321,0.4729,0.3045,-1.0519,0.0252,0.0353,-0.0549,-16.56,15.06,23.29,80.88,-27.66,-1.57,5.0,45.22332,14.56055,76.9,NaN,64.36,1.7,147.63,21 / 35,243516,2021-12-16 11:00:53:712
0.047,4.614,9.093,0.4344,4.8334,8.5217,-0.011,0.0589,-0.4766,0.04,-0.0936,-0.0664,-16.56,14.7,22.56,83.22,-29.53,-2.92,5.0,45.223186,14.560672,77.3,NaN,62.71,1.7,146.87,21 / 35,244016,2021-12-16 11:00:54:212
0.531,5.4041,7.9631,0.2917,4.8514,8.5176,0.5385,0.0504,-0.9648,0.033,-0.0433,-0.1565,-16.44,14.46,23.04,85.8,-29.35,-2.21,5.0,45.223186,14.560672,77.3,NaN,62.71,1.7,146.87,21 / 35,244516,2021-12-16 11:00:54:712
0.3851,5.586,8.5571,0.1986,5.3163,8.2382,0.4165,-0.1454,-1.5548,0.0835,-0.0997,-0.1408,-16.74,14.76,23.4,88.23,-32.44,-1.37,5.0,45.223057,14.560797,77.5,NaN,64.06,1.7,146.8,22 / 35,245016,2021-12-16 11:00:55:212
0.201,4.962,8.5331,0.1709,5.2872,8.2575,-0.4895,0.0792,0.4528,-0.076,0.0232,0.1194,-16.09,14.46,23.51,93.99,-32.91,-0.94,5.0,45.223057,14.560797,77.5,NaN,64.06,1.7,146.8,22 / 35,245516,2021-12-16 11:00:55:712
0.414,4.251,9.186,0.4977,4.8972,8.4817,-0.1581,0.3747,0.1314,-0.1562,-0.0319,0.2937,-16.56,14.4,22.44,84.81,-29.96,-3.36,5.0,45.22292,14.560928,77.9,NaN,66.45,1.7,147.11,22 / 35,246016,2021-12-16 11:00:56:212
0.122,4.667,9.026,0.2031,4.7383,8.5836,-0.1263,-0.0668,0.8213,-0.0468,0.1687,0.07,-15.9,14.7,22.91,82.4,-28.89,-1.36,5.0,45.22292,14.560928,77.9,NaN,66.45,1.7,147.11,22 / 35,246516,2021-12-16 11:00:56:712
0.167,4.0661,8.145,-0.0038,4.2971,8.8151,-0.1937,0.1481,0.7134,-0.1463,0.1606,0.2258,-15.24,14.81,22.5,77.21,-25.99,0.02,5.0,45.222775,14.561062,77.8,NaN,69.06,1.7,147.41,22 / 35,247016,2021-12-16 11:00:57:212
0.023,3.966,9.6581,0.1711,3.8963,8.9978,-0.4963,-0.1489,0.0356,-0.0605,-0.0146,0.1484,-16.01,14.81,22.26,72.98,-23.68,-0.86,5.0,45.222775,14.561062,77.8,NaN,69.06,1.7,147.41,22 / 35,247517,2021-12-16 11:00:57:713
-0.318,4.0571,9.6221,0.2732,3.9615,8.9667,0.4367,-0.3425,-0.0091,0.0382,-0.0066,-0.0725,-15.71,14.64,22.56,74.29,-23.69,-1.81,5.0,45.22263,14.561195,77.8,NaN,69.93,1.7,147.54,22 / 35,248016,2021-12-16 11:00:58:212
0.816,3.8801,9.272,0.4898,3.9892,8.9452,-0.3507,-0.1549,0.0506,-0.1023,-0.0781,0.1722,-15.84,14.64,22.31,74.26,-24.59,-2.03,5.0,45.22263,14.561195,77.8,NaN,69.93,1.7,147.54,22 / 35,248516,2021-12-16 11:00:58:712
0.21,4.715,8.006,0.2143,3.9184,8.9872,-0.4395,0.1184,-1.1872,0.0399,0.0825,-0.1046,-16.44,15.06,22.56,73.86,-23.4,-1.91,5.0,45.222485,14.561327,77.9,NaN,67.43,1.6,147.32,23 / 35,249017,2021-12-16 11:00:59:213
0.258,3.626,9.119,0.4612,4.2274,8.8367,0.0908,0.6614,-0.5347,-0.0166,-0.056,-0.0183,-17.04,14.81,22.91,77.99,-25.84,-2.85,5.0,45.222485,14.561327,77.9,NaN,67.43,1.6,147.32,23 / 35,249516,2021-12-16 11:00:59:712
0.7751,4.155,8.286,0.4651,3.9193,8.9774,-0.3287,-0.0936,0.0626,0.0338,-0.1684,-0.0223,-16.39,14.7,22.69,74.07,-23.56,-2.97,5.0,45.222343,14.561458,78.0,NaN,65.76,1.6,146.13,23 / 35,250017,2021-12-16 11:01:00:213
0.174,3.968,9.083,0.5196,4.0479,8.9171,-0.2976,-0.3787,0.3227,0.0045,0.0073,-0.0124,-16.5,14.76,22.5,75.21,-24.38,-3.33,5.0,45.222343,14.561458,78.0,NaN,65.76,1.6,146.13,23 / 35,250516,2021-12-16 11:01:00:712
0.6701,4.2581,8.2601,0.3015,4.1054,8.9009,0.179,0.1555,0.0204,-0.0874,0.1667,0.0993,-16.09,15.11,22.56,75.86,-24.75,-1.94,5.0,45.222206,14.561582,77.9,NaN,63.72,1.6,147.46,23 / 35,251017,2021-12-16 11:01:01:213
0.794,4.782,8.669,0.4217,4.25,8.8278,-0.2551,-0.1619,-0.0657,0.0824,-0.1664,-0.1507,-16.39,14.76,22.74,77.16,-25.68,-2.73,5.0,45.222206,14.561582,77.9,NaN,63.72,1.6,147.46,23 / 35,251516,2021-12-16 11:01:01:712
0.315,4.1141,9.0671,0.5753,4.3936,8.7485,0.2426,0.4839,0.2356,-0.0175,0.0418,-0.0091,-16.69,14.51,22.91,78.89,-26.62,-3.76,5.0,45.22208,14.561703,77.5,NaN,63.1,1.6,146.83,23 / 35,252016,2021-12-16 11:01:02:212
0.0071,3.741,9.33,0.4244,4.0892,8.9033,-0.0652,0.0635,-0.6281,-0.0807,0.1216,0.1345,-16.01,14.7,23.29,75.64,-24.64,-2.73,5.0,45.22208,14.561703,77.5,NaN,63.1,1.6,146.83,23 / 35,252516,2021-12-16 11:01:02:712
0.476,4.188,9.33,0.5081,4.117,8.8861,0.1936,0.0576,0.0806,0.0965,-0.1013,-0.0799,-16.26,14.76,23.1,75.85,-24.82,-3.27,5.0,45.22195,14.561822,77.3,NaN,61.95,1.6,147.23,23 / 35,253017,2021-12-16 11:01:03:213
0.849,4.3421,7.872,0.3709,4.1177,8.8926,-0.3015,-0.5917,1.6045,-0.1026,0.0996,0.2036,-15.36,15.06,22.69,75.78,-25.23,-2.51,5.0,45.22195,14.561822,77.3,NaN,61.95,1.6,147.23,23 / 35,253517,2021-12-16 11:01:03:713
0.497,4.145,9.2891,0.3355,3.927,8.9798,-0.0667,0.0766,-0.4815,0.0177,-1.0E-4,-0.0782,-15.6,15.06,22.56,74.16,-23.61,-2.14,5.0,45.221825,14.561937,77.0,NaN,60.58,1.6,147.28,22 / 35,254016,2021-12-16 11:01:04:212
-0.114,3.731,9.249,0.2933,3.8996,8.9932,0.3478,0.154,0.0855,-0.0301,0.1687,0.1009,-15.6,15.06,22.74,73.77,-23.34,-2.6,5.0,45.221825,14.561937,77.0,NaN,60.58,1.6,147.28,22 / 35,254516,2021-12-16 11:01:04:712
0.227,4.725,9.2561,0.2796,4.5557,8.6797,0.1162,-0.2659,-0.4323,0.2007,-0.2659,-0.463,-16.39,13.14,22.61,84.93,-26.74,-1.7,5.0,45.221695,14.56205,76.9,NaN,58.25,1.6,147.55,22 / 35,255017,2021-12-16 11:01:05:213
0.167,4.784,9.459,0.238,4.681,8.6141,0.1388,-0.0919,-0.4535,0.0124,0.019,0.1064,-16.8,15.0,22.31,80.57,-28.42,-1.3,5.0,45.221695,14.56205,76.9,NaN,58.25,1.6,147.55,22 / 35,255516,2021-12-16 11:01:05:712
0.306,5.6171,7.628,0.2374,4.7261,8.5894,-0.0445,-0.9185,0.9796,-0.0058,0.0456,-0.0583,-16.31,14.21,22.61,85.19,-28.81,-1.58,5.0,45.221577,14.56216,77.0,NaN,57.25,1.6,147.16,23 / 35,256016,2021-12-16 11:01:06:212
0.495,4.863,8.844,0.2204,4.8753,8.5061,0.2068,0.081,-0.3335,-0.0617,0.0633,0.1532,-15.9,14.89,22.91,83.84,-29.81,-1.48,5.0,45.221577,14.56216,77.0,NaN,57.25,1.6,147.16,23 / 35,256516,2021-12-16 11:01:06:712
0.4091,4.976,8.4371,0.1796,4.8032,8.5479,0.404,-0.2294,0.3734,0.0575,-0.0143,-0.0597,-15.71,15.36,23.16,83.15,-29.33,-1.2,5.0,45.221455,14.56227,77.2,NaN,57.37,1.6,147.08,24 / 35,257016,2021-12-16 11:01:07:212
0.102,5.541,8.5691,0.4573,4.7812,8.5499,-0.184,-0.1887,-0.6425,-0.0286,-0.133,-0.0045,-16.74,15.11,23.89,84.2,-29.18,-3.06,5.0,45.221455,14.56227,77.2,NaN,57.37,1.6,147.08,24 / 35,257516,2021-12-16 11:01:07:712
0.797,4.911,8.018,0.4499,4.9374,8.4611,0.2456,0.1839,-0.719,-0.0403,-0.0333,0.0213,-16.01,14.76,23.64,85.62,-30.23,-3.04,5.0,45.221333,14.562387,77.5,NaN,56.75,1.6,145.89,24 / 35,258016,2021-12-16 11:01:08:212
0.83,5.304,8.856,0.3903,4.7211,8.5866,0.1996,-0.1142,-1.0157,0.0976,-0.1308,-0.1983,-16.31,14.34,24.41,86.39,-28.78,-2.6,5.0,45.221333,14.562387,77.5,NaN,56.75,1.6,145.89,24 / 35,258516,2021-12-16 11:01:08:712
-0.32,4.646,9.375,0.2999,4.9353,8.469,0.0977,0.1757,0.0864,-0.0396,0.1673,0.0498,-16.26,13.86,23.81,88.94,-30.22,-2.03,5.0,45.221203,14.562503,78.1,NaN,62.83,1.6,147.17,24 / 35,259017,2021-12-16 11:01:09:213
0.414,5.256,8.274,0.1674,4.737,8.5851,0.1351,-0.3337,-0.3826,0.01,-0.0291,-0.026,-15.71,14.1,24.36,87.15,-28.88,-1.12,5.0,45.221203,14.562503,78.1,NaN,62.83,1.6,147.17,24 / 35,259516,2021-12-16 11:01:09:712
0.315,5.361,8.243,0.1651,4.8548,8.519,-0.1683,-0.6564,-0.3025,-0.0188,0.007,0.0111,-15.54,13.8,24.0,88.47,-29.67,-1.11,5.0,45.221073,14.562625,78.7,NaN,63.57,1.6,146.63,25 / 35,260016,2021-12-16 11:01:10:212
0.0641,4.9931,8.897,0.2426,4.9847,8.4418,0.1882,-4.0E-4,-0.4523,0.0162,-0.0452,-0.1123,-15.79,13.31,24.71,94.15,-30.46,-1.74,5.0,45.221073,14.562625,78.7,NaN,63.57,1.6,146.63,25 / 35,260517,2021-12-16 11:01:10:713
0.086,5.067,8.001,0.2711,4.7378,8.582,0.1894,-0.329,0.5868,-0.0135,0.0375,0.0741,-15.79,14.04,23.89,87.18,-29.07,-1.8,5.0,45.22094,14.562748,79.9,NaN,64.06,1.6,146.58,25 / 35,261016,2021-12-16 11:01:11:212
-0.009,4.454,9.215,0.3071,4.597,8.657,0.3056,0.1763,-0.568,-0.1001,0.0496,0.1044,-15.96,13.09,24.11,89.35,-28.62,-2.0,5.0,45.22094,14.562748,79.9,NaN,64.06,1.6,146.58,25 / 35,261516,2021-12-16 11:01:11:712
0.371,5.0051,7.688,0.1733,4.848,8.5227,0.1324,0.0945,0.5548,0.1431,-0.0958,-0.1895,-15.6,13.5,24.3,87.33,-29.0,-1.18,5.0,45.220806,14.562872,80.6,NaN,64.48,1.7,146.43,25 / 35,262016,2021-12-16 11:01:12:212
0.131,5.096,8.135,0.1573,4.9568,8.4603,-0.2513,-0.1781,0.1382,0.0127,0.0127,0.0149,-15.9,13.86,23.7,89.56,-30.32,-1.09,5.0,45.220806,14.562872,80.6,NaN,64.48,1.7,146.43,25 / 35,262516,2021-12-16 11:01:12:712
0.447,5.2541,7.784,0.0884,5.1955,8.3168,0.314,-0.0473,0.6202,-0.0106,0.0512,-0.0819,-15.3,14.34,24.54,94.26,-31.89,-1.17,5.0,45.22068,14.562995,81.3,NaN,65.46,1.6,147.34,25 / 35,263016,2021-12-16 11:01:13:212
0.239,5.1,8.9111,0.2816,5.1234,8.3571,-0.3449,0.0294,-0.033,0.0034,-0.0221,0.0462,-16.01,14.04,24.49,91.22,-31.48,-1.6,5.0,45.22068,14.562995,81.3,NaN,65.46,1.6,147.34,25 / 35,263516,2021-12-16 11:01:13:712
0.026,5.198,8.813,0.3262,5.011,8.4234,0.0946,0.1758,0.4555,-0.0184,-0.0122,-0.0155,-16.26,13.56,24.54,91.4,-30.73,-2.22,5.0,45.220547,14.563115,82.4,NaN,66.03,1.6,146.64,25 / 35,264016,2021-12-16 11:01:14:212
0.416,5.127,8.408,0.2371,5.024,8.4187,0.1439,0.255,0.3973,0.0215,-0.041,-0.072,-15.49,13.56,24.0,90.19,-30.82,-1.61,5.0,45.220547,14.563115,82.4,NaN,66.03,1.6,146.64,25 / 35,264516,2021-12-16 11:01:14:712
0.143,5.361,7.1111,0.2117,4.9838,8.4432,-0.265,-0.0557,-1.0094,-0.0247,0.022,0.0359,-15.9,13.91,24.41,89.77,-30.54,-1.44,5.0,45.220413,14.56324,83.1,NaN,65.78,1.6,146.89,25 / 35,265016,2021-12-16 11:01:15:212
0.9551,4.7651,7.415,0.1514,4.9062,8.4898,0.0759,0.3567,0.8589,-0.059,0.1271,0.2002,-16.2,13.61,23.94,89.09,-30.02,-1.02,5.0,45.220413,14.56324,83.1,NaN,65.78,1.6,146.89,25 / 35,265516,2021-12-16 11:01:15:712
0.014,4.839,8.7101,0.221,4.7075,8.6001,0.0271,-0.0054,0.3529,0.0056,0.0503,0.0613,-16.2,13.91,24.24,86.69,-28.69,-1.47,5.0,45.22028,14.563368,83.8,NaN,66.18,1.6,146.69,25 / 35,266016,2021-12-16 11:01:16:212
0.078,4.473,9.2411,0.3904,4.7295,8.582,-0.278,0.5129,0.3193,-0.0371,-0.0223,0.0877,-16.26,14.04,23.59,86.89,-29.0,-2.22,5.0,45.22028,14.563368,83.8,NaN,66.18,1.6,146.69,25 / 35,266516,2021-12-16 11:01:16:712
0.306,4.0571,8.564,0.2665,4.0618,8.9219,0.0385,0.3252,-0.2475,-0.1576,0.2207,0.3035,-15.9,14.76,23.1,77.39,-25.81,-2.47,5.0,45.22014,14.563497,84.3,NaN,66.71,1.6,146.52,25 / 35,267017,2021-12-16 11:01:17:213
0.122,3.918,9.335,0.4843,3.9199,8.9761,-0.0605,0.2288,-0.9804,-0.0492,0.044,0.0512,-15.71,14.76,23.81,75.52,-23.67,-3.02,5.0,45.22014,14.563497,84.3,NaN,66.71,1.6,146.52,25 / 35,267516,2021-12-16 11:01:17:712
0.117,3.126,9.9071,0.3593,3.7159,9.0683,0.4002,0.0248,-0.1391,-0.1478,0.1121,0.1892,-15.41,15.11,22.91,72.25,-22.93,-2.48,5.0,45.22,14.563625,84.8,NaN,66.67,1.6,146.64,25 / 35,268016,2021-12-16 11:01:18:212
0.1361,3.363,9.179,0.6267,3.5174,9.1327,-0.3613,0.1401,-0.0778,0.0109,-0.1536,-0.0265,-15.66,15.3,23.34,70.65,-21.08,-3.08,5.0,45.22,14.563625,84.8,NaN,66.67,1.6,146.64,25 / 35,268516,2021-12-16 11:01:18:712
0.873,3.2,9.249,0.7628,3.4258,9.1571,-5.0E-4,0.3308,-0.6932,0.0107,-0.0623,-0.0117,-15.36,15.41,23.34,69.01,-20.51,-4.42,5.0,45.21987,14.563747,85.4,NaN,66.47,1.6,146.8,25 / 35,269016,2021-12-16 11:01:19:212
