sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (°/s);GYROSCOPE Y (°/s);GYROSCOPE Z (°/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (m);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
0.9;1.584;10.089;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;109.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;763536;2021-12-24 16:41:57:608
0.923;1.6271;9.119;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;110.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;764036;2021-12-24 16:41:58:108
0.8561;1.3811;9.744;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;109.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;764536;2021-12-24 16:41:58:608
0.6791;1.496;10.9961;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;110.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;765036;2021-12-24 16:41:59:108
0.2891;1.902;11.477;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;108.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;765536;2021-12-24 16:41:59:608
0.134;1.673;7.9031;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;110.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;766036;2021-12-24 16:42:00:108
0.1571;1.622;11.307;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;109.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;766536;2021-12-24 16:42:00:608
-0.1571;0.792;7.695;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;110.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;767036;2021-12-24 16:42:01:108
-0.318;2.063;8.597;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;110.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;767536;2021-12-24 16:42:01:608
1.29;1.7681;8.997;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;111.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;768036;2021-12-24 16:42:02:108
0.11;1.85;10.139;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;112.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;768535;2021-12-24 16:42:02:607
0.143;2.429;10.493;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;120.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;769036;2021-12-24 16:42:03:108
0.2081;1.8191;9.684;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;113.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;769536;2021-12-24 16:42:03:608
-0.138;2.0411;9.399;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;124.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;770036;2021-12-24 16:42:04:108
0.284;1.835;11.601;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;119.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;770535;2021-12-24 16:42:04:607
0.825;2.417;9.15;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;115.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;771036;2021-12-24 16:42:05:108
-0.9401;2.558;10.4531;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;113.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;771536;2021-12-24 16:42:05:608
1.706;2.2451;10.5581;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;116.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;772036;2021-12-24 16:42:06:108
1.007;1.6511;12.528;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;113.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;772536;2021-12-24 16:42:06:608
-0.744;2.2781;7.437;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;115.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;773035;2021-12-24 16:42:07:107
-0.911;2.2061;10.263;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;112.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;773536;2021-12-24 16:42:07:608
1.6631;1.8761;10.2971;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;110.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;774036;2021-12-24 16:42:08:108
-0.552;2.226;10.5101;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;113.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;774535;2021-12-24 16:42:08:607
-1.2251;1.754;8.483;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;137.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;775036;2021-12-24 16:42:09:108
1.3541;1.883;10.5791;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;143.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;775536;2021-12-24 16:42:09:608
-0.3851;2.312;10.467;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;132.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;776035;2021-12-24 16:42:10:107
-0.011;2.4911;9.2081;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;128.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;776536;2021-12-24 16:42:10:608
0.0281;2.1131;9.203;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;118.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;777036;2021-12-24 16:42:11:108
0.167;2.1941;9.7871;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;113.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;777535;2021-12-24 16:42:11:607
0.375;2.2571;9.392;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;110.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;778036;2021-12-24 16:42:12:108
-0.033;2.336;10.2161;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;110.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;778536;2021-12-24 16:42:12:608
0.009;2.5511;8.715;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;111.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;779035;2021-12-24 16:42:13:107
0.05;2.429;8.303;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;112.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;779535;2021-12-24 16:42:13:607
0.4061;2.472;10.7951;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;110.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;780036;2021-12-24 16:42:14:108
0.866;2.6561;11.417;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;111.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;780535;2021-12-24 16:42:14:607
-0.0739;2.094;9.447;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;111.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;781036;2021-12-24 16:42:15:108
-0.09;1.9571;9.249;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;112.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;781536;2021-12-24 16:42:15:608
-0.667;2.2301;9.852;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;119.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;782036;2021-12-24 16:42:16:108
-0.39;2.321;9.246;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;116.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;782536;2021-12-24 16:42:16:608
-0.0431;2.81;8.358;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;113.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;783036;2021-12-24 16:42:17:108
-0.378;2.901;8.966;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;113.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;783535;2021-12-24 16:42:17:607
0.011;2.91;9.11;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;112.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;784036;2021-12-24 16:42:18:108
-0.198;2.5871;8.93;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;112.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;784536;2021-12-24 16:42:18:608
-0.617;2.5751;9.071;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;111.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;785036;2021-12-24 16:42:19:108
-0.083;2.5151;9.806;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;111.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;785537;2021-12-24 16:42:19:609
0.035;2.678;9.153;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;113.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;786036;2021-12-24 16:42:20:108
0.236;1.943;6.6851;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;112.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;786535;2021-12-24 16:42:20:607
-0.361;2.5991;10.0481;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;112.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;787036;2021-12-24 16:42:21:108
0.2291;2.898;9.0551;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;111.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;787536;2021-12-24 16:42:21:608
0.2651;3.0041;9.485;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;111.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;788035;2021-12-24 16:42:22:107
0.4181;2.4911;9.6431;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;109.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;788536;2021-12-24 16:42:22:608
0.426;2.498;9.624;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;112.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;789036;2021-12-24 16:42:23:108
0.225;2.5151;9.399;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;111.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;789535;2021-12-24 16:42:23:607
0.09;2.733;9.636;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;111.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;790036;2021-12-24 16:42:24:108
-0.2149;2.556;9.3731;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;111.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;790536;2021-12-24 16:42:24:608
0.071;2.486;9.27;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;112.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;791035;2021-12-24 16:42:25:107
0.038;2.7791;9.3971;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;111.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;791536;2021-12-24 16:42:25:608
-0.789;2.5871;9.143;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;110.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;792036;2021-12-24 16:42:26:108
-0.72;2.223;9.7661;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;109.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;792535;2021-12-24 16:42:26:607
-0.3319;2.0441;9.545;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;109.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;793036;2021-12-24 16:42:27:108
0.179;2.2541;10.172;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;109.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;793536;2021-12-24 16:42:27:608
-0.33;2.7671;9.8681;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;109.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;794035;2021-12-24 16:42:28:107
0.284;2.486;9.639;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;111.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;794536;2021-12-24 16:42:28:608
-0.45;3.0491;9.215;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;109.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;795036;2021-12-24 16:42:29:108
-0.057;2.709;9.569;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;109.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;795535;2021-12-24 16:42:29:607
-0.1099;2.7191;9.5531;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;109.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;796036;2021-12-24 16:42:30:108
0.227;2.7281;9.857;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;111.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;796536;2021-12-24 16:42:30:608
0.2801;2.5871;9.603;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;110.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;797036;2021-12-24 16:42:31:108
0.222;2.702;9.636;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;110.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;797536;2021-12-24 16:42:31:608
0.0431;2.415;9.282;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;110.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;798036;2021-12-24 16:42:32:108
-0.294;2.618;9.1121;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;109.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;798535;2021-12-24 16:42:32:607
0.0431;2.5151;9.308;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;109.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;799036;2021-12-24 16:42:33:108
0.1571;2.589;9.251;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;108.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;799536;2021-12-24 16:42:33:608
0.2771;2.7671;9.6671;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;109.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;800035;2021-12-24 16:42:34:107
0.347;2.372;9.509;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;109.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;800536;2021-12-24 16:42:34:608
-0.0311;2.52;9.423;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;109.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;801036;2021-12-24 16:42:35:108
-0.007;2.352;9.363;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;108.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;801536;2021-12-24 16:42:35:608
0.1841;2.364;9.4091;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;110.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;802036;2021-12-24 16:42:36:108
0.0431;2.556;9.3731;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;109.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;802536;2021-12-24 16:42:36:608
0.117;2.333;9.971;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;109.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;803036;2021-12-24 16:42:37:108
0.404;2.3621;9.9041;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;109.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;803536;2021-12-24 16:42:37:608
0.165;2.484;9.416;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;111.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;804036;2021-12-24 16:42:38:108
0.0551;2.367;9.651;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;111.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;804535;2021-12-24 16:42:38:607
-0.198;2.204;9.617;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;110.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;805036;2021-12-24 16:42:39:108
-0.174;2.187;9.519;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;111.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;805536;2021-12-24 16:42:39:608
0.059;2.3861;9.383;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;110.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;806035;2021-12-24 16:42:40:107
0.069;2.051;9.6551;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;110.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;806536;2021-12-24 16:42:40:608
0.0641;1.989;9.605;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;109.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;807036;2021-12-24 16:42:41:108
0.2291;2.235;9.7391;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;109.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;807535;2021-12-24 16:42:41:607
-0.2509;2.0441;11.0441;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;108.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;808036;2021-12-24 16:42:42:108
0.603;1.991;8.72;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;108.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;808536;2021-12-24 16:42:42:608
0.342;2.001;8.93;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;109.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;809035;2021-12-24 16:42:43:107
0.191;2.0561;9.845;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;108.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;809536;2021-12-24 16:42:43:608
0.071;2.336;9.1961;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;109.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;810036;2021-12-24 16:42:44:108
0.0041;2.396;9.947;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;110.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;810535;2021-12-24 16:42:44:607
-0.069;2.3861;9.378;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;109.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;811036;2021-12-24 16:42:45:108
-0.155;2.4671;9.2531;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;109.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;811536;2021-12-24 16:42:45:608
0.0431;2.379;10.0241;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;110.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;812036;2021-12-24 16:42:46:108
0.0311;2.393;9.083;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;109.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;812536;2021-12-24 16:42:46:608
0.1121;2.3141;9.995;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;107.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;813036;2021-12-24 16:42:47:108
-0.129;2.271;9.0911;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;109.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;813535;2021-12-24 16:42:47:607
-0.05;2.163;9.428;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;108.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;814036;2021-12-24 16:42:48:108
-0.155;1.385;9.5411;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;109.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;814536;2021-12-24 16:42:48:608
0.038;1.764;9.371;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;108.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;815035;2021-12-24 16:42:49:107
-0.143;2.202;9.5021;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;109.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;815536;2021-12-24 16:42:49:608
