sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (°/s);GYROSCOPE Y (°/s);GYROSCOPE Z (°/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (m);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-0.428;1.3811;9.509;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;81.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1819036;2021-12-24 16:59:33:108
-1.065;1.8161;10.053;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;81.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1819536;2021-12-24 16:59:33:608
-1.158;1.9361;10.146;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;81.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1820035;2021-12-24 16:59:34:107
-0.287;1.6271;9.222;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;83.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1820536;2021-12-24 16:59:34:608
0.0041;1.919;9.7031;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;81.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1821036;2021-12-24 16:59:35:108
-1.125;1.749;9.689;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;81.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1821535;2021-12-24 16:59:35:607
-0.897;1.677;9.246;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;81.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1822036;2021-12-24 16:59:36:108
-0.5261;1.536;9.9521;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;81.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1822536;2021-12-24 16:59:36:608
-0.694;1.74;10.3931;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;81.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1823035;2021-12-24 16:59:37:107
-0.761;1.7711;9.833;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;81.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1823536;2021-12-24 16:59:37:608
-0.749;2.0441;9.1601;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;81.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1824036;2021-12-24 16:59:38:108
-1.194;2.075;9.158;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;81.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1824535;2021-12-24 16:59:38:607
-0.7939;1.665;10.125;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;81.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1825036;2021-12-24 16:59:39:108
-1.005;1.919;10.149;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;81.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1825536;2021-12-24 16:59:39:608
-0.9551;1.694;10.134;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;82.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1826036;2021-12-24 16:59:40:108
-0.371;1.572;9.378;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;81.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1826536;2021-12-24 16:59:40:608
-0.0709;2.003;8.909;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;81.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1827035;2021-12-24 16:59:41:107
-0.004;1.467;10.946;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;81.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1827536;2021-12-24 16:59:41:608
0.7421;1.496;9.356;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;81.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1828036;2021-12-24 16:59:42:108
-0.011;1.6421;9.5261;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;82.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1828535;2021-12-24 16:59:42:607
-0.339;1.601;10.244;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;81.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1829036;2021-12-24 16:59:43:108
-0.3941;1.7591;10.139;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;81.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1829536;2021-12-24 16:59:43:608
-0.0311;1.5101;10.589;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;81.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1830035;2021-12-24 16:59:44:107
-1.0841;1.7321;9.857;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;81.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1830536;2021-12-24 16:59:44:608
-0.957;1.766;10.338;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;82.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1831036;2021-12-24 16:59:45:108
-1.239;2.235;9.833;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;81.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1831535;2021-12-24 16:59:45:607
-1.2941;2.0651;10.484;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;81.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1832036;2021-12-24 16:59:46:108
-1.409;2.142;8.5661;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;81.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1832536;2021-12-24 16:59:46:608
-2.013;2.261;8.5781;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;81.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1833035;2021-12-24 16:59:47:107
-1.18;2.13;9.074;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;81.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1833536;2021-12-24 16:59:47:608
-1.1171;1.883;8.916;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;81.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1834036;2021-12-24 16:59:48:108
-1.081;1.6991;9.2921;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;81.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1834535;2021-12-24 16:59:48:607
-1.335;1.467;10.103;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;81.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1835036;2021-12-24 16:59:49:108
-0.746;1.754;9.0311;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;81.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1835536;2021-12-24 16:59:49:608
-0.765;1.8161;9.4301;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;79.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1836036;2021-12-24 16:59:50:108
-1.323;2.202;8.7581;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;81.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1836536;2021-12-24 16:59:50:608
-1.405;1.689;10.577;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;81.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1837035;2021-12-24 16:59:51:107
-1.266;2.07;10.527;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;81.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1837536;2021-12-24 16:59:51:608
-1.443;2.216;9.768;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;81.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1838036;2021-12-24 16:59:52:108
-1.8139;2.18;9.3491;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;81.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1838535;2021-12-24 16:59:52:607
-2.0411;1.962;9.222;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;81.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1839036;2021-12-24 16:59:53:108
-0.708;2.0891;8.952;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;81.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1839536;2021-12-24 16:59:53:608
-0.897;1.7351;9.5021;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;81.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1840036;2021-12-24 16:59:54:108
-0.6979;1.8;8.964;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;80.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1840536;2021-12-24 16:59:54:608
-0.5861;1.716;9.986;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;81.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1841036;2021-12-24 16:59:55:108
-1.005;2.2331;9.1601;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;81.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1841535;2021-12-24 16:59:55:607
-1.9;2.25;11.202;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;80.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1842036;2021-12-24 16:59:56:108
-1.1531;1.6511;9.2771;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;81.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1842536;2021-12-24 16:59:56:608
-1.5049;1.598;10.026;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;81.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1843036;2021-12-24 16:59:57:108
-1.304;1.701;9.557;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;80.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1843536;2021-12-24 16:59:57:608
-1.6939;1.3181;11.228;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;81.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1844036;2021-12-24 16:59:58:108
-2.108;1.682;9.833;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;81.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1844536;2021-12-24 16:59:58:608
-1.431;1.376;7.389;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;81.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1845036;2021-12-24 16:59:59:108
-1.7231;1.749;9.093;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;81.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1845535;2021-12-24 16:59:59:607
-1.041;1.6511;9.1721;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;80.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1846036;2021-12-24 17:00:00:108
-1.749;1.565;7.8791;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;81.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1846536;2021-12-24 17:00:00:608
-3.3431;1.577;11.015;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;81.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1847035;2021-12-24 17:00:01:107
-1.361;1.371;9.062;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;78.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1847536;2021-12-24 17:00:01:608
-0.6311;1.1051;7.781;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;81.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1848036;2021-12-24 17:00:02:108
-1.29;1.3931;8.526;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;81.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1848536;2021-12-24 17:00:02:608
-0.763;1.184;9.8111;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;81.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1849036;2021-12-24 17:00:03:108
-1.048;1.326;9.821;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;81.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1849536;2021-12-24 17:00:03:608
-0.5021;1.464;9.548;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;79.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1850036;2021-12-24 17:00:04:108
-0.531;1.625;9.512;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;80.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1850536;2021-12-24 17:00:04:608
-0.8441;1.8791;8.976;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;81.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1851036;2021-12-24 17:00:05:108
-0.4091;1.271;9.3971;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;81.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1851535;2021-12-24 17:00:05:607
-0.2839;1.409;10.433;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;81.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1852036;2021-12-24 17:00:06:108
-0.7939;1.752;8.3771;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;81.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1852536;2021-12-24 17:00:06:608
-0.4399;1.2371;7.76;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;81.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1853035;2021-12-24 17:00:07:107
-0.514;1.383;10.139;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;81.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1853536;2021-12-24 17:00:07:608
-0.7939;1.61;9.227;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;81.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1854036;2021-12-24 17:00:08:108
-0.4661;1.4;9.8921;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;81.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1854535;2021-12-24 17:00:08:607
-0.8299;1.4171;10.3931;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;80.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1855036;2021-12-24 17:00:09:108
-0.885;2.027;10.1291;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;81.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1855536;2021-12-24 17:00:09:608
-0.248;1.601;10.0601;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;81.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1856035;2021-12-24 17:00:10:107
-1.048;1.85;8.9831;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;80.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1856536;2021-12-24 17:00:10:608
-1.266;1.886;10.287;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;81.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1857036;2021-12-24 17:00:11:108
-0.584;1.914;9.5141;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;81.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1857536;2021-12-24 17:00:11:608
-0.497;2.211;9.45;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;81.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1858036;2021-12-24 17:00:12:108
-0.9;1.9361;9.564;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;78.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1858535;2021-12-24 17:00:12:607
-0.7339;1.9241;10.685;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;81.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1859036;2021-12-24 17:00:13:108
-1.0001;1.811;10.022;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;81.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1859536;2021-12-24 17:00:13:608
-1.292;1.601;10.5581;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;80.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1860035;2021-12-24 17:00:14:107
-0.2681;1.268;9.8351;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;79.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1860536;2021-12-24 17:00:14:608
-0.126;1.017;9.7541;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;80.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1861036;2021-12-24 17:00:15:108
0.294;0.938;10.055;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;81.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1861536;2021-12-24 17:00:15:608
0.2891;0.983;10.4381;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;81.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1862036;2021-12-24 17:00:16:108
0.179;1.065;10.5821;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;81.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1862536;2021-12-24 17:00:16:608
0.399;1.1771;10.127;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;81.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1863035;2021-12-24 17:00:17:107
0.153;1.529;10.137;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;81.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1863536;2021-12-24 17:00:17:608
-0.1481;1.682;10.158;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;81.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1864035;2021-12-24 17:00:18:107
-1.218;1.955;9.4181;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;81.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1864536;2021-12-24 17:00:18:608
-1.0429;1.857;10.2851;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;81.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1865036;2021-12-24 17:00:19:108
-1.4291;2.1971;10.436;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;81.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1865535;2021-12-24 17:00:19:607
-1.6819;1.7681;9.471;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;81.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1866036;2021-12-24 17:00:20:108
-0.9311;1.56;10.251;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;81.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1866535;2021-12-24 17:00:20:607
-0.7751;1.974;9.773;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;81.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1867036;2021-12-24 17:00:21:108
-0.8899;2.0561;9.0041;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;81.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1867536;2021-12-24 17:00:21:608
-1.5311;2.577;9.146;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;81.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1868035;2021-12-24 17:00:22:107
-1.584;1.773;11.2811;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;79.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1868536;2021-12-24 17:00:22:608
-1.517;2.106;9.9;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;81.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1869036;2021-12-24 17:00:23:108
-0.5209;1.661;9.2771;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;81.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1869536;2021-12-24 17:00:23:608
-0.56;1.586;9.392;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;81.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1870036;2021-12-24 17:00:24:108
-0.354;1.773;10.62;-0.2613;1.9626;9.6047;0.4606;0.1238;1.1192;-0.01;-1.22;-3.63;81.0;1.01;-19.44;-28.69;185.24;-11.54;1.63;5.0;;;;NaN;;;;0 / 0;1870536;2021-12-24 17:00:24:608
