ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (m),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
2.355,1.35,9.263,2.3136,1.292,9.4418,0.0745,-0.3022,0.4674,-0.0085,0.0062,-0.0245,37.39,14.4,-26.1,290.85,-7.57,-13.77,5.0,45.369263,15.078907,435.5,NaN,55.62,2.0,318.9,24 / 39,47522,2021-12-17 08:17:18:883
2.589,1.1051,9.8591,2.3946,1.3324,9.416,-0.2391,0.1149,-0.1011,-0.0098,-0.0665,-0.0264,36.9,14.94,-26.1,291.96,-7.81,-14.27,5.0,45.369263,15.078907,435.5,NaN,55.62,2.0,318.9,24 / 39,48021,2021-12-17 08:17:19:382
2.412,1.335,9.699,2.428,1.2121,9.4237,0.3713,-0.218,0.2572,0.0381,0.0252,0.0063,37.31,15.11,-26.64,291.67,-7.01,-14.62,5.0,45.369377,15.078772,435.1,NaN,55.75,1.9,320.69,24 / 39,48522,2021-12-17 08:17:19:883
1.445,1.484,9.56,1.8141,1.471,9.5245,0.3174,0.0227,-0.0478,0.0381,0.1874,-0.0928,38.16,16.26,-26.4,293.36,-8.31,-11.92,5.0,45.369377,15.078772,435.1,NaN,55.75,1.9,320.69,24 / 39,49021,2021-12-17 08:17:20:382
0.7271,1.766,9.174,1.1221,1.5899,9.6116,0.1815,-0.3253,-0.0606,0.0312,0.147,-0.0476,38.76,16.09,-25.8,294.39,-9.11,-7.52,5.0,45.36949,15.078638,434.5,NaN,57.81,1.9,321.76,24 / 39,49522,2021-12-17 08:17:20:883
0.837,1.5821,9.3611,0.9195,1.722,9.6104,-0.2483,0.2445,-0.2634,-0.0069,-0.076,-0.0309,36.84,16.14,-25.99,296.72,-10.16,-5.17,5.0,45.36949,15.078638,434.5,NaN,57.81,1.9,321.76,24 / 39,50021,2021-12-17 08:17:21:382
1.7321,1.7321,9.596,1.3455,1.588,9.5832,-0.322,-0.0972,-0.6553,-0.0088,-0.0891,0.021,36.19,15.9,-26.16,296.23,-9.35,-7.33,5.0,45.36961,15.07851,434.1,NaN,58.43,1.9,320.57,24 / 39,50521,2021-12-17 08:17:21:882
1.835,1.493,10.1291,1.7032,1.3839,9.5579,0.0824,-0.128,-0.167,-0.0124,-0.0135,0.0111,35.34,15.66,-26.64,295.63,-8.3,-10.02,5.0,45.36961,15.07851,434.1,NaN,58.43,1.9,320.57,24 / 39,51022,2021-12-17 08:17:22:383
1.347,1.302,8.846,1.8626,1.6567,9.4845,0.4509,0.4412,-0.0362,-0.0256,-0.0016,0.0745,35.94,14.34,-27.0,292.91,-9.6,-10.87,5.0,45.369724,15.078373,433.5,NaN,58.74,1.9,319.58,24 / 39,51521,2021-12-17 08:17:22:882
1.476,1.6511,9.725,1.5441,1.3667,9.5874,0.3727,-0.2678,-0.1375,0.0177,0.027,-0.0301,37.5,14.64,-26.4,293.4,-8.04,-9.25,5.0,45.369724,15.078373,433.5,NaN,58.74,1.9,319.58,24 / 39,52022,2021-12-17 08:17:23:383
1.101,1.2611,10.496,1.2385,1.6012,9.5955,0.4109,0.0397,-0.7708,-0.0606,0.087,0.0237,38.21,14.34,-26.1,292.78,-9.4,-7.35,5.0,45.36984,15.078235,433.7,NaN,59.88,1.9,319.15,24 / 39,52521,2021-12-17 08:17:23:882
0.95,1.9001,9.5051,0.9927,1.6069,9.623,-0.1551,-0.3079,-0.329,0.1088,0.0645,-0.0569,38.29,13.86,-26.51,293.42,-9.43,-5.89,5.0,45.36984,15.078235,433.7,NaN,59.88,1.9,319.15,24 / 39,53021,2021-12-17 08:17:24:382
1.211,0.732,9.926,1.0753,1.6635,9.6045,-0.0987,0.8612,-0.3003,-0.0991,-0.0294,-0.023,36.11,14.59,-26.64,295.69,-9.77,-6.39,5.0,45.369957,15.078093,434.6,NaN,59.41,1.9,318.29,25 / 39,53521,2021-12-17 08:17:24:882
1.163,1.2821,9.2171,1.3642,1.3091,9.6227,-0.1953,-0.2489,-0.2739,0.0062,-0.0307,0.0545,37.01,13.56,-26.59,292.62,-7.64,-7.66,5.0,45.369957,15.078093,434.6,NaN,59.41,1.9,318.29,25 / 39,54021,2021-12-17 08:17:25:382
1.3421,1.0931,9.351,1.3183,1.4025,9.6159,-0.1353,0.2104,-0.4316,-0.0143,0.0414,0.0356,37.69,12.96,-26.16,291.01,-8.22,-7.81,5.0,45.370064,15.077948,434.7,NaN,58.52,1.9,315.32,25 / 39,54521,2021-12-17 08:17:25:882
1.847,1.074,9.8801,1.59,1.2611,9.5944,-0.0677,0.0943,-0.561,-0.0041,-0.0916,0.0425,36.96,13.39,-26.16,290.93,-7.46,-8.74,5.0,45.370064,15.077948,434.7,NaN,58.52,1.9,315.32,25 / 39,55021,2021-12-17 08:17:26:382
1.7921,0.981,9.2771,1.8886,1.2235,9.545,0.0799,0.3416,-0.2099,-0.0282,0.012,0.0571,36.49,12.84,-26.81,290.8,-7.37,-11.15,5.0,45.370163,15.077798,434.3,NaN,56.8,1.9,313.06,25 / 39,55522,2021-12-17 08:17:26:883
0.986,1.73,10.419,1.6029,1.2437,9.5945,-0.1938,-0.2502,0.345,0.0239,0.0138,0.0116,36.79,12.41,-26.51,289.51,-7.29,-9.48,5.0,45.370163,15.077798,434.3,NaN,56.8,1.9,313.06,25 / 39,56021,2021-12-17 08:17:27:382
1.658,1.002,9.912,1.5082,1.2972,9.6028,-0.7363,-0.3112,0.3938,-0.0726,-0.0254,0.047,36.54,12.66,-26.7,291.02,-7.6,-8.93,5.0,45.37026,15.077647,434.1,NaN,57.54,1.9,312.13,25 / 39,56521,2021-12-17 08:17:27:882
1.56,1.395,9.1721,1.5667,1.254,9.5991,0.0946,0.0807,0.3241,0.0061,0.0034,0.0098,37.14,12.79,-26.34,290.72,-7.3,-9.26,5.0,45.37026,15.077647,434.1,NaN,57.54,1.9,312.13,25 / 39,57022,2021-12-17 08:17:28:383
1.4501,1.184,9.6701,1.4685,1.2738,9.612,0.2019,-0.0153,-0.2518,0.0037,0.0323,0.0499,37.61,11.64,-26.04,289.19,-7.55,-9.04,5.0,45.37036,15.077492,433.8,NaN,56.93,1.9,310.51,25 / 39,57521,2021-12-17 08:17:28:882
0.6431,1.4,10.2131,1.278,1.3459,9.6294,0.6419,-0.0447,-0.4176,0.0525,0.1386,0.1488,40.44,9.3,-24.96,284.85,-7.67,-8.29,5.0,45.37036,15.077492,433.8,NaN,56.93,1.9,310.51,25 / 39,58021,2021-12-17 08:17:29:382
0.722,2.2181,8.226,0.7089,1.4158,9.678,0.4829,-0.6211,1.5346,-0.0143,0.0415,-0.2194,41.94,14.4,-25.86,291.26,-8.28,-4.62,5.0,45.370453,15.077335,433.7,NaN,56.93,1.9,310.18,25 / 39,58522,2021-12-17 08:17:29:883
0.8921,1.421,9.32,0.5708,1.646,9.6507,-0.4939,0.7392,-0.9885,0.0039,-0.0366,0.1192,35.76,11.04,-25.26,291.42,-9.66,-3.39,5.0,45.370453,15.077335,433.7,NaN,56.93,1.9,310.18,25 / 39,59021,2021-12-17 08:17:30:382
1.433,1.472,10.541,0.9617,1.2955,9.673,-0.4061,-0.2145,-0.8568,-0.0067,-0.0692,0.1394,37.39,9.49,-25.26,286.61,-7.59,-5.68,5.0,45.37054,15.077173,433.9,NaN,55.16,2.0,304.31,25 / 39,59522,2021-12-17 08:17:30:883
1.287,1.122,10.149,1.3217,1.4456,9.609,0.0027,0.3161,-0.531,0.0022,0.0571,0.0452,37.74,8.94,-25.01,286.02,-8.48,-7.83,5.0,45.37054,15.077173,433.9,NaN,55.16,2.0,304.31,25 / 39,60021,2021-12-17 08:17:31:382
1.2251,1.598,9.119,1.0805,1.3764,9.6493,-0.1234,-0.2324,0.5385,0.0547,0.0146,-0.0257,38.76,8.81,-25.91,285.79,-7.74,-6.58,5.0,45.370617,15.07701,434.2,NaN,54.22,2.0,301.98,25 / 39,60521,2021-12-17 08:17:31:882
1.4861,1.122,10.1201,1.0456,1.4319,9.6451,-0.493,0.1635,0.2437,0.0116,0.0418,0.0259,38.1,7.86,-25.61,285.26,-8.46,-6.39,5.0,45.370617,15.07701,434.2,NaN,54.22,2.0,301.98,25 / 39,61022,2021-12-17 08:17:32:383
1.673,1.122,9.756,1.4871,1.3304,9.6015,-0.3822,0.3313,-0.3241,-0.0478,-0.1019,0.0903,38.4,6.96,-25.99,283.35,-8.02,-8.0,5.0,45.37068,15.076848,434.3,NaN,53.4,2.0,298.36,25 / 39,61521,2021-12-17 08:17:32:882
1.7351,1.1411,9.9281,1.7251,1.0661,9.5947,-0.1059,-0.0965,-0.0727,0.0594,-0.0198,0.0213,37.74,5.16,-25.44,279.39,-6.24,-10.19,5.0,45.37068,15.076848,434.3,NaN,53.4,2.0,298.36,25 / 39,62022,2021-12-17 08:17:33:383
1.656,1.065,9.155,1.6078,1.0142,9.6206,0.1828,0.0497,0.1769,-0.0267,0.047,0.0293,38.89,5.1,-25.01,279.15,-5.94,-9.49,5.0,45.370743,15.07668,434.8,NaN,53.72,2.0,297.94,25 / 39,62522,2021-12-17 08:17:33:883
2.6111,0.7631,9.227,1.846,0.8924,9.5899,-0.3312,-0.049,0.4297,-0.0103,-0.0869,0.0525,39.0,4.2,-25.69,277.43,-5.22,-10.9,5.0,45.370743,15.07668,434.8,NaN,53.72,2.0,297.94,25 / 39,63022,2021-12-17 08:17:34:383
2.448,0.9761,9.701,2.3901,0.7624,9.4803,-0.0037,-0.2012,-0.2289,0.0116,-0.1107,0.0087,39.0,4.5,-25.39,278.0,-4.36,-13.45,5.0,45.370804,15.076513,434.8,NaN,50.76,2.0,297.49,24 / 39,63522,2021-12-17 08:17:34:883
2.951,0.801,9.531,2.6372,0.8707,9.4052,-0.6401,-0.2543,0.1725,-0.0025,-0.1059,-0.0294,39.11,5.21,-25.74,278.01,-5.09,-15.66,5.0,45.370804,15.076513,434.8,NaN,50.76,2.0,297.49,24 / 39,64021,2021-12-17 08:17:35:382
3.047,0.897,9.174,3.0014,0.832,9.2989,-0.1829,0.0201,-0.0493,-0.0312,-0.0243,-0.0203,38.76,5.64,-25.86,278.96,-5.03,-17.73,5.0,45.370865,15.076365,435.3,NaN,47.14,2.0,301.23,24 / 39,64522,2021-12-17 08:17:35:883
3.3461,0.9641,9.167,3.1275,0.855,9.2552,-0.1687,0.0512,-0.9647,-0.003,-0.0403,-0.019,39.36,6.24,-26.04,278.83,-5.0,-18.67,5.0,45.370865,15.076365,435.3,NaN,47.14,2.0,301.23,24 / 39,65022,2021-12-17 08:17:36:383
3.092,1.0481,9.557,3.0225,0.8913,9.2866,-0.087,-0.0803,-0.7407,0.0034,0.0454,-0.0638,39.19,7.99,-26.46,281.24,-4.82,-18.64,5.0,45.37093,15.076233,435.1,NaN,42.7,2.0,306.16,24 / 39,65521,2021-12-17 08:17:36:882
3.1181,1.3931,9.4301,3.03,1.2454,9.2433,-0.307,-0.4708,-0.1139,0.0527,-0.0399,-0.065,38.59,9.11,-26.04,283.12,-7.3,-18.15,5.0,45.37093,15.076233,435.1,NaN,42.7,2.0,306.16,24 / 39,66022,2021-12-17 08:17:37:383
3.195,1.6991,9.4571,3.024,1.4203,9.22,-0.2151,-0.232,-0.8773,0.0048,0.0231,-0.0568,37.09,10.26,-26.04,285.19,-8.23,-18.37,5.0,45.371,15.076118,435.5,NaN,41.7,2.0,313.69,24 / 39,66521,2021-12-17 08:17:37:882
2.9321,1.79,9.383,3.0606,1.605,9.1775,0.2914,-0.1443,0.3745,0.0186,-0.0336,-0.0716,35.94,11.64,-26.94,288.23,-9.15,-18.69,5.0,45.371,15.076118,435.5,NaN,41.7,2.0,313.69,24 / 39,67021,2021-12-17 08:17:38:382
2.898,1.644,9.167,2.7431,1.8175,9.2381,-0.0582,-0.0551,-0.2145,-0.0015,-0.0088,-0.0512,34.86,11.81,-26.64,289.57,-10.52,-16.75,5.0,45.37107,15.07602,435.2,NaN,42.17,2.0,322.35,24 / 39,67522,2021-12-17 08:17:38:883
2.532,0.933,10.8161,2.893,1.6712,9.22,0.2378,-0.0507,0.1719,-0.0802,0.0063,-0.0421,34.5,13.86,-26.76,291.69,-10.14,-17.31,5.0,45.37107,15.07602,435.2,NaN,42.17,2.0,322.35,24 / 39,68022,2021-12-17 08:17:39:383
2.436,1.701,8.789,3.0419,1.4151,9.2149,-0.0477,-0.1079,-0.6177,-0.0674,-0.0602,-0.0312,33.6,14.59,-27.06,292.65,-8.3,-18.27,5.0,45.37116,15.075932,435.2,NaN,42.18,2.0,327.75,24 / 39,68521,2021-12-17 08:17:39:882
3.3671,1.359,10.082,3.0106,1.4101,9.2259,-0.148,0.0347,-0.6265,-0.0194,-0.0374,-0.0533,33.0,15.66,-27.24,294.43,-8.27,-18.07,5.0,45.37116,15.075932,435.2,NaN,42.18,2.0,327.75,24 / 39,69021,2021-12-17 08:17:40:382
3.497,1.251,9.2531,3.2157,1.3695,9.1627,-0.3408,0.0134,-0.2325,-0.0487,-0.0804,-0.0203,31.74,16.86,-27.06,295.79,-8.03,-19.34,5.0,45.371246,15.075852,435.2,NaN,41.67,2.0,331.74,24 / 39,69521,2021-12-17 08:17:40:882
3.272,1.4381,9.32,3.4969,1.3103,9.0678,0.2499,0.0302,0.2796,0.0153,0.085,-0.058,32.21,17.4,-27.24,295.26,-7.68,-21.09,5.0,45.371246,15.075852,435.2,NaN,41.67,2.0,331.74,24 / 39,70021,2021-12-17 08:17:41:382
3.135,1.29,9.119,3.2715,1.2946,9.1538,-0.1737,0.0908,-0.0852,-0.0188,-0.0186,-0.018,31.86,18.84,-26.81,297.9,-7.59,-19.67,5.0,45.371346,15.075798,435.1,NaN,40.53,2.0,341.18,24 / 39,70522,2021-12-17 08:17:41:883
3.4991,1.3811,9.0281,3.3039,1.4782,9.1142,-0.1878,0.0872,0.1018,0.0436,-0.0158,-0.0925,30.66,19.39,-26.94,298.66,-8.32,-19.87,5.0,45.371346,15.075798,435.1,NaN,40.53,2.0,341.18,24 / 39,71021,2021-12-17 08:17:42:382
3.1061,1.445,9.5171,3.212,1.3707,9.1638,0.1303,-0.0602,-0.3535,-0.0613,0.0514,-0.0868,29.81,20.81,-27.24,301.58,-8.27,-19.79,5.0,45.371437,15.075768,435.5,NaN,40.09,2.0,349.1,24 / 39,71522,2021-12-17 08:17:42:883
3.786,1.266,9.797,3.2839,1.4363,9.1282,-0.3819,-0.0983,-0.1899,-0.0041,-0.0905,-0.0847,27.9,21.71,-26.94,304.28,-8.33,-19.39,5.0,45.371437,15.075768,435.5,NaN,40.09,2.0,349.1,24 / 39,72021,2021-12-17 08:17:43:382
3.822,1.388,9.9761,3.4639,1.3317,9.0774,-0.1811,-0.0091,0.9376,-0.0557,-0.0375,-0.0359,25.2,22.09,-26.7,306.17,-8.04,-20.71,5.0,45.371544,15.075753,436.3,NaN,41.92,2.0,358.88,24 / 39,72521,2021-12-17 08:17:43:882
3.612,1.0601,8.8301,3.5289,1.4318,9.037,-0.0884,0.178,0.3012,-0.0063,-0.0417,-0.1048,23.29,24.0,-26.7,310.04,-8.26,-21.04,5.0,45.371544,15.075753,436.3,NaN,41.92,2.0,358.88,24 / 39,73021,2021-12-17 08:17:44:382
3.87,1.0481,9.26,3.7104,1.1411,9.0056,-0.3893,0.0242,-0.0792,-0.069,-0.0245,-0.0846,21.84,24.6,-26.16,311.42,-6.84,-22.4,5.0,45.371643,15.075767,437.0,NaN,40.99,2.1,8.96,24 / 39,73521,2021-12-17 08:17:44:882
4.385,0.84,9.165,4.0201,0.9572,8.8934,-0.6734,0.1049,-0.226,-0.0832,-0.1474,-0.0626,18.54,25.39,-25.8,313.69,-5.92,-23.49,5.0,45.371643,15.075767,437.0,NaN,40.99,2.1,8.96,24 / 39,74021,2021-12-17 08:17:45:382
4.4471,0.959,8.846,4.1915,0.8645,8.8235,-0.3032,-0.1298,-0.5064,-0.0228,0.0342,-0.113,16.91,25.86,-25.01,316.25,-5.06,-25.41,5.0,45.371742,15.075807,437.5,NaN,41.81,2.1,18.99,23 / 39,74521,2021-12-17 08:17:45:882
4.088,0.6941,9.512,4.1475,0.8554,8.8452,0.1703,-0.2342,0.4687,-0.0527,0.0355,-0.1328,14.51,26.94,-24.0,319.91,-5.0,-25.12,5.0,45.371742,15.075807,437.5,NaN,41.81,2.1,18.99,23 / 39,75021,2021-12-17 08:17:46:382
3.6881,1.2851,9.804,4.0461,0.9597,8.8813,-0.0536,-0.2933,-0.1081,0.0274,0.0458,-0.098,13.61,26.59,-23.7,321.42,-5.62,-24.49,5.0,45.37184,15.075873,438.8,NaN,41.38,2.0,30.43,23 / 39,75521,2021-12-17 08:17:46:882
2.405,1.6391,9.6461,2.8799,1.4032,9.2686,0.3738,-0.3947,-0.3609,0.0408,0.2065,-0.1662,12.79,25.91,-23.89,324.61,-7.59,-18.83,5.0,45.37184,15.075873,438.8,NaN,41.38,2.0,30.43,23 / 39,76022,2021-12-17 08:17:47:383
2.477,1.515,9.426,2.5351,1.7076,9.3182,0.2877,0.0595,0.5058,-0.0315,0.0036,-0.0591,11.59,25.86,-24.06,328.4,-10.05,-15.27,5.0,45.371933,15.07596,439.3,NaN,43.6,2.0,37.75,23 / 39,76521,2021-12-17 08:17:47:882
2.2661,1.754,9.746,2.1386,1.7153,9.4156,0.1092,-0.1506,-0.1458,0.0103,0.065,-0.1042,11.46,25.91,-23.94,330.92,-9.83,-13.3,5.0,45.371933,15.07596,439.3,NaN,43.6,2.0,37.75,23 / 39,77022,2021-12-17 08:17:48:383
2.333,1.383,10.271,2.1397,1.6913,9.4197,0.1239,-0.0521,-0.0328,-0.0214,0.0113,-0.0314,10.91,25.69,-23.4,331.4,-10.06,-12.9,5.0,45.372025,15.076063,439.9,NaN,44.92,2.0,40.92,25 / 39,77521,2021-12-17 08:17:48:882
1.8071,1.7441,9.459,1.9753,1.6766,9.4582,0.2455,-0.0395,-0.0488,0.0085,0.0692,-0.0813,10.74,26.1,-23.81,331.45,-9.64,-12.32,5.0,45.372025,15.076063,439.9,NaN,44.92,2.0,40.92,25 / 39,78021,2021-12-17 08:17:49:382
1.2041,1.8,9.672,1.6234,1.6934,9.5219,0.2614,-0.0772,-0.1349,-0.0264,0.0987,-0.0631,10.5,25.5,-23.59,332.8,-10.05,-10.25,5.0,45.372116,15.076175,440.8,NaN,48.32,1.9,41.19,24 / 39,78521,2021-12-17 08:17:49:882
1.019,1.905,9.6791,1.2421,1.7756,9.5642,0.4521,-0.0222,-0.3922,-0.0088,0.0447,-0.0128,11.51,25.39,-23.59,332.14,-10.44,-7.72,5.0,45.372116,15.076175,440.8,NaN,48.32,1.9,41.19,24 / 39,79022,2021-12-17 08:17:50:383
0.624,1.85,10.067,0.8505,1.6664,9.6265,0.115,-0.2404,-0.2891,-0.0426,0.007,0.0425,11.59,25.39,-23.51,333.84,-10.02,-5.0,5.0,45.372208,15.07629,441.2,NaN,47.57,1.9,41.42,24 / 39,79522,2021-12-17 08:17:50:883
0.5861,1.541,10.254,0.6116,1.7753,9.6252,0.0531,0.0591,0.4996,0.0118,0.043,0.0114,12.9,25.69,-24.24,334.03,-10.43,-3.64,5.0,45.372208,15.07629,441.2,NaN,47.57,1.9,41.42,24 / 39,80021,2021-12-17 08:17:51:382
0.777,1.9361,9.4211,0.4339,1.669,9.6538,0.2023,-0.0881,-0.5478,0.0073,0.0073,-0.0264,12.66,26.89,-24.24,335.31,-9.8,-2.57,5.0,45.372295,15.076402,442.2,NaN,46.28,1.9,38.02,24 / 39,80522,2021-12-17 08:17:51:883
0.347,1.613,10.23,0.525,1.6462,9.6532,0.3888,-0.0427,-0.5075,-0.0154,-0.0056,0.0158,13.01,26.76,-23.76,334.92,-9.66,-3.11,5.0,45.372295,15.076402,442.2,NaN,46.28,1.9,38.02,24 / 39,81022,2021-12-17 08:17:52:383
-0.05,1.9691,11.027,0.3712,1.7348,9.6448,0.1941,-0.2946,0.8461,0.0412,0.0316,7.0E-4,13.69,26.59,-23.89,333.97,-10.04,-2.37,5.0,45.37239,15.076498,442.9,NaN,44.95,1.9,33.37,22 / 39,81521,2021-12-17 08:17:52:882
0.26,1.6031,9.95,-0.096,1.7863,9.6421,-0.3548,0.1927,-0.3007,-0.0444,-0.098,0.1086,14.81,27.66,-24.54,335.43,-10.72,0.65,5.0,45.37239,15.076498,442.9,NaN,44.95,1.9,33.37,22 / 39,82021,2021-12-17 08:17:53:382
-0.1571,1.797,9.842,0.147,1.7591,9.6465,0.2969,-0.0252,-0.1874,0.029,-8.0E-4,0.0513,15.36,27.9,-24.66,334.29,-10.13,-0.84,5.0,45.372494,15.076582,443.4,NaN,45.07,1.9,25.72,22 / 39,82522,2021-12-17 08:17:53:883
-0.083,2.0081,10.206,0.2275,1.7469,9.6471,0.3501,-0.2689,-0.4319,-0.0111,0.0301,0.1139,17.7,27.41,-25.01,328.94,-10.27,-1.48,5.0,45.372494,15.076582,443.4,NaN,45.07,1.9,25.72,22 / 39,83021,2021-12-17 08:17:54:382
-0.129,1.991,9.768,-0.2105,1.8879,9.6209,0.0211,-0.2914,-0.0223,0.0162,0.0704,0.0679,19.31,27.41,-24.96,329.39,-11.0,1.04,5.0,45.372604,15.076642,444.2,NaN,46.02,1.9,16.36,22 / 39,83522,2021-12-17 08:17:54:883
-0.098,2.096,9.651,-0.0169,1.9942,9.6017,-0.3438,-0.1987,-0.1096,0.0422,-0.0184,0.043,20.16,26.76,-26.1,327.94,-11.48,0.37,5.0,45.372604,15.076642,444.2,NaN,46.02,1.9,16.36,22 / 39,84021,2021-12-17 08:17:55:382
0.806,2.1011,10.926,0.0588,2.12,9.5746,-0.2272,0.0361,-0.7497,0.0177,-0.0118,0.114,21.79,25.5,-26.21,324.39,-12.28,-0.3,5.0,45.37272,15.076672,444.9,NaN,44.1,2.0,6.37,23 / 39,84521,2021-12-17 08:17:55:882
0.2321,2.525,9.4301,0.3328,2.0596,9.5822,0.3873,0.0982,-1.1507,0.0204,0.087,0.0866,23.59,24.24,-26.16,318.98,-12.02,-2.16,5.0,45.37272,15.076672,444.9,NaN,44.1,2.0,6.37,23 / 39,85021,2021-12-17 08:17:56:382
-0.035,2.2091,9.9641,0.3255,2.2056,9.5499,-0.6279,-0.0417,-0.9378,0.0683,4.0E-4,0.1258,25.8,23.21,-26.04,316.23,-12.73,-1.81,5.0,45.372837,15.076673,445.4,NaN,46.94,2.0,356.88,23 / 39,85522,2021-12-17 08:17:56:883
1.251,2.1851,9.8921,0.6216,2.3475,9.5012,0.3355,0.0457,0.1577,0.0172,-0.0015,0.1695,27.36,20.94,-26.94,312.62,-13.85,-3.74,5.0,45.372837,15.076673,445.4,NaN,46.94,2.0,356.88,23 / 39,86022,2021-12-17 08:17:57:383
1.0571,1.8551,9.452,0.9212,2.1086,9.5329,-0.1276,0.229,1.061,-0.0454,-0.0358,0.1092,28.74,20.89,-26.59,309.23,-12.42,-5.52,5.0,45.37295,15.076652,445.9,NaN,44.97,2.0,349.08,24 / 39,86521,2021-12-17 08:17:57:882
1.2491,1.644,9.012,1.0044,1.8936,9.5695,0.0782,0.1365,0.2396,-8.0E-4,0.0065,0.0744,30.06,20.16,-26.21,306.48,-11.16,-5.88,5.0,45.37295,15.076652,445.9,NaN,44.97,2.0,349.08,24 / 39,87021,2021-12-17 08:17:58:382
1.3811,1.383,9.5141,1.2285,1.6329,9.5914,-0.011,0.0393,0.4249,-0.0439,-0.0791,0.0956,30.49,19.61,-26.21,305.65,-9.94,-6.72,5.0,45.373055,15.076612,446.5,NaN,43.16,2.0,343.55,23 / 39,87522,2021-12-17 08:17:58:883
1.4021,1.3211,9.9161,1.2477,1.3773,9.629,-0.0871,-0.475,0.408,-0.0649,0.0484,0.0829,31.26,18.96,-26.21,302.82,-8.62,-7.59,5.0,45.373055,15.076612,446.5,NaN,43.16,2.0,343.55,23 / 39,88021,2021-12-17 08:17:59:382
1.268,1.4,9.809,1.2464,1.3217,9.6369,0.0342,-0.1766,-0.1561,0.066,0.0155,0.003,32.1,18.79,-26.46,301.74,-7.64,-7.43,5.0,45.37316,15.076558,447.0,NaN,41.6,2.0,338.7,23 / 39,88521,2021-12-17 08:17:59:882
1.5431,1.304,9.957,1.2404,1.4773,9.6151,0.1099,0.0063,0.3805,-0.0144,-0.0069,0.0463,33.24,18.49,-25.99,300.34,-8.78,-7.27,5.0,45.37316,15.076558,447.0,NaN,41.6,2.0,338.7,23 / 39,89022,2021-12-17 08:18:00:383
1.16,1.146,9.962,1.3094,1.3466,9.6251,0.2334,0.1344,-0.0453,-0.0111,0.0179,0.0418,33.36,17.51,-25.26,299.77,-8.01,-7.82,5.0,45.373253,15.076503,447.5,NaN,38.19,2.0,338.55,23 / 39,89521,2021-12-17 08:18:00:882
1.373,1.05,9.845,1.0938,1.1365,9.679,-0.1457,0.0197,0.1856,-0.0291,0.015,0.0611,34.39,17.29,-25.44,297.84,-6.66,-6.45,5.0,45.373253,15.076503,447.5,NaN,38.19,2.0,338.55,23 / 39,90021,2021-12-17 08:18:01:382
1.4381,0.7031,9.837,1.2428,0.9347,9.6826,-0.1873,0.2401,-0.1513,-0.0584,-0.0594,0.0771,34.56,17.34,-25.86,296.5,-5.47,-7.31,5.0,45.373337,15.076452,448.0,NaN,34.95,2.0,337.4,23 / 39,90521,2021-12-17 08:18:01:882
1.271,0.126,9.689,1.3825,0.58,9.6914,0.1158,0.4574,0.0073,-0.1154,0.0021,0.0606,34.01,17.64,-26.04,297.23,-3.39,-8.12,5.0,45.373337,15.076452,448.0,NaN,34.95,2.0,337.4,23 / 39,91022,2021-12-17 08:18:02:383
1.596,0.2321,9.744,1.4179,0.1582,9.7023,-0.1076,-0.0325,-0.2542,-0.0301,-0.0297,-0.0285,33.9,18.11,-26.29,296.11,-0.92,-8.31,5.0,45.373413,15.076405,448.6,NaN,31.86,2.0,338.27,23 / 39,91521,2021-12-17 08:18:02:882
1.9361,0.435,9.758,1.7272,0.2565,9.6499,-0.0843,-0.1113,-0.1431,0.0485,-0.0612,-0.0293,33.06,18.06,-26.04,296.54,-1.5,-10.15,5.0,45.373413,15.076405,448.6,NaN,31.86,2.0,338.27,23 / 39,92022,2021-12-17 08:18:03:383
1.9601,0.591,9.167,1.9196,0.4818,9.6049,-0.1779,0.0596,0.0434,0.0106,-0.0025,-0.0773,32.7,19.09,-25.61,297.96,-2.68,-11.26,5.0,45.373474,15.076372,449.0,NaN,27.46,2.0,340.06,23 / 39,92521,2021-12-17 08:18:03:882
2.4671,0.797,9.605,2.1568,0.6963,9.5412,-0.2404,-0.0664,0.0478,0.0498,-0.0745,-0.0569,30.96,19.31,-26.29,299.39,-3.8,-12.42,5.0,45.373474,15.076372,449.0,NaN,27.46,2.0,340.06,23 / 39,93021,2021-12-17 08:18:04:382
2.408,0.7871,9.672,2.5084,0.7202,9.453,0.1112,-0.0562,-0.2174,-0.0192,-0.0685,-0.0349,30.0,19.26,-25.91,299.69,-4.26,-14.45,5.0,45.37353,15.076353,449.4,NaN,22.17,2.1,344.44,23 / 39,93522,2021-12-17 08:18:04:883
