ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (m),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
1.6391,2.898,9.4901,1.5783,2.8321,9.2552,-0.0513,-0.073,-0.22,-0.0562,-0.0172,-0.0245,-0.19,4.26,-18.41,341.33,-16.79,-9.68,5.0,45.373753,15.10578,476.8,NaN,99.59,2.2,105.34,19 / 38,439021,2021-12-17 08:23:50:382
1.67,2.889,9.098,1.6043,2.8459,9.2465,-0.0587,-0.039,0.1612,0.0279,0.0414,0.0901,0.6,4.14,-19.14,335.32,-16.87,-9.84,5.0,45.37368,15.10612,476.9,NaN,99.71,2.2,106.58,20 / 38,439522,2021-12-17 08:23:50:883
1.17,3.1211,9.7271,1.4205,2.8554,9.2736,0.2492,-0.1684,-0.3969,-0.0291,0.0512,-0.1602,0.24,3.71,-18.71,341.66,-16.96,-9.33,5.0,45.37368,15.10612,476.9,NaN,99.71,2.2,106.58,20 / 38,440021,2021-12-17 08:23:51:382
1.182,2.7041,8.937,1.1187,3.0223,9.262,-0.0539,0.3237,0.3278,-0.0051,-0.0392,-0.1482,0.0,3.96,-18.36,346.7,-17.71,-6.97,5.0,45.37361,15.106455,477.3,NaN,98.71,2.2,106.2,20 / 38,440521,2021-12-17 08:23:51:882
1.302,2.9051,9.725,1.1721,2.8007,9.3248,-0.1355,-0.0732,-0.4818,-0.0374,0.0478,0.1995,0.49,4.2,-18.36,346.21,-17.03,-7.09,5.0,45.37361,15.106455,477.3,NaN,98.71,2.2,106.2,20 / 38,441021,2021-12-17 08:23:52:382
1.067,2.609,9.0431,1.1782,2.7588,9.3366,-0.0787,0.054,0.1729,-0.021,0.0426,0.0876,0.71,3.84,-18.9,339.63,-16.51,-7.28,5.0,45.37355,15.106788,477.5,NaN,98.69,2.1,106.08,19 / 38,441521,2021-12-17 08:23:52:882
1.206,2.769,9.251,1.146,2.6617,9.3687,-0.0677,-0.1026,0.1221,0.0129,0.021,0.0201,1.2,4.2,-18.6,339.73,-15.75,-6.97,5.0,45.37355,15.106788,477.5,NaN,98.69,2.1,106.08,19 / 38,442021,2021-12-17 08:23:53:382
1.275,2.6591,9.713,1.0907,2.7245,9.3572,-0.0682,-0.0201,-0.3286,-0.0498,-0.0359,-0.1071,0.49,3.9,-18.6,346.48,-16.31,-6.64,5.0,45.373497,15.107123,478.0,NaN,98.59,2.0,105.88,19 / 38,442522,2021-12-17 08:23:53:883
1.268,2.661,9.4301,1.1159,2.6409,9.3782,-0.032,-0.0599,-0.0455,0.0077,3.0E-4,0.0293,0.54,4.26,-18.96,340.06,-15.59,-6.75,5.0,45.373497,15.107123,478.0,NaN,98.59,2.0,105.88,19 / 38,443021,2021-12-17 08:23:54:382
1.254,2.642,9.9071,1.1859,2.6368,9.3708,0.3827,0.375,-0.0718,0.0,0.0036,0.0624,0.6,3.9,-19.2,339.37,-15.73,-7.16,5.0,45.373436,15.107452,478.6,NaN,97.1,2.0,106.55,20 / 38,443521,2021-12-17 08:23:54:882
0.8951,2.6591,9.3971,1.1671,2.6495,9.3695,-0.2555,0.0886,0.2448,0.0066,0.0012,0.045,0.79,4.09,-18.84,339.66,-15.68,-6.99,5.0,45.373436,15.107452,478.6,NaN,97.1,2.0,106.55,20 / 38,444021,2021-12-17 08:23:55:382
1.1891,2.592,9.32,1.253,2.6051,9.3709,-0.0679,0.0468,0.122,-0.0048,0.0065,0.016,1.14,4.14,-18.96,338.53,-15.43,-7.51,5.0,45.373367,15.10778,478.8,NaN,97.57,1.9,106.62,20 / 38,444521,2021-12-17 08:23:55:882
1.139,2.6441,9.761,1.1474,2.5648,9.3955,0.0019,-0.1366,-0.4696,-0.0441,0.0235,-0.0439,0.84,3.9,-19.01,339.06,-15.4,-7.21,5.0,45.373367,15.10778,478.8,NaN,97.57,1.9,106.62,20 / 38,445022,2021-12-17 08:23:56:383
0.969,2.7521,9.2321,0.9878,2.7004,9.3756,0.0238,0.0621,0.1693,0.0135,-0.023,-0.1649,0.3,4.5,-18.9,348.42,-15.85,-6.17,5.0,45.3733,15.108107,478.9,NaN,95.15,1.9,105.96,19 / 38,445521,2021-12-17 08:23:56:882
0.986,2.546,9.5381,0.9829,2.6319,9.3956,-0.0393,-0.0501,-0.2084,-0.0073,-0.047,-0.114,0.6,4.86,-18.96,343.47,-15.64,-5.86,5.0,45.3733,15.108107,478.9,NaN,95.15,1.9,105.96,19 / 38,446021,2021-12-17 08:23:57:382
1.1291,2.5271,9.4181,1.0087,2.5467,9.4163,-0.1229,0.0402,-0.061,-0.0187,-0.0089,0.0488,0.79,5.16,-18.9,342.9,-15.24,-6.07,5.0,45.373238,15.10843,479.1,NaN,95.08,1.9,106.94,19 / 38,446522,2021-12-17 08:23:57:883
1.409,2.5421,9.572,1.2723,2.4641,9.4064,0.1595,-0.0242,0.1819,0.029,-0.0103,0.1671,0.49,4.14,-18.9,343.51,-14.55,-7.7,5.0,45.373238,15.10843,479.1,NaN,95.08,1.9,106.94,19 / 38,447021,2021-12-17 08:23:58:382
0.9071,2.57,9.557,1.1636,2.4822,9.4157,0.2196,-0.0877,-0.1243,-0.04,0.0209,-0.2256,1.2,4.56,-18.9,340.87,-14.66,-7.04,5.0,45.37317,15.108753,478.9,NaN,95.0,1.9,106.88,19 / 38,447521,2021-12-17 08:23:58:882
1.079,2.5031,9.126,0.9187,2.5889,9.414,-0.1595,0.0893,0.2905,0.0402,0.0496,0.2014,1.56,3.41,-19.01,333.81,-15.19,-5.57,5.0,45.37317,15.108753,478.9,NaN,95.0,1.9,106.88,19 / 38,448021,2021-12-17 08:23:59:382
1.029,2.5271,9.701,1.0309,2.5306,9.4183,0.0023,0.0092,-0.2782,-0.0176,-0.0863,-0.2277,0.11,5.34,-19.01,348.24,-14.95,-6.1,5.0,45.3731,15.109072,479.1,NaN,93.17,1.9,106.05,18 / 38,448522,2021-12-17 08:23:59:883
0.77,2.3141,8.6411,1.0887,2.6406,9.3815,-0.1494,0.201,0.6157,0.0744,0.015,0.1719,0.79,4.8,-18.71,342.28,-15.4,-6.46,5.0,45.3731,15.109072,479.1,NaN,93.17,1.9,106.05,18 / 38,449022,2021-12-17 08:24:00:383
1.223,2.4581,9.7751,1.1812,2.3684,9.4428,-0.0328,-0.0668,-0.327,-0.0631,-0.0104,-0.0088,0.79,5.16,-18.96,340.6,-14.36,-7.1,5.0,45.373035,15.109392,479.3,NaN,91.94,2.0,105.21,18 / 38,449521,2021-12-17 08:24:00:882
1.062,2.4941,9.378,1.2221,2.4359,9.4204,0.0709,-0.0091,-0.033,0.0029,-0.0018,-0.1972,0.41,5.21,-19.26,345.11,-14.28,-7.64,5.0,45.373035,15.109392,479.3,NaN,91.94,2.0,105.21,18 / 38,450021,2021-12-17 08:24:01:382
1.1411,2.4431,9.471,1.0588,2.4714,9.4309,0.1366,0.0674,0.1023,0.0061,-0.0164,-0.0803,0.79,5.04,-19.2,341.7,-14.44,-6.51,5.0,45.37298,15.109712,478.0,NaN,91.95,1.9,104.93,17 / 38,450522,2021-12-17 08:24:01:883
1.1921,2.472,9.234,1.07,2.4369,9.4386,0.1274,0.1594,0.3276,0.0065,-0.0201,-0.0451,0.3,4.86,-19.09,347.42,-14.39,-6.43,5.0,45.37298,15.109712,478.0,NaN,91.95,1.9,104.93,17 / 38,451021,2021-12-17 08:24:02:382
0.935,2.3741,9.342,1.115,2.4485,9.4304,0.1892,0.0705,0.1025,-0.0265,0.0047,0.0193,0.41,5.21,-18.96,346.94,-14.62,-6.73,5.0,45.37292,15.110025,476.6,NaN,89.95,2.0,106.49,16 / 38,451521,2021-12-17 08:24:02:882
1.163,2.5181,9.383,1.1125,2.473,9.4243,0.0762,0.0349,0.028,0.0172,0.0045,-0.0058,0.36,5.1,-19.01,346.84,-14.54,-6.77,5.0,45.37292,15.110025,476.6,NaN,89.95,2.0,106.49,16 / 38,452021,2021-12-17 08:24:03:382
0.9551,2.465,9.536,1.0688,2.4052,9.4468,-0.3154,-0.3081,-0.2814,0.0096,-0.0285,-0.0811,0.41,5.29,-18.79,347.4,-14.17,-6.4,5.0,45.372856,15.110332,475.5,NaN,88.9,2.0,105.9,15 / 38,452522,2021-12-17 08:24:03:883
1.304,2.69,9.6461,1.0437,2.411,9.4482,-0.1138,-0.1427,-0.0299,-0.038,-0.056,-0.2024,-0.41,5.4,-18.66,347.6,-14.23,-6.3,5.0,45.372856,15.110332,475.5,NaN,88.9,2.0,105.9,15 / 38,453022,2021-12-17 08:24:04:383
1.0121,2.312,8.9951,1.1129,2.4626,9.4269,-0.3333,0.1183,0.1113,0.0146,-0.0279,-0.0553,-0.49,5.16,-18.36,347.43,-14.37,-6.6,5.0,45.37279,15.110633,475.2,NaN,89.47,2.0,106.56,16 / 38,453522,2021-12-17 08:24:04:883
1.194,1.922,8.9351,1.33,2.4623,9.3989,0.0307,-0.2983,-0.2019,-0.0247,-0.0327,-3.0E-4,-1.01,5.94,-18.0,352.16,-14.66,-7.71,5.0,45.37279,15.110633,475.2,NaN,89.47,2.0,106.56,16 / 38,454021,2021-12-17 08:24:05:382
1.2011,2.757,9.0521,1.2589,2.4521,9.4113,-0.2115,-0.5006,0.0449,0.0521,0.0063,-0.124,-1.09,5.94,-17.34,352.4,-14.12,-7.85,5.0,45.37272,15.110937,474.1,NaN,88.45,2.0,106.11,16 / 38,454522,2021-12-17 08:24:05:883
1.1921,2.477,9.44,1.19,2.4322,9.4254,0.1168,0.1479,0.1042,-0.0566,-0.0133,-0.0697,-1.31,7.01,-17.76,353.55,-14.57,-7.24,5.0,45.37272,15.110937,474.1,NaN,88.45,2.0,106.11,16 / 38,455021,2021-12-17 08:24:06:382
0.9521,2.546,9.0641,1.1444,2.4688,9.4216,0.1033,0.1678,0.3392,0.0289,0.0172,-0.03,-0.9,6.66,-18.36,353.75,-14.38,-7.1,5.0,45.37265,15.111237,472.7,NaN,88.37,2.1,107.1,16 / 38,455522,2021-12-17 08:24:06:883
1.136,2.4911,9.7151,1.0925,2.4737,9.4264,-0.2128,0.1175,0.0942,-0.0441,-0.0264,-0.0708,-1.74,7.39,-18.19,359.75,-14.83,-6.5,5.0,45.37265,15.111237,472.7,NaN,88.37,2.1,107.1,16 / 38,456021,2021-12-17 08:24:07:382
1.046,2.7791,9.2681,1.1591,2.4473,9.4254,0.1038,0.0127,0.138,0.0084,0.0073,-0.1107,-1.5,6.6,-18.41,353.77,-14.34,-7.08,5.0,45.372597,15.111535,472.3,NaN,86.68,2.0,104.74,17 / 38,456522,2021-12-17 08:24:07:883
1.278,2.4311,9.627,1.0809,2.4484,9.4344,0.0044,0.0288,-0.0275,-0.0253,-0.0055,0.0491,-1.5,6.96,-18.11,354.81,-14.53,-6.44,5.0,45.372597,15.111535,472.3,NaN,86.68,2.0,104.74,17 / 38,457022,2021-12-17 08:24:08:383
0.698,2.408,9.375,1.0297,2.4671,9.4352,-0.3158,-0.1028,0.3111,0.0018,0.0366,-0.1254,-1.99,8.16,-18.24,359.64,-14.43,-6.58,5.0,45.372536,15.111832,471.6,NaN,86.69,2.0,104.16,16 / 39,457522,2021-12-17 08:24:08:883
0.7751,2.412,9.143,0.9037,2.4556,9.4511,0.2728,0.0099,-0.0943,-0.015,0.0128,0.0162,-1.26,8.59,-18.19,356.89,-14.5,-5.46,5.0,45.372536,15.111832,471.6,NaN,86.69,2.0,104.16,16 / 39,458022,2021-12-17 08:24:09:383
0.923,2.264,9.402,0.8657,2.4556,9.4547,-0.3222,-0.1924,-0.4332,-0.0113,-0.0396,-0.0613,-1.44,8.46,-18.11,356.99,-14.5,-5.23,5.0,45.372486,15.112137,469.8,NaN,86.78,2.1,101.81,16 / 39,458521,2021-12-17 08:24:09:882
0.981,2.3141,9.323,0.9663,2.4454,9.4476,-0.0177,-0.0905,0.1804,0.0179,-0.0309,-0.0099,-1.91,9.0,-18.24,0.68,-14.44,-5.84,5.0,45.372486,15.112137,469.8,NaN,86.78,2.1,101.81,16 / 39,459022,2021-12-17 08:24:10:383
0.8831,2.417,9.296,1.0649,2.4719,9.4301,-0.0384,0.0234,0.1538,-0.0032,0.0103,0.0666,-1.44,9.24,-18.19,355.61,-14.66,-6.42,5.0,45.372456,15.112443,468.1,NaN,87.08,2.1,100.03,16 / 39,459521,2021-12-17 08:24:10:882
0.938,1.881,8.729,1.0484,2.4732,9.4316,0.3942,-0.2294,-1.2604,0.0094,0.0084,-0.0103,-1.14,9.41,-18.9,355.14,-14.55,-6.46,5.0,45.372456,15.112443,468.1,NaN,87.08,2.1,100.03,16 / 39,460022,2021-12-17 08:24:11:383
0.9521,2.8001,10.292,0.624,2.5696,9.4434,0.2452,0.3344,0.5251,0.0287,0.0193,-0.0766,-1.56,10.31,-19.31,2.48,-14.89,-4.12,5.0,45.372433,15.112748,467.4,NaN,86.41,2.1,97.99,16 / 39,460521,2021-12-17 08:24:11:882
0.866,2.187,8.5931,0.9717,2.454,9.4448,-0.5894,0.0958,0.1326,0.0154,-0.0687,0.0847,-1.61,10.5,-18.96,0.17,-14.49,-5.87,5.0,45.372433,15.112748,467.4,NaN,86.41,2.1,97.99,16 / 39,461021,2021-12-17 08:24:12:382
1.0361,2.408,9.5411,1.1418,2.451,9.4265,0.2357,0.4338,0.0637,-0.0272,0.023,-0.0481,-1.99,10.44,-19.26,358.81,-14.47,-6.91,5.0,45.37242,15.113052,468.0,NaN,87.2,2.0,95.2,16 / 39,461522,2021-12-17 08:24:12:883
0.6941,2.283,9.0791,0.8445,2.4932,9.4467,-0.0778,0.0531,0.2247,0.0096,0.0292,-0.0885,-1.56,11.04,-19.61,0.38,-14.62,-5.41,5.0,45.37242,15.113052,468.0,NaN,87.2,2.0,95.2,16 / 39,462021,2021-12-17 08:24:13:382
0.911,2.381,9.378,0.8952,2.4387,9.4563,-0.21,-0.3651,-0.6354,-0.0076,-0.0148,0.0681,-1.14,12.06,-19.74,356.93,-14.4,-5.41,5.0,45.372417,15.11336,467.5,NaN,86.84,2.0,94.42,16 / 39,462521,2021-12-17 08:24:13:882
0.7631,2.4821,9.66,0.9361,2.4718,9.4437,0.105,-0.0758,-0.553,0.0089,0.0281,-0.1083,-0.84,11.7,-19.09,356.93,-14.6,-5.66,5.0,45.372417,15.11336,467.5,NaN,86.84,2.0,94.42,16 / 39,463021,2021-12-17 08:24:14:382
0.864,2.2691,8.897,0.7526,2.4882,9.4558,-0.045,0.0186,0.5316,0.0103,-0.01,-0.011,-1.39,12.3,-19.69,357.98,-14.7,-4.55,5.0,45.3724,15.113665,467.0,NaN,85.59,2.1,93.19,16 / 39,463521,2021-12-17 08:24:14:882
1.1441,2.412,9.462,0.9212,2.413,9.4604,-0.0447,-0.0476,-0.3863,-0.0263,-0.0397,0.0223,-1.56,12.84,-19.61,0.54,-14.5,-5.24,5.0,45.3724,15.113665,467.0,NaN,85.59,2.1,93.19,16 / 39,464021,2021-12-17 08:24:15:382
1.01,2.321,9.4691,0.983,2.454,9.4436,0.4214,0.0832,0.1974,0.0139,0.0378,0.0066,-1.44,12.79,-19.8,359.6,-14.22,-6.06,5.0,45.372387,15.113967,466.5,NaN,85.22,2.1,92.82,16 / 39,464522,2021-12-17 08:24:15:883
0.7031,2.489,9.2891,0.981,2.428,9.4505,-0.0968,-0.1878,0.0155,0.0336,-0.0143,-0.0066,-1.31,13.74,-19.5,357.04,-14.14,-5.85,5.0,45.372387,15.113967,466.5,NaN,85.22,2.1,92.82,16 / 39,465021,2021-12-17 08:24:16:382
0.746,2.5151,9.428,0.8965,2.4578,9.4512,0.1268,0.1484,0.1599,-0.0098,0.0197,0.0099,-1.01,13.69,-19.86,357.12,-14.58,-5.53,5.0,45.372383,15.114273,466.1,NaN,86.06,2.2,90.06,16 / 39,465522,2021-12-17 08:24:16:883
0.572,2.226,8.9351,0.8546,2.4886,9.4471,0.0547,0.4158,0.4988,0.0221,0.008,-0.0197,-1.44,14.7,-20.21,357.59,-14.63,-5.22,5.0,45.372383,15.114273,466.1,NaN,86.06,2.2,90.06,16 / 39,466022,2021-12-17 08:24:17:383
0.636,2.4221,9.9401,0.8438,2.4447,9.4595,0.2309,0.0406,-0.4727,-0.0181,-0.0056,-0.0212,-1.01,14.7,-20.1,357.6,-14.55,-5.2,5.0,45.37238,15.114578,465.8,NaN,86.55,2.2,88.31,16 / 39,466521,2021-12-17 08:24:17:882
0.641,2.2571,8.928,0.6692,2.4788,9.4646,0.0188,0.2253,0.5456,0.0166,-0.0216,0.052,-0.41,14.81,-20.59,355.74,-14.54,-4.02,5.0,45.37238,15.114578,465.8,NaN,86.55,2.2,88.31,16 / 39,467021,2021-12-17 08:24:18:382
0.911,2.2691,9.725,0.9174,2.4319,9.4559,-0.067,-0.3572,-0.0875,0.0293,-0.0384,-0.0258,-0.96,15.3,-19.74,357.45,-14.3,-5.35,5.0,45.37239,15.114883,465.2,NaN,87.15,2.2,85.27,16 / 39,467522,2021-12-17 08:24:18:883
0.947,2.3621,9.0431,0.9824,2.418,9.453,0.0624,0.0484,-0.4756,0.0015,-0.0124,0.0164,-0.49,15.54,-19.91,354.29,-14.31,-5.86,5.0,45.37239,15.114883,465.2,NaN,87.15,2.2,85.27,16 / 39,468021,2021-12-17 08:24:19:382
0.356,2.2061,8.87,0.9038,2.4517,9.4521,0.5328,0.2588,0.5869,-0.0157,0.0484,-0.0179,-0.71,15.84,-20.7,356.91,-14.54,-5.78,5.0,45.37241,15.115188,465.6,NaN,87.96,2.1,84.1,15 / 39,468522,2021-12-17 08:24:19:883
1.16,2.1941,9.399,0.7118,2.547,9.4433,0.3823,0.1294,0.1998,-0.0408,-0.0153,0.0368,-0.6,16.61,-20.46,358.66,-15.05,-4.31,5.0,45.37241,15.115188,465.6,NaN,87.96,2.1,84.1,15 / 39,469022,2021-12-17 08:24:20:383
0.873,2.448,9.287,0.7732,2.3401,9.4919,-0.1704,-0.221,-0.1895,-0.0085,0.0122,0.0986,0.11,16.74,-20.34,355.63,-13.81,-4.66,5.0,45.372448,15.115498,464.8,NaN,87.87,2.1,81.3,15 / 39,469521,2021-12-17 08:24:20:882
0.935,2.2451,9.495,0.7178,2.4167,9.4771,-0.0176,0.1123,-0.1882,-0.0326,0.0198,-0.0368,-0.19,17.46,-20.94,355.81,-14.27,-4.33,5.0,45.372448,15.115498,464.8,NaN,87.87,2.1,81.3,15 / 39,470021,2021-12-17 08:24:21:382
0.813,2.877,10.67,0.6941,2.2609,9.5172,0.0422,0.3554,0.0915,-0.0066,0.0033,0.0168,0.54,17.7,-20.34,353.66,-13.35,-4.19,5.0,45.372482,15.115808,463.4,NaN,86.84,2.2,82.83,15 / 39,470522,2021-12-17 08:24:21:883
0.629,2.0051,9.059,0.7785,2.3482,9.4895,-0.1861,0.0173,0.3482,-0.0358,-0.0341,-0.0238,0.06,17.81,-20.76,355.87,-13.94,-4.44,5.0,45.372482,15.115808,463.4,NaN,86.84,2.2,82.83,15 / 39,471022,2021-12-17 08:24:22:383
0.753,1.8281,9.672,0.9618,2.0103,9.5501,-0.0757,0.0399,-0.3448,-0.0824,8.0E-4,0.0477,0.06,18.11,-21.06,354.63,-12.48,-5.67,5.0,45.372517,15.116112,462.9,NaN,86.07,2.3,81.79,14 / 39,471521,2021-12-17 08:24:22:882
0.864,2.039,9.675,0.8251,1.9831,9.5685,-0.0242,-0.0331,0.0637,0.0412,0.0245,-0.0151,1.09,18.19,-21.24,352.69,-11.67,-4.93,5.0,45.372517,15.116112,462.9,NaN,86.07,2.3,81.79,14 / 39,472021,2021-12-17 08:24:23:382
0.7421,1.773,9.332,0.8949,1.9829,9.5623,-0.2952,0.1898,0.0123,-0.0216,-0.0419,-0.0093,0.19,19.14,-21.49,355.36,-11.82,-5.08,5.0,45.37256,15.116413,462.2,NaN,86.79,2.4,78.42,14 / 39,472522,2021-12-17 08:24:23:883
0.8921,1.862,9.38,0.97,1.949,9.562,0.2251,-0.229,0.0162,0.029,0.0158,0.0826,1.01,19.44,-21.19,352.21,-11.46,-5.79,5.0,45.37256,15.116413,462.2,NaN,86.79,2.4,78.42,14 / 39,473021,2021-12-17 08:24:24:382
0.677,1.9571,9.213,0.9086,2.0861,9.539,-0.0601,-0.1918,-0.0867,0.0366,-0.0146,0.0109,0.71,19.14,-21.54,352.44,-12.28,-5.44,5.0,45.37261,15.116715,461.4,NaN,86.1,2.5,76.74,14 / 39,473522,2021-12-17 08:24:24:883
1.0811,2.2571,9.902,0.9157,2.1497,9.5242,-0.1727,-0.1092,-0.374,-0.0143,0.0197,0.0133,1.2,19.09,-21.54,352.42,-12.66,-5.49,5.0,45.37261,15.116715,461.4,NaN,86.1,2.5,76.74,14 / 39,474021,2021-12-17 08:24:25:382
0.648,2.405,9.485,0.7948,2.2945,9.5013,-0.0282,0.0803,0.1818,0.0368,0.03,0.0132,1.91,19.8,-21.6,350.85,-13.18,-5.06,5.0,45.372658,15.117012,460.7,NaN,85.26,2.5,75.6,14 / 39,474521,2021-12-17 08:24:25:882
0.921,2.132,9.687,0.7309,2.2981,9.5055,0.0217,0.2088,0.0702,-0.0432,-0.0454,0.0105,2.1,20.4,-22.01,351.75,-13.79,-4.11,5.0,45.372658,15.117012,460.7,NaN,85.26,2.5,75.6,14 / 39,475021,2021-12-17 08:24:26:382
0.5981,1.95,9.014,0.7814,2.1253,9.5416,-0.0766,-0.142,0.297,0.0011,0.0336,-0.0111,1.69,20.7,-22.14,351.38,-12.62,-4.78,5.0,45.372715,15.117303,459.9,NaN,84.81,2.6,73.6,14 / 39,475522,2021-12-17 08:24:26:883
0.801,2.048,9.6941,0.6578,2.1522,9.5449,-0.1101,-0.0173,0.0074,-0.0544,0.0107,0.0169,1.74,21.19,-22.09,352.1,-12.68,-3.94,5.0,45.372715,15.117303,459.9,NaN,84.81,2.6,73.6,14 / 39,476022,2021-12-17 08:24:27:383
0.6671,2.1971,9.1721,0.8592,2.0995,9.5407,-0.093,0.023,-0.0962,0.0316,-0.0393,0.0309,1.74,21.54,-22.44,351.55,-12.25,-4.92,5.0,45.37278,15.11759,459.1,NaN,84.73,2.6,70.9,13 / 39,476521,2021-12-17 08:24:27:882
0.84,1.965,9.299,0.8905,2.0731,9.5436,0.0535,-0.307,-0.5493,-0.0074,0.0085,0.0259,2.29,21.24,-22.44,350.86,-12.27,-5.36,5.0,45.37278,15.11759,459.1,NaN,84.73,2.6,70.9,13 / 39,477022,2021-12-17 08:24:28:383
0.732,1.8161,9.2771,0.9149,2.1814,9.5171,0.1393,0.1571,0.3085,-0.0089,0.01,0.0386,2.46,21.41,-22.14,350.83,-12.9,-5.47,5.0,45.37286,15.117875,458.4,NaN,86.76,2.7,67.54,13 / 39,477522,2021-12-17 08:24:28:883
1.1051,2.51,9.873,0.8267,2.123,9.5383,-0.4376,-0.0063,-0.3765,0.026,0.0177,0.0019,2.89,22.09,-22.56,349.13,-12.2,-5.14,5.0,45.37286,15.117875,458.4,NaN,86.76,2.7,67.54,13 / 39,478021,2021-12-17 08:24:29:382
0.722,1.922,9.4541,0.9748,2.1528,9.5176,0.2524,0.2492,0.0613,-0.021,0.0063,0.048,2.94,21.54,-22.26,348.76,-12.92,-5.84,5.0,45.37294,15.11816,457.7,NaN,85.49,2.7,67.05,13 / 39,478521,2021-12-17 08:24:29:882
0.756,2.166,9.186,0.8186,2.1547,9.5319,0.0789,-0.1037,0.2748,0.0388,0.0283,-0.0342,3.71,22.5,-22.91,347.74,-12.69,-4.91,5.0,45.37294,15.11816,457.7,NaN,85.49,2.7,67.05,13 / 39,479022,2021-12-17 08:24:30:383
1.1411,2.381,9.837,0.7894,2.1881,9.5268,0.0513,-0.0998,-0.395,-0.0452,-0.004,-0.0015,3.24,23.16,-22.44,350.0,-12.89,-4.74,5.0,45.373024,15.11844,457.0,NaN,85.17,2.8,65.89,13 / 39,479522,2021-12-17 08:24:30:883
0.837,2.8811,9.8951,0.7815,2.2979,9.5015,-0.1184,-0.3975,-0.3577,0.0177,0.0212,0.0114,3.71,23.29,-22.61,347.83,-13.31,-4.9,5.0,45.373024,15.11844,457.0,NaN,85.17,2.8,65.89,13 / 39,480021,2021-12-17 08:24:31:382
0.8921,2.297,9.689,0.7433,2.1879,9.5305,-0.1066,-0.193,-0.5351,-0.0293,-0.0103,-0.0396,2.81,24.84,-21.24,350.94,-12.89,-4.46,5.0,45.373116,15.118712,456.3,NaN,85.65,2.8,63.35,14 / 39,480521,2021-12-17 08:24:31:882
1.127,2.1851,9.701,0.9448,2.2336,9.502,-0.1271,0.0436,-0.0587,-0.0073,-0.0221,0.039,2.7,23.64,-21.24,349.77,-13.17,-5.68,5.0,45.373116,15.118712,456.3,NaN,85.65,2.8,63.35,14 / 39,481022,2021-12-17 08:24:32:383
0.861,2.5151,9.818,0.8915,2.1397,9.5288,0.0453,-0.272,-0.2143,0.0517,0.0248,0.0091,2.81,23.94,-22.56,349.75,-12.6,-5.35,5.0,45.373226,15.11898,455.8,NaN,84.7,2.5,63.2,15 / 39,481521,2021-12-17 08:24:32:882
1.062,2.0051,9.423,0.9539,2.1267,9.5256,-0.0778,0.1,0.1177,-0.0763,-0.0663,-0.1198,1.44,23.34,-21.49,353.47,-12.53,-5.72,5.0,45.373226,15.11898,455.8,NaN,84.7,2.5,63.2,15 / 39,482022,2021-12-17 08:24:33:383
0.9761,1.718,9.488,1.0808,1.9087,9.5582,0.1426,0.1861,-0.1561,-0.0505,0.0305,0.0818,3.6,24.84,-23.46,347.21,-11.22,-6.45,5.0,45.373333,15.119242,455.3,NaN,85.12,2.5,60.93,16 / 39,482521,2021-12-17 08:24:33:882
0.89,1.862,9.4811,1.0265,1.8796,9.5699,-0.1121,-0.1704,-0.203,0.0664,0.0205,0.0202,4.14,24.79,-23.04,347.43,-11.05,-6.12,5.0,45.373333,15.119242,455.3,NaN,85.12,2.5,60.93,16 / 39,483022,2021-12-17 08:24:34:383
1.2821,1.902,9.545,1.0281,1.9777,9.55,-0.1625,-0.1062,-0.2016,0.0056,-0.0188,0.0528,4.61,24.79,-22.86,345.86,-11.78,-5.84,5.0,45.373444,15.1195,454.7,NaN,85.2,2.5,59.24,16 / 39,483521,2021-12-17 08:24:34:882
1.3331,2.211,9.806,1.1757,2.143,9.4971,-0.1464,-0.0795,-0.2922,0.0366,-0.0088,-0.0393,3.84,24.96,-23.46,346.93,-12.62,-7.06,5.0,45.373444,15.1195,454.7,NaN,85.2,2.5,59.24,16 / 39,484021,2021-12-17 08:24:35:382
1.1201,2.391,9.5861,1.225,2.1993,9.478,0.0318,-0.0555,-0.0566,-0.0168,-0.0142,0.0047,4.14,25.01,-23.46,346.86,-13.08,-7.24,5.0,45.373566,15.119752,453.7,NaN,84.94,2.3,57.98,17 / 39,484522,2021-12-17 08:24:35:883
1.3061,1.934,9.804,1.3025,2.1361,9.4821,-0.0536,-0.0909,-0.5188,-0.0424,-0.0089,0.0705,4.39,24.66,-23.16,346.37,-12.58,-7.82,5.0,45.373566,15.119752,453.7,NaN,84.94,2.3,57.98,17 / 39,485021,2021-12-17 08:24:36:382
