sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
9.0336;3.5387;4.1134;9.0633;3.0687;2.147;-0.0297;0.47;1.9664;0.2547;0.1355;-3.0E-4;14.0;-4.02;7.92;-14.88;305.51;-17.46;-77.16;0.0;996.16;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;45871;2021-12-12 13:51:32:826
9.0336;3.5387;4.1134;9.0633;3.0687;2.147;-0.0297;0.47;1.9664;0.2547;0.1355;-3.0E-4;14.0;-4.02;7.92;-14.88;305.51;-17.46;-77.16;0.0;996.16;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;45872;2021-12-12 13:51:32:827
9.0336;3.5387;4.1134;9.0633;3.0687;2.147;-0.0297;0.47;1.9664;0.2547;0.1355;-3.0E-4;14.0;-4.02;7.92;-14.88;305.51;-17.46;-77.16;0.0;996.16;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;45873;2021-12-12 13:51:32:828
9.0336;3.5387;4.1134;9.0633;3.0687;2.147;-0.0297;0.47;1.9664;0.2547;0.1355;-3.0E-4;14.0;-4.02;7.92;-14.88;305.51;-17.46;-77.16;0.0;996.16;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;45873;2021-12-12 13:51:32:828
9.0336;3.5387;4.1134;9.0633;3.0687;2.147;-0.0297;0.47;1.9664;0.2547;0.1355;-3.0E-4;14.0;-4.02;7.92;-14.88;305.51;-17.46;-77.16;0.0;996.16;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;45874;2021-12-12 13:51:32:829
9.0336;3.5387;4.1134;9.0633;3.0687;2.147;-0.0297;0.47;1.9664;0.2547;0.1355;-3.0E-4;14.0;-4.02;7.92;-14.88;305.51;-17.46;-77.16;0.0;996.16;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;45874;2021-12-12 13:51:32:829
9.0336;3.5387;4.1134;9.0633;3.0687;2.147;-0.0297;0.47;1.9664;0.2547;0.1355;-3.0E-4;14.0;-4.02;7.92;-14.88;305.51;-17.46;-77.16;0.0;996.16;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;45875;2021-12-12 13:51:32:830
9.0336;3.5387;4.1134;9.0633;3.0687;2.147;-0.0297;0.47;1.9664;0.2547;0.1355;-3.0E-4;14.0;-4.02;7.92;-14.88;305.51;-17.46;-77.16;0.0;996.16;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;45875;2021-12-12 13:51:32:830
9.0336;3.5387;4.1134;9.0633;3.0687;2.147;-0.0297;0.47;1.9664;0.2547;0.1355;-3.0E-4;14.0;-4.02;7.92;-14.88;305.51;-17.46;-77.16;0.0;996.16;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;45875;2021-12-12 13:51:32:830
9.0336;3.5387;4.1134;9.0633;3.0687;2.147;-0.0297;0.47;1.9664;0.2547;0.1355;-3.0E-4;14.0;-4.02;7.92;-14.88;305.51;-17.46;-77.16;0.0;996.16;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;45876;2021-12-12 13:51:32:831
9.0336;3.5387;4.1134;9.0633;3.0687;2.147;-0.0297;0.47;1.9664;0.2547;0.1355;-3.0E-4;14.0;-4.02;7.92;-14.88;305.51;-17.46;-77.16;0.0;996.16;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;45876;2021-12-12 13:51:32:831
9.0336;3.5387;4.1134;9.0633;3.0687;2.147;-0.0297;0.47;1.9664;0.2547;0.1355;-3.0E-4;14.0;-4.02;7.92;-14.88;305.51;-17.46;-77.16;0.0;996.16;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;45877;2021-12-12 13:51:32:832
9.0336;3.5387;4.1134;9.0633;3.0687;2.147;-0.0297;0.47;1.9664;0.2547;0.1355;-3.0E-4;14.0;-4.02;7.92;-14.88;305.51;-17.46;-77.16;0.0;996.16;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;45878;2021-12-12 13:51:32:833
9.0336;3.5387;4.1134;9.0633;3.0687;2.147;-0.0297;0.47;1.9664;0.2547;0.1355;-3.0E-4;14.0;-4.02;7.92;-14.88;305.51;-17.46;-77.16;0.0;996.16;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;45878;2021-12-12 13:51:32:833
9.0336;3.5387;4.1134;9.0633;3.0687;2.147;-0.0297;0.47;1.9664;0.2547;0.1355;-3.0E-4;14.0;-4.02;7.92;-14.88;305.51;-17.46;-77.16;0.0;996.16;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;45879;2021-12-12 13:51:32:834
9.0336;3.5387;4.1134;9.0633;3.0687;2.147;-0.0297;0.47;1.9664;0.2547;0.1355;-3.0E-4;14.0;-4.02;7.92;-14.88;305.51;-17.46;-77.16;0.0;996.16;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;45879;2021-12-12 13:51:32:834
9.0336;3.5387;4.1134;9.0633;3.0687;2.147;-0.0297;0.47;1.9664;0.2547;0.1355;-3.0E-4;14.0;-4.02;7.92;-14.88;305.51;-17.46;-77.16;0.0;996.16;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;45879;2021-12-12 13:51:32:834
9.0336;3.5387;4.1134;9.0633;3.0687;2.147;-0.0297;0.47;1.9664;0.2547;0.1355;-3.0E-4;14.0;-4.02;7.92;-14.88;305.51;-17.46;-77.16;0.0;996.16;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;45880;2021-12-12 13:51:32:835
9.0336;3.5387;4.1134;9.0633;3.0687;2.147;-0.0297;0.47;1.9664;0.2547;0.1355;-3.0E-4;14.0;-4.02;7.92;-14.88;305.51;-17.46;-77.16;0.0;996.16;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;45880;2021-12-12 13:51:32:835
9.8093;2.6313;-2.6361;9.319;2.8588;-1.0741;0.136;-0.1556;-1.7392;-0.0966;0.0543;0.0406;14.0;-6.78;6.78;-22.5;289.65;-16.97;-95.86;0.0;995.44;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;46246;2021-12-12 13:51:33:201
9.3185;2.6624;-2.8683;9.3137;2.8747;-1.0774;1.3312;-0.1572;-1.2235;0.0067;-0.0135;-0.0088;17.0;-6.24;9.18;-20.4;295.24;-16.7;-96.47;0.0;995.42;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;46746;2021-12-12 13:51:33:701
8.5691;2.7031;-2.435;9.2809;2.8564;-1.3695;0.107;-0.1485;-1.0799;-0.1009;0.0646;0.0486;17.0;-7.02;9.0;-21.18;294.64;-17.05;-96.6;0.0;995.41;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;47470;2021-12-12 13:51:34:425
8.5691;2.7031;-2.435;9.2809;2.8564;-1.3695;0.107;-0.1485;-1.0799;-0.1009;0.0646;0.0486;17.0;-7.02;9.0;-21.18;294.64;-17.05;-96.6;0.0;995.41;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;47471;2021-12-12 13:51:34:426
8.5691;2.7031;-2.435;9.2809;2.8564;-1.3695;0.107;-0.1485;-1.0799;-0.1009;0.0646;0.0486;17.0;-7.02;9.0;-21.18;294.64;-17.05;-96.6;0.0;995.41;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;47472;2021-12-12 13:51:34:427
8.5691;2.7031;-2.435;9.2809;2.8564;-1.3695;0.107;-0.1485;-1.0799;-0.1009;0.0646;0.0486;17.0;-7.02;9.0;-21.18;294.64;-17.05;-96.6;0.0;995.41;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;47472;2021-12-12 13:51:34:427
8.5691;2.7031;-2.435;9.2809;2.8564;-1.3695;0.107;-0.1485;-1.0799;-0.1009;0.0646;0.0486;17.0;-7.02;9.0;-21.18;294.64;-17.05;-96.6;0.0;995.41;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;47473;2021-12-12 13:51:34:428
8.5691;2.7031;-2.435;9.2809;2.8564;-1.3695;0.107;-0.1485;-1.0799;-0.1009;0.0646;0.0486;17.0;-7.02;9.0;-21.18;294.64;-17.05;-96.6;0.0;995.41;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;47473;2021-12-12 13:51:34:428
8.5691;2.7031;-2.435;9.2809;2.8564;-1.3695;0.107;-0.1485;-1.0799;-0.1009;0.0646;0.0486;17.0;-7.02;9.0;-21.18;294.64;-17.05;-96.6;0.0;995.41;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;47474;2021-12-12 13:51:34:429
9.2802;2.8037;-3.7159;9.2809;2.8564;-1.3695;0.107;-0.1485;-1.0799;-0.1009;0.0646;0.0486;17.0;-7.02;9.0;-21.18;294.64;-17.05;-96.6;0.0;995.39;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;47477;2021-12-12 13:51:34:432
9.2802;2.8037;-3.7159;9.2809;2.8564;-1.3695;0.107;-0.1485;-1.0799;-0.1009;0.0646;0.0486;17.0;-7.02;9.0;-21.18;294.64;-17.05;-96.6;0.0;995.39;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;47528;2021-12-12 13:51:34:483
9.2802;2.8037;-3.7159;9.2809;2.8564;-1.3695;0.107;-0.1485;-1.0799;-0.1009;0.0646;0.0486;17.0;-7.02;9.0;-21.18;294.64;-17.05;-96.6;0.0;995.39;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;47528;2021-12-12 13:51:34:483
9.2802;2.8037;-3.7159;9.2809;2.8564;-1.3695;0.107;-0.1485;-1.0799;-0.1009;0.0646;0.0486;17.0;-7.02;9.0;-21.18;294.64;-17.05;-96.6;0.0;995.39;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;47529;2021-12-12 13:51:34:484
9.2802;2.8037;-3.7159;9.2809;2.8564;-1.3695;0.107;-0.1485;-1.0799;-0.1009;0.0646;0.0486;17.0;-7.02;9.0;-21.18;294.64;-17.05;-96.6;0.0;995.39;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;47529;2021-12-12 13:51:34:484
9.2802;2.8037;-3.7159;9.2406;2.9946;-1.3465;-0.4369;-0.3514;-1.9983;-0.1045;-0.0655;0.0632;17.0;-7.2;8.76;-16.62;299.04;-16.93;-98.39;0.0;995.39;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;47530;2021-12-12 13:51:34:485
9.2802;2.8037;-3.7159;9.2406;2.9946;-1.3465;-0.4369;-0.3514;-1.9983;-0.1045;-0.0655;0.0632;17.0;-7.2;8.76;-16.62;299.04;-16.93;-98.39;0.0;995.39;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;47531;2021-12-12 13:51:34:486
9.2802;2.8037;-3.7159;9.2406;2.9946;-1.3465;-0.4369;-0.3514;-1.9983;-0.1045;-0.0655;0.0632;17.0;-7.2;8.76;-16.62;299.04;-16.93;-98.39;0.0;995.39;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;47531;2021-12-12 13:51:34:486
9.2802;2.8037;-3.7159;9.2406;2.9946;-1.3465;-0.4369;-0.3514;-1.9983;-0.1045;-0.0655;0.0632;17.0;-7.2;8.76;-16.62;299.04;-16.93;-98.39;0.0;995.39;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;47531;2021-12-12 13:51:34:486
9.2802;2.8037;-3.7159;9.2406;2.9946;-1.3465;-0.4369;-0.3514;-1.9983;-0.1045;-0.0655;0.0632;17.0;-7.2;8.76;-16.62;299.04;-16.93;-98.39;0.0;995.39;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;47531;2021-12-12 13:51:34:486
9.2802;2.8037;-3.7159;9.2406;2.9946;-1.3465;-0.4369;-0.3514;-1.9983;-0.1045;-0.0655;0.0632;17.0;-7.2;8.76;-16.62;299.04;-16.93;-98.39;0.0;995.39;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;47532;2021-12-12 13:51:34:487
9.2802;2.8037;-3.7159;9.2406;2.9946;-1.3465;-0.4369;-0.3514;-1.9983;-0.1045;-0.0655;0.0632;17.0;-7.2;8.76;-16.62;299.04;-16.93;-98.39;0.0;995.39;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;47532;2021-12-12 13:51:34:487
9.2802;2.8037;-3.7159;9.2406;2.9946;-1.3465;-0.4369;-0.3514;-1.9983;-0.1045;-0.0655;0.0632;17.0;-7.2;8.76;-16.62;299.04;-16.93;-98.39;0.0;995.39;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;47532;2021-12-12 13:51:34:487
9.2802;2.8037;-3.7159;9.2406;2.9946;-1.3465;-0.4369;-0.3514;-1.9983;-0.1045;-0.0655;0.0632;17.0;-7.2;8.76;-16.62;299.04;-16.93;-98.39;0.0;995.39;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;47532;2021-12-12 13:51:34:487
9.2802;2.8037;-3.7159;9.2406;2.9946;-1.3465;-0.4369;-0.3514;-1.9983;-0.1045;-0.0655;0.0632;17.0;-7.2;8.76;-16.62;299.04;-16.93;-98.39;0.0;995.39;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;47532;2021-12-12 13:51:34:487
9.4239;2.5164;-2.9904;9.2495;2.9309;-1.4237;-0.156;-0.4169;-1.562;-0.0984;-0.0154;0.0425;11.0;-6.66;9.6;-15.3;304.5;-17.44;-98.81;0.0;995.07;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;47847;2021-12-12 13:51:34:802
9.3281;2.6409;-2.4517;9.2365;2.956;-1.4554;-0.5142;-0.2026;-0.9532;-0.0715;-0.0215;-0.0113;11.0;-7.68;9.66;-14.46;306.61;-17.59;-99.36;0.0;995.05;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;48348;2021-12-12 13:51:35:303
9.3353;2.672;-2.0663;9.2624;2.9147;-1.372;-0.2623;-0.0679;-0.7134;-0.0502;-0.0911;-0.0095;11.0;-5.88;9.18;-13.86;303.5;-17.59;-98.47;0.0;995.04;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;49073;2021-12-12 13:51:36:028
9.3353;2.672;-2.0663;9.2624;2.9147;-1.372;-0.2623;-0.0679;-0.7134;-0.0502;-0.0911;-0.0095;11.0;-5.88;9.18;-13.86;303.5;-17.59;-98.47;0.0;995.04;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;49073;2021-12-12 13:51:36:028
9.3353;2.672;-2.0663;9.2624;2.9147;-1.372;-0.2623;-0.0679;-0.7134;-0.0502;-0.0911;-0.0095;11.0;-5.88;9.18;-13.86;303.5;-17.59;-98.47;0.0;995.04;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;49074;2021-12-12 13:51:36:029
9.3353;2.672;-2.0663;9.2624;2.9147;-1.372;-0.2623;-0.0679;-0.7134;-0.0502;-0.0911;-0.0095;11.0;-5.88;9.18;-13.86;303.5;-17.59;-98.47;0.0;995.04;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;49075;2021-12-12 13:51:36:030
9.3353;2.672;-2.0663;9.2624;2.9147;-1.372;-0.2623;-0.0679;-0.7134;-0.0502;-0.0911;-0.0095;11.0;-5.88;9.18;-13.86;303.5;-17.59;-98.47;0.0;995.04;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;49075;2021-12-12 13:51:36:030
9.3353;2.672;-2.0663;9.2624;2.9147;-1.372;-0.2623;-0.0679;-0.7134;-0.0502;-0.0911;-0.0095;11.0;-5.88;9.18;-13.86;303.5;-17.59;-98.47;0.0;995.04;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;49076;2021-12-12 13:51:36:031
9.3353;2.672;-2.0663;9.2624;2.9147;-1.372;-0.2623;-0.0679;-0.7134;-0.0502;-0.0911;-0.0095;11.0;-5.88;9.18;-13.86;303.5;-17.59;-98.47;0.0;995.04;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;49077;2021-12-12 13:51:36:032
9.3353;2.672;-2.0663;9.2624;2.9147;-1.372;-0.2623;-0.0679;-0.7134;-0.0502;-0.0911;-0.0095;11.0;-5.88;9.18;-13.86;303.5;-17.59;-98.47;0.0;995.04;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;49077;2021-12-12 13:51:36:032
9.3353;2.672;-2.0663;9.2624;2.9147;-1.372;-0.2623;-0.0679;-0.7134;-0.0502;-0.0911;-0.0095;11.0;-5.88;9.18;-13.86;303.5;-17.59;-98.47;0.0;995.04;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;49082;2021-12-12 13:51:36:037
9.3353;2.672;-2.0663;9.2624;2.9147;-1.372;-0.2623;-0.0679;-0.7134;-0.0502;-0.0911;-0.0095;11.0;-5.88;9.18;-13.86;303.5;-17.59;-98.47;0.0;995.04;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;49083;2021-12-12 13:51:36:038
9.3353;2.672;-2.0663;9.2624;2.9147;-1.372;-0.2623;-0.0679;-0.7134;-0.0502;-0.0911;-0.0095;11.0;-5.88;9.18;-13.86;303.5;-17.59;-98.47;0.0;995.04;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;49083;2021-12-12 13:51:36:038
9.3353;2.672;-2.0663;9.2624;2.9147;-1.372;-0.2623;-0.0679;-0.7134;-0.0502;-0.0911;-0.0095;11.0;-5.88;9.18;-13.86;303.5;-17.59;-98.47;0.0;995.04;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;49084;2021-12-12 13:51:36:039
9.3353;2.672;-2.0663;9.2624;2.9147;-1.372;-0.2623;-0.0679;-0.7134;-0.0502;-0.0911;-0.0095;11.0;-5.88;9.18;-13.86;303.5;-17.59;-98.47;0.0;995.04;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;49085;2021-12-12 13:51:36:040
9.3353;2.672;-2.0663;9.2624;2.9147;-1.372;-0.2623;-0.0679;-0.7134;-0.0502;-0.0911;-0.0095;11.0;-5.88;9.18;-13.86;303.5;-17.59;-98.47;0.0;995.04;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;49086;2021-12-12 13:51:36:041
9.3353;2.672;-2.0663;9.2624;2.9147;-1.372;-0.2623;-0.0679;-0.7134;-0.0502;-0.0911;-0.0095;11.0;-5.88;9.18;-13.86;303.5;-17.59;-98.47;0.0;995.04;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;49088;2021-12-12 13:51:36:043
9.3353;2.672;-2.0663;9.2624;2.9147;-1.372;-0.2623;-0.0679;-0.7134;-0.0502;-0.0911;-0.0095;11.0;-5.88;9.18;-13.86;303.5;-17.59;-98.47;0.0;995.04;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;49089;2021-12-12 13:51:36:044
9.3353;2.672;-2.0663;9.2624;2.9147;-1.372;-0.2623;-0.0679;-0.7134;-0.0502;-0.0911;-0.0095;11.0;-5.88;9.18;-13.86;303.5;-17.59;-98.47;0.0;995.04;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;49099;2021-12-12 13:51:36:054
9.3353;2.672;-2.0663;9.2624;2.9147;-1.372;-0.2623;-0.0679;-0.7134;-0.0502;-0.0911;-0.0095;11.0;-5.88;9.18;-13.86;303.5;-17.59;-98.47;0.0;995.04;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;49100;2021-12-12 13:51:36:055
9.0623;2.6265;-1.3911;9.386;2.5433;-1.2667;-0.9294;0.0976;0.1151;0.0085;-0.0184;-0.0895;11.0;-5.58;9.36;-10.68;310.4;-15.27;-96.88;0.0;994.28;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;49456;2021-12-12 13:51:36:411
9.862;2.9186;-1.3121;9.3337;2.6557;-1.4143;0.2219;0.1097;0.1286;0.0201;0.1581;0.029;4.0;-5.22;8.28;-10.26;309.04;-15.67;-98.68;0.0;994.26;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;50276;2021-12-12 13:51:37:231
9.862;2.9186;-1.3121;9.3337;2.6557;-1.4143;0.2219;0.1097;0.1286;0.0201;0.1581;0.029;4.0;-5.22;8.28;-10.26;309.04;-15.67;-98.68;0.0;994.26;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;50276;2021-12-12 13:51:37:231
9.862;2.9186;-1.3121;9.3337;2.6557;-1.4143;0.2219;0.1097;0.1286;0.0201;0.1581;0.029;4.0;-5.22;8.28;-10.26;309.04;-15.67;-98.68;0.0;994.26;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;50277;2021-12-12 13:51:37:232
9.862;2.9186;-1.3121;9.3337;2.6557;-1.4143;0.2219;0.1097;0.1286;0.0201;0.1581;0.029;4.0;-5.22;8.28;-10.26;309.04;-15.67;-98.68;0.0;994.26;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;50277;2021-12-12 13:51:37:232
9.862;2.9186;-1.3121;9.3337;2.6557;-1.4143;0.2219;0.1097;0.1286;0.0201;0.1581;0.029;4.0;-5.22;8.28;-10.26;309.04;-15.67;-98.68;0.0;994.26;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;50291;2021-12-12 13:51:37:246
8.8445;3.0024;1.7263;9.386;2.8245;0.3106;-0.5415;0.178;1.4157;0.1478;0.0457;-0.0992;4.0;-5.34;6.36;-13.32;299.69;-17.32;-88.36;0.0;994.09;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;50654;2021-12-12 13:51:37:609
9.1054;3.328;1.0559;9.3943;2.8136;0.0078;-0.2889;0.5144;1.048;0.0677;0.0549;0.0455;10.0;-4.8;7.68;-14.34;303.12;-16.87;-89.79;0.0;994.04;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;51154;2021-12-12 13:51:38:109
9.8668;3.0072;1.2498;9.3943;2.8136;0.0078;-0.2889;0.5144;1.048;0.0677;0.0549;0.0455;10.0;-4.8;7.68;-14.34;303.12;-16.87;-89.79;0.0;994.01;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;51654;2021-12-12 13:51:38:609
9.8668;3.0072;1.2498;9.3943;2.8136;0.0078;-0.2889;0.5144;1.048;0.0677;0.0549;0.0455;10.0;-4.8;7.68;-14.34;303.12;-16.87;-89.79;0.0;994.01;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;51654;2021-12-12 13:51:38:609
9.8668;3.0072;1.2498;9.3943;2.8136;0.0078;-0.2889;0.5144;1.048;0.0677;0.0549;0.0455;10.0;-4.8;7.68;-14.34;303.12;-16.87;-89.79;0.0;994.01;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;51655;2021-12-12 13:51:38:610
9.8668;3.0072;1.2498;9.3943;2.8136;0.0078;-0.2889;0.5144;1.048;0.0677;0.0549;0.0455;10.0;-4.8;7.68;-14.34;303.12;-16.87;-89.79;0.0;994.01;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;51656;2021-12-12 13:51:38:611
9.8668;3.0072;1.2498;9.3943;2.8136;0.0078;-0.2889;0.5144;1.048;0.0677;0.0549;0.0455;10.0;-4.8;7.68;-14.34;303.12;-16.87;-89.79;0.0;994.01;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;51656;2021-12-12 13:51:38:611
9.8668;3.0072;1.2498;9.3943;2.8136;0.0078;-0.2889;0.5144;1.048;0.0677;0.0549;0.0455;10.0;-4.8;7.68;-14.34;303.12;-16.87;-89.79;0.0;994.01;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;51656;2021-12-12 13:51:38:611
9.8668;3.0072;1.2498;9.3943;2.8136;0.0078;-0.2889;0.5144;1.048;0.0677;0.0549;0.0455;10.0;-4.8;7.68;-14.34;303.12;-16.87;-89.79;0.0;994.01;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;51656;2021-12-12 13:51:38:611
9.8668;3.0072;1.2498;9.3943;2.8136;0.0078;-0.2889;0.5144;1.048;0.0677;0.0549;0.0455;10.0;-4.8;7.68;-14.34;303.12;-16.87;-89.79;0.0;994.01;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;51657;2021-12-12 13:51:38:612
9.8668;3.0072;1.2498;9.3943;2.8136;0.0078;-0.2889;0.5144;1.048;0.0677;0.0549;0.0455;10.0;-4.8;7.68;-14.34;303.12;-16.87;-89.79;0.0;994.01;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;51657;2021-12-12 13:51:38:612
9.8668;3.0072;1.2498;9.3943;2.8136;0.0078;-0.2889;0.5144;1.048;0.0677;0.0549;0.0455;10.0;-4.8;7.68;-14.34;303.12;-16.87;-89.79;0.0;994.01;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;51657;2021-12-12 13:51:38:612
9.8668;3.0072;1.2498;9.3943;2.8136;0.0078;-0.2889;0.5144;1.048;0.0677;0.0549;0.0455;10.0;-4.8;7.68;-14.34;303.12;-16.87;-89.79;0.0;994.01;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;51657;2021-12-12 13:51:38:612
9.8668;3.0072;1.2498;9.3943;2.8136;0.0078;-0.2889;0.5144;1.048;0.0677;0.0549;0.0455;10.0;-4.8;7.68;-14.34;303.12;-16.87;-89.79;0.0;994.01;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;51658;2021-12-12 13:51:38:613
9.8668;3.0072;1.2498;9.3943;2.8136;0.0078;-0.2889;0.5144;1.048;0.0677;0.0549;0.0455;10.0;-4.8;7.68;-14.34;303.12;-16.87;-89.79;0.0;994.01;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;51659;2021-12-12 13:51:38:614
