sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
0.2321;4.215;9.107;0.1912;4.0306;8.938;0.463;-0.5586;-0.4935;-0.0895;-0.1133;0.0594;603.0;51.6;-20.94;18.11;242.59;-24.67;-0.67;2.0;60.476;45.267654;14.590898;533.55;NaN;75.07;6.451613;219.15;19 / 37;981547;2021-12-16 10:44:57:151
-0.155;4.073;8.8541;-0.1441;4.034;8.9374;0.4605;0.3915;-0.2868;-0.0016;0.0418;-0.0078;590.0;49.61;-21.24;18.19;242.47;-24.29;0.92;2.0;60.561;45.267654;14.590898;533.55;NaN;75.07;6.451613;219.15;19 / 37;982047;2021-12-16 10:44:57:651
-0.639;4.179;8.078;-0.688;4.0627;8.8989;0.554;0.0717;-0.522;0.0118;0.1381;0.0102;585.0;47.4;-21.49;18.96;241.74;-24.42;3.36;2.0;59.512;45.267506;14.590748;530.65;NaN;73.27;6.774193;213.76;20 / 37;982547;2021-12-16 10:44:58:151
0.062;3.875;9.3971;-0.4863;4.0474;8.9192;-0.3962;-0.0784;-0.1263;-0.0074;-0.0962;0.0217;612.0;47.4;-21.9;18.71;241.12;-24.39;3.84;2.0;64.091;45.267506;14.590748;530.65;NaN;73.27;6.774193;213.76;20 / 37;983048;2021-12-16 10:44:58:652
-0.5209;4.0061;9.732;-0.0828;4.0036;8.9518;0.0075;-0.2304;0.7514;-0.0203;-0.0421;0.0109;623.0;47.7;-22.26;18.6;240.27;-24.2;0.83;2.0;61.805;45.267353;14.590617;527.74;NaN;69.87;7.096774;210.15;20 / 37;983547;2021-12-16 10:44:59:151
-0.126;3.777;8.49;-0.4575;4.0201;8.9331;-0.595;-0.1189;0.0246;-0.0109;0.0336;0.0371;630.0;45.66;-22.39;18.36;240.12;-24.23;2.78;2.0;62.426;45.267353;14.590617;527.74;NaN;69.87;7.096774;210.15;20 / 37;984047;2021-12-16 10:44:59:651
0.497;3.959;9.509;-0.2079;4.0043;8.9495;-0.864;-0.0674;0.3011;-0.0496;-0.2263;0.1169;632.0;47.04;-22.01;18.79;239.99;-24.1;1.33;2.0;61.248;45.267193;14.590505;524.84;NaN;70.48;7.096774;204.98;18 / 37;984547;2021-12-16 10:45:00:151
-0.885;4.227;8.9951;0.1882;3.9885;8.9569;0.7507;-0.2163;0.4792;0.0209;0.2428;-0.0463;630.0;45.0;-24.36;19.56;235.67;-24.0;-1.2;2.0;59.851;45.267193;14.590505;524.84;NaN;70.48;7.096774;204.98;18 / 37;985047;2021-12-16 10:45:00:651
0.122;3.848;8.834;-0.3605;4.0381;8.9294;-0.5545;0.1114;-0.0725;0.0154;0.0034;0.056;629.0;43.74;-23.21;20.1;237.72;-24.19;2.62;2.0;61.629;45.26703;14.590413;526.13;NaN;68.93;6.774193;200.77;19 / 37;985547;2021-12-16 10:45:01:151
-0.122;4.239;9.225;0.0698;4.0185;8.9452;0.1628;-0.224;-0.2322;0.0549;-0.0377;-0.0851;588.0;43.26;-21.6;18.24;236.98;-23.93;-1.04;2.0;59.437;45.26703;14.590413;526.13;NaN;68.93;6.774193;200.77;19 / 37;986048;2021-12-16 10:45:01:652
0.818;3.525;7.853;0.1951;3.9581;8.9703;-0.7429;0.6968;1.8993;-0.0144;-0.1918;0.0587;633.0;43.69;-20.89;18.41;238.92;-23.94;-0.04;2.0;60.916;45.26686;14.59034;522.9;NaN;68.95;6.774193;194.84;19 / 37;986548;2021-12-16 10:45:02:152
-0.225;4.2701;8.4731;-0.103;4.0039;8.9514;-0.1762;0.4605;1.5023;0.012;0.1723;0.076;647.0;42.36;-22.5;19.26;236.35;-24.06;-0.23;2.0;60.036;45.26686;14.59034;522.9;NaN;68.95;6.774193;194.84;19 / 37;987047;2021-12-16 10:45:02:651
0.071;3.7811;7.721;-0.0711;3.9866;8.9595;-0.1503;0.2176;1.2486;-0.0298;-0.0731;0.0103;648.0;41.16;-21.84;19.14;236.28;-24.13;0.93;2.0;60.636;45.26669;14.590288;520.0;NaN;68.1;7.096774;191.25;19 / 37;987547;2021-12-16 10:45:03:151
-0.3229;4.368;10.0361;0.1074;4.0112;8.9482;0.3999;-0.3581;-1.0714;3.0E-4;-0.1387;0.0587;653.0;40.86;-20.81;18.41;237.19;-24.02;0.15;2.0;61.527;45.26669;14.590288;520.0;NaN;68.1;7.096774;191.25;19 / 37;988047;2021-12-16 10:45:03:651
-0.1;4.076;10.1441;0.0355;4.3591;8.7845;1.2069;-0.7757;-0.2458;-0.0624;0.201;-0.0396;644.0;39.71;-21.66;19.2;234.41;-26.32;-0.88;2.0;61.561;45.26652;14.590252;517.42;NaN;68.11;7.096774;186.44;18 / 36;988547;2021-12-16 10:45:04:151
-0.248;4.368;9.3971;-0.077;4.2976;8.8145;-0.2949;-0.0881;0.0566;-0.0219;-0.1262;0.0226;643.0;40.61;-21.41;19.56;236.28;-25.99;0.5;2.0;62.058;45.26652;14.590252;517.42;NaN;68.11;7.096774;186.44;18 / 36;989047;2021-12-16 10:45:04:651
0.428;3.633;7.6301;-0.5378;4.3041;8.7952;-0.0339;-0.1906;-1.529;-0.0646;0.1092;0.047;639.0;38.94;-22.86;21.19;234.37;-26.03;3.5;2.0;66.317;45.266354;14.59024;513.87;NaN;68.01;7.096774;181.9;19 / 36;989547;2021-12-16 10:45:05:151
0.615;3.7241;9.177;-0.308;4.0389;8.931;-0.5668;-0.0609;-1.4477;-0.0388;0.0495;-0.0047;641.0;38.34;-21.6;20.89;233.74;-24.55;1.6;2.0;64.049;45.266354;14.59024;513.87;NaN;68.01;7.096774;181.9;19 / 36;990047;2021-12-16 10:45:05:651
-0.0641;4.1981;10.11;0.3611;3.988;8.9518;0.7969;-0.0844;-1.3451;-0.0161;0.1195;-0.0796;637.0;38.21;-20.4;19.14;234.48;-23.49;-1.16;2.0;63.679;45.26618;14.590248;510.32;NaN;67.77;6.774193;176.8;19 / 36;990547;2021-12-16 10:45:06:151
-0.2321;4.023;10.893;-0.263;4.0979;8.9055;-0.0042;-0.0836;0.924;0.0342;-0.0087;0.0364;636.0;36.6;-21.41;20.64;233.93;-24.7;1.69;2.0;65.784;45.26618;14.590248;510.32;NaN;67.77;6.774193;176.8;19 / 36;991047;2021-12-16 10:45:06:651
-0.485;4.263;9.689;-0.0154;4.2313;8.8468;-0.2197;0.0363;1.3692;0.0393;0.0032;-0.083;633.0;36.6;-20.21;19.56;234.12;-25.36;-0.23;2.0;62.794;45.26601;14.590278;506.77;NaN;67.81;6.774193;172.09;20 / 36;991548;2021-12-16 10:45:07:152
-0.1459;4.547;7.106;-0.2314;4.3812;8.7705;0.2726;-0.059;-0.4777;0.0279;0.0697;0.019;631.0;36.11;-20.34;19.91;233.84;-26.19;0.87;2.0;61.134;45.26601;14.590278;506.77;NaN;67.81;6.774193;172.09;20 / 36;992047;2021-12-16 10:45:07:651
-0.6311;4.277;8.4131;-0.6581;4.2917;8.7931;-0.1678;0.0966;-0.7003;-0.0756;0.1335;-0.0096;637.0;34.14;-21.3;21.36;232.45;-26.48;3.77;2.0;63.483;45.26584;14.590332;503.23;NaN;67.76;6.774193;166.95;22 / 36;992547;2021-12-16 10:45:08:151
-0.0139;4.224;8.4281;-0.3762;4.1177;8.8923;0.2095;0.018;-1.4047;0.0461;-0.0686;-0.0415;643.0;34.56;-19.99;20.1;234.1;-24.83;2.42;2.0;61.757;45.26584;14.590332;503.23;NaN;67.76;6.774193;166.95;22 / 36;993047;2021-12-16 10:45:08:651
0.4091;3.7961;8.607;0.0168;4.1062;8.9056;-0.5689;0.2652;1.1284;-0.026;-0.1622;-0.0095;646.0;34.8;-18.9;17.76;235.5;-25.11;1.68;2.0;61.905;45.265667;14.590405;500.65;NaN;67.84;6.774193;161.65;22 / 36;993547;2021-12-16 10:45:09:151
1.278;3.7721;8.8631;0.8823;3.9953;8.9123;-0.1256;-0.1317;0.2498;-0.0478;-0.3114;-0.1805;663.0;35.1;-13.5;13.2;240.57;-24.15;-4.28;2.0;62.854;45.265667;14.590405;500.65;NaN;67.84;6.774193;161.65;22 / 36;994048;2021-12-16 10:45:09:652
0.66;4.1381;8.952;0.9713;4.0768;8.866;0.372;-0.3226;0.4623;-0.0047;0.0712;-0.0759;665.0;34.8;-13.99;12.79;239.2;-24.42;-6.8;2.0;61.473;45.265495;14.590487;503.23;NaN;67.35;6.774193;157.7;22 / 36;994547;2021-12-16 10:45:10:151
0.0161;4.3541;8.246;0.5222;4.1652;8.8628;0.2907;-0.3568;0.459;0.0675;0.2591;0.0188;683.0;35.16;-16.14;14.4;237.36;-24.87;-4.75;2.0;61.463;45.265495;14.590487;503.23;NaN;67.35;6.774193;157.7;22 / 36;995047;2021-12-16 10:45:10:651
1.452;4.442;8.439;0.5755;3.9851;8.9419;-0.8683;0.0352;-0.279;-0.1127;-0.0617;0.0271;688.0;34.74;-15.36;14.34;239.19;-23.98;-3.68;2.0;59.154;45.265335;14.590573;505.81;NaN;65.76;6.451613;157.06;21 / 36;995547;2021-12-16 10:45:11:151
1.1081;3.999;9.7061;0.9223;4.0516;8.8828;-0.1809;0.0608;-0.8149;0.0386;-0.0792;-0.0421;704.0;36.36;-14.64;15.19;238.06;-24.4;-5.93;2.0;59.715;45.265335;14.590573;505.81;NaN;65.76;6.451613;157.06;21 / 36;996048;2021-12-16 10:45:11:652
1.089;4.0811;9.66;1.1475;4.0737;8.8464;-0.0044;-0.3555;-0.1817;0.0292;0.0439;0.0697;712.0;35.21;-14.04;14.59;237.62;-24.54;-7.39;2.0;60.342;45.265175;14.59067;503.23;NaN;69.74;6.451613;157.69;21 / 36;996547;2021-12-16 10:45:12:151
1.1441;3.633;8.676;1.1597;4.0501;8.8556;0.0532;0.3389;-1.1537;-0.0505;-0.0474;-0.0122;727.0;36.0;-14.46;15.19;238.52;-24.51;-7.05;2.0;60.646;45.265175;14.59067;503.23;NaN;69.74;6.451613;157.69;21 / 36;997048;2021-12-16 10:45:12:652
0.4691;4.05;8.411;1.1261;3.7878;8.9752;0.0237;0.1331;-0.5708;-0.0014;0.0278;0.0748;742.0;34.26;-15.71;15.24;235.21;-22.72;-7.15;2.0;60.368;45.265007;14.590768;501.29;NaN;69.68;6.774193;158.12;21 / 36;997547;2021-12-16 10:45:13:151
0.8351;3.894;8.174;0.7605;3.8213;8.9994;0.0304;-0.3321;-1.1394;0.0331;0.0635;0.0208;764.0;34.26;-15.11;15.41;237.43;-22.74;-5.1;2.0;59.861;45.265007;14.590768;501.29;NaN;69.68;6.774193;158.12;21 / 36;998047;2021-12-16 10:45:13:651
1.2851;3.6881;8.432;1.0549;3.7449;9.0018;-0.2654;-0.0887;-0.5509;0.0061;-0.0707;0.0437;778.0;34.31;-13.99;14.64;238.08;-22.41;-6.24;2.0;60.377;45.264847;14.590855;506.13;NaN;69.03;6.451613;159.64;21 / 36;998548;2021-12-16 10:45:14:152
0.902;3.6551;9.801;0.9684;3.7373;9.0147;0.2708;0.0073;0.7603;0.0129;0.0259;0.0412;790.0;34.14;-15.79;17.1;234.69;-22.43;-6.2;2.0;61.53;45.264847;14.590855;506.13;NaN;69.03;6.451613;159.64;21 / 36;999047;2021-12-16 10:45:14:651
1.0571;3.801;9.0311;0.949;3.7824;8.9979;0.0051;0.2381;0.3221;-0.0135;-0.0385;0.0348;801.0;35.04;-17.34;19.14;233.57;-22.66;-5.7;2.0;61.33;45.26468;14.590935;509.35;NaN;68.9;6.451613;160.92;22 / 36;999547;2021-12-16 10:45:15:151
1.227;3.686;8.487;1.2331;3.7003;8.9977;0.0205;0.0162;0.5131;-0.0456;-0.1144;-0.0881;821.0;33.54;-13.91;15.54;236.99;-22.22;-7.28;2.0;62.919;45.26468;14.590935;509.35;NaN;68.9;6.451613;160.92;22 / 36;1000047;2021-12-16 10:45:15:651
1.194;3.8561;9.873;1.1145;3.7063;9.0106;-0.2782;-0.1739;-1.055;0.0298;0.0081;-0.0261;833.0;34.69;-14.4;16.31;237.86;-22.21;-7.05;2.0;64.725;45.26452;14.591022;508.06;NaN;66.05;6.451613;159.59;22 / 36;1000547;2021-12-16 10:45:16:151
1.05;3.6791;7.712;1.0334;3.7433;9.005;-0.0951;0.192;-0.148;0.0157;0.0568;-0.0144;853.0;35.51;-15.41;15.66;237.5;-22.34;-6.88;2.0;64.139;45.26452;14.591022;508.06;NaN;66.05;6.451613;159.59;22 / 36;1001047;2021-12-16 10:45:16:651
1.151;3.635;8.3681;1.1397;3.7168;9.0031;0.2459;-0.1298;0.6828;0.102;0.3626;0.885;861.0;-11.1;-13.31;-13.26;125.27;-22.38;-7.04;2.0;60.715;45.264366;14.5911;506.77;NaN;66.02;6.451613;162.41;22 / 36;1001547;2021-12-16 10:45:17:151
1.314;3.741;8.861;1.3114;3.7173;8.9795;-0.3456;0.2251;1.5131;0.1337;0.3292;1.0062;878.0;-11.4;-14.89;-11.21;134.22;-22.32;-7.67;2.0;62.254;45.264366;14.5911;506.77;NaN;66.02;6.451613;162.41;22 / 36;1002047;2021-12-16 10:45:17:651
1.46;3.597;7.3841;1.463;3.6988;8.9638;0.1659;-0.322;-1.7265;-0.0192;-0.0429;-0.1169;890.0;-11.59;-13.2;-14.29;122.46;-22.16;-9.27;2.0;60.989;45.264214;14.591167;505.48;NaN;65.56;6.451613;164.68;22 / 36;1002547;2021-12-16 10:45:18:151
1.271;3.791;10.421;1.3077;3.7164;8.9805;0.0131;-0.0614;-1.4387;0.0199;0.0696;0.0355;902.0;-11.04;-14.7;-12.71;130.03;-22.12;-8.54;2.0;69.87;45.264214;14.591167;505.48;NaN;65.56;6.451613;164.68;22 / 36;1003047;2021-12-16 10:45:18:651
1.512;3.674;7.449;1.2851;3.8069;8.9458;-0.2233;0.1894;1.4886;0.0433;-0.1466;-0.303;903.0;-10.86;-14.29;-13.39;128.92;-22.84;-8.18;2.0;68.813;45.264057;14.591227;504.52;NaN;63.45;6.451613;166.24;22 / 36;1003548;2021-12-16 10:45:19:152
2.312;2.783;9.56;1.3086;4.0733;8.8242;-0.4733;-0.0822;-1.262;0.0498;0.0474;0.0892;916.0;-10.5;-13.8;-12.36;132.01;-24.3;-8.77;2.0;66.536;45.264057;14.591227;504.52;NaN;63.45;6.451613;166.24;22 / 36;1004047;2021-12-16 10:45:19:651
2.2331;3.533;7.37;1.4899;3.9748;8.8403;-0.5848;0.4057;0.5243;-0.0785;-0.3376;-0.2949;908.0;-10.86;-12.66;-12.3;124.58;-24.18;-7.93;2.0;62.711;45.263897;14.591268;505.81;NaN;64.4;6.451613;167.93;22 / 36;1004547;2021-12-16 10:45:20:151
1.4141;4.6961;10.469;1.4989;4.0886;8.7868;0.2222;0.133;0.6687;0.0826;0.2375;0.294;937.0;-11.1;-12.54;-14.1;121.94;-24.64;-9.68;2.0;64.333;45.263897;14.591268;505.81;NaN;64.4;6.451613;167.93;22 / 36;1005047;2021-12-16 10:45:20:651
1.4501;3.8801;8.3411;1.3559;4.1575;8.7777;0.0755;-0.3613;-1.0263;-0.0199;-0.1041;-0.1038;944.0;-10.09;-13.74;-12.84;129.48;-25.14;-8.36;2.0;62.89;45.263737;14.591302;506.77;NaN;64.36;6.451613;170.2;22 / 36;1005548;2021-12-16 10:45:21:152
1.227;4.485;9.428;1.2714;4.2091;8.7657;0.53;0.1076;-0.8409;0.0451;0.2518;0.3183;949.0;-10.86;-13.01;-15.6;116.89;-25.3;-8.73;2.0;61.527;45.263737;14.591302;506.77;NaN;64.36;6.451613;170.2;22 / 36;1006047;2021-12-16 10:45:21:651
0.99;3.674;8.3051;1.202;4.1439;8.8065;0.0719;-0.0694;1.0813;0.0138;0.0868;0.2159;957.0;-10.86;-10.5;-17.64;95.77;-25.12;-7.6;2.0;60.922;45.263577;14.59133;506.13;NaN;65.2;6.451613;172.79;22 / 36;1006547;2021-12-16 10:45:22:151
1.7591;3.944;8.025;1.4465;4.0835;8.7979;-0.2033;0.4923;1.0483;-0.1924;-0.5677;-1.0372;981.0;-10.31;-14.64;-9.41;137.78;-24.61;-9.34;2.0;60.862;45.263577;14.59133;506.13;NaN;65.2;6.451613;172.79;22 / 36;1007047;2021-12-16 10:45:22:651
1.196;4.6361;9.9161;1.6035;3.8884;8.8589;-0.194;-0.1389;0.3714;-0.114;-0.2076;-0.4726;989.0;-9.3;-16.91;-2.89;148.85;-23.52;-10.26;2.0;64.672;45.26341;14.59135;504.19;NaN;66.24;6.451613;174.31;23 / 36;1007547;2021-12-16 10:45:23:151
1.28;4.404;8.382;1.3618;3.9318;8.8801;-0.1292;0.0233;1.0199;0.0346;0.0846;0.1415;1009.0;-8.94;-14.7;-10.56;140.9;-23.65;-9.01;2.0;66.634;45.26341;14.59135;504.19;NaN;66.24;6.451613;174.31;23 / 36;1008048;2021-12-16 10:45:23:652
1.541;3.4031;8.327;1.177;3.8227;8.9539;-0.2494;-0.3902;-0.6257;-0.0653;-0.1151;-0.2082;1022.0;-8.64;-16.8;-5.7;149.98;-23.29;-7.89;2.0;65.644;45.26324;14.591368;501.94;NaN;67.4;6.451613;176.97;23 / 36;1008547;2021-12-16 10:45:24:151
1.182;4.3631;10.611;1.1079;3.7995;8.9726;-0.5445;0.635;1.1746;-0.0161;0.0424;0.0384;1033.0;-9.36;-15.19;-8.46;144.91;-22.78;-7.43;2.0;63.726;45.26324;14.591368;501.94;NaN;67.4;6.451613;176.97;23 / 36;1009047;2021-12-16 10:45:24:651
1.1891;4.014;9.56;1.2933;3.7496;8.9687;0.0361;0.2917;0.9656;-0.0091;0.0429;-0.043;1034.0;-10.09;-17.21;-4.74;145.31;-22.48;-8.21;2.0;64.14;45.263077;14.591375;499.68;NaN;66.84;6.451613;179.68;23 / 36;1009547;2021-12-16 10:45:25:151
1.1201;3.633;8.3441;1.3422;3.7163;8.9754;0.373;-0.5844;-0.6149;-0.0366;-0.1012;-0.0899;1032.0;-8.51;-16.56;-6.36;148.31;-22.27;-8.51;2.0;62.506;45.263077;14.591375;499.68;NaN;66.84;6.451613;179.68;23 / 36;1010048;2021-12-16 10:45:25:652
1.3571;4.136;9.5981;1.2866;3.735;8.9758;-0.0875;-0.1722;-1.3086;-0.0095;-0.0166;-0.0395;1045.0;-7.91;-16.86;-6.36;151.53;-22.38;-8.2;2.0;61.562;45.26291;14.591375;497.42;NaN;67.32;6.774193;180.81;23 / 36;1010547;2021-12-16 10:45:26:151
1.467;3.3311;8.4011;1.2163;3.7469;8.9806;-0.234;0.4219;0.5902;0.0182;0.0697;0.0106;1050.0;-8.34;-16.61;-6.49;151.48;-22.37;-8.05;2.0;61.861;45.26291;14.591375;497.42;NaN;67.32;6.774193;180.81;23 / 36;1011047;2021-12-16 10:45:26:651
0.6581;2.7761;9.732;1.3084;3.1662;9.1888;0.7741;0.4431;0.195;-0.307;0.2915;0.2835;1058.0;-10.91;-14.4;-12.6;132.07;-20.89;-9.47;2.0;61.718;45.262737;14.591372;496.13;NaN;67.62;6.774193;182.06;22 / 36;1011547;2021-12-16 10:45:27:151
0.95;2.343;8.7791;0.8323;3.2947;9.1991;0.2087;0.3487;-0.3623;0.0446;-0.0868;-0.2375;1063.0;-8.89;-14.76;-12.49;140.86;-20.19;-5.22;2.0;61.433;45.262737;14.591372;496.13;NaN;67.62;6.774193;182.06;22 / 36;1012047;2021-12-16 10:45:27:651
0.615;3.942;9.452;0.7153;2.9408;9.3279;-0.5153;-0.0404;1.428;-0.0367;-0.1418;-0.3106;1069.0;-8.34;-16.31;-11.34;148.8;-17.47;-4.37;2.0;61.395;45.262573;14.591363;494.52;NaN;67.55;6.774193;183.28;21 / 36;1012547;2021-12-16 10:45:28:151
0.734;3.753;8.313;0.7998;3.4328;9.1513;-0.318;-0.2047;-0.0505;0.071;-0.0412;-0.0971;956.0;-7.26;-16.44;-9.66;151.6;-20.49;-4.99;2.0;61.695;45.262573;14.591363;494.52;NaN;67.55;6.774193;183.28;21 / 36;1013047;2021-12-16 10:45:28:651
0.9401;3.614;8.6051;0.8943;3.7059;9.0353;0.0345;-0.3819;-0.1712;-4.0E-4;-0.044;-0.0935;720.0;-6.54;-15.96;-9.79;151.09;-21.84;-5.43;2.0;61.374;45.262424;14.591352;492.26;NaN;59.68;6.774193;183.65;21 / 36;1013547;2021-12-16 10:45:29:151
0.8591;4.1381;9.083;0.8874;3.7648;9.0116;-0.3016;0.3531;0.6382;0.0195;0.0017;0.0285;933.0;-6.49;-16.69;-9.41;157.07;-22.47;-5.53;2.0;60.458;45.262424;14.591352;492.26;NaN;59.68;6.774193;183.65;21 / 36;1014047;2021-12-16 10:45:29:651
0.284;3.992;9.0521;0.7339;3.8492;8.9897;0.2945;-0.271;-0.0987;-0.0271;0.1602;0.2487;915.0;-7.69;-16.99;-12.36;146.85;-23.36;-5.03;2.0;60.595;45.262276;14.591332;490.32;NaN;59.8;7.096774;186.06;20 / 36;1014548;2021-12-16 10:45:30:152
0.756;3.693;9.0071;0.5689;3.8374;9.0067;0.5278;-0.2272;-0.3897;0.0094;-0.0373;-0.2347;1094.0;-8.64;-15.66;-4.09;145.99;-23.04;-3.61;2.0;60.874;45.262276;14.591332;490.32;NaN;59.8;7.096774;186.06;20 / 36;1015047;2021-12-16 10:45:30:651
0.792;4.071;9.332;0.6584;3.8151;9.0101;-0.1164;0.4347;0.2579;-0.0338;-0.1049;-0.1765;1094.0;-6.54;-16.39;-9.24;150.21;-22.89;-4.18;2.0;61.376;45.26212;14.591313;488.39;NaN;61.27;7.096774;184.7;20 / 36;1015547;2021-12-16 10:45:31:151
0.6341;3.8891;8.612;0.829;3.7584;9.0198;-0.3539;0.0817;0.3041;-0.0656;-0.2304;-0.3924;1061.0;-4.31;-17.7;-7.99;166.39;-22.54;-5.25;2.0;60.131;45.26212;14.591313;488.39;NaN;61.27;7.096774;184.7;20 / 36;1016047;2021-12-16 10:45:31:651
0.935;3.798;9.1001;0.9339;3.6252;9.064;0.2034;-0.3914;-0.2398;0.015;0.1163;0.2226;1074.0;-5.89;-16.99;-8.81;157.61;-21.95;-6.03;2.0;60.458;45.261963;14.5913;486.13;NaN;62.2;7.419355;184.51;20 / 36;1016547;2021-12-16 10:45:32:151
0.71;3.039;9.191;0.7529;3.6788;9.0592;0.5463;0.1002;-1.2095;-0.0074;0.0316;-0.0612;1071.0;-5.21;-17.34;-9.0;160.9;-22.03;-4.75;2.0;60.491;45.261963;14.5913;486.13;NaN;62.2;7.419355;184.51;20 / 36;1017047;2021-12-16 10:45:32:651
0.0881;3.9731;9.564;0.4196;3.7298;9.0599;0.3366;0.2763;0.2661;0.1027;0.0331;-0.0663;1068.0;-3.84;-18.84;-9.36;166.12;-21.7;-3.01;2.0;60.284;45.26183;14.591278;482.26;NaN;60.34;7.096774;185.61;20 / 36;1017547;2021-12-16 10:45:33:151
0.593;3.983;9.4541;0.5367;3.7802;9.0329;-0.3759;-0.2121;-0.0797;-0.0697;-0.3883;-0.3432;1060.0;-3.6;-17.1;-11.1;162.36;-22.91;-2.07;2.0;59.316;45.26183;14.591278;482.26;NaN;60.34;7.096774;185.61;20 / 36;1018047;2021-12-16 10:45:33:651
0.32;4.241;9.512;0.709;3.7656;9.0271;0.3809;-0.4745;-0.477;-0.0055;0.0565;0.109;1057.0;-4.14;-18.11;-10.01;165.67;-22.56;-4.3;2.0;59.924;45.261696;14.59126;480.32;NaN;58.2;6.774193;184.91;20 / 36;1018547;2021-12-16 10:45:34:151
0.981;3.978;9.2291;1.068;3.7175;9.0116;0.0483;-0.2522;-0.2078;-0.0162;-0.0927;0.0285;1054.0;-4.5;-15.66;-11.94;165.79;-22.28;-6.76;2.0;59.902;45.261696;14.59126;480.32;NaN;58.2;6.774193;184.91;20 / 36;1019047;2021-12-16 10:45:34:651
1.127;4.124;9.9551;1.0042;3.6912;9.0298;-0.728;0.2637;0.3672;-0.0678;-0.2556;-0.1618;1053.0;-4.39;-16.14;-10.61;164.36;-22.38;-5.47;2.0;60.351;45.26155;14.591245;477.1;NaN;58.06;6.774193;185.11;20 / 36;1019548;2021-12-16 10:45:35:152
1.1891;3.477;10.0121;1.093;3.7371;9.0006;-0.0779;-0.0126;1.208;0.0224;0.1206;0.0675;1058.0;-4.74;-17.16;-9.0;162.5;-22.34;-7.33;2.0;60.051;45.26155;14.591245;477.1;NaN;58.06;6.774193;185.11;20 / 36;1020048;2021-12-16 10:45:35:652
1.4621;3.482;8.976;1.1848;3.7061;9.0017;0.2199;-0.496;-0.1405;-0.0331;-0.069;-0.1321;1045.0;-4.01;-16.31;-10.56;166.39;-22.3;-7.48;2.0;60.208;45.261414;14.591223;475.16;NaN;58.36;7.096774;186.09;17 / 36;1020547;2021-12-16 10:45:36:151
0.746;3.1901;8.439;1.0949;3.693;9.0185;-0.3193;-0.4632;0.0393;-0.056;-0.1866;-0.2892;1029.0;-3.36;-15.79;-9.49;170.43;-22.3;-6.87;2.0;61.79;45.261414;14.591223;475.16;NaN;58.36;7.096774;186.09;17 / 36;1021047;2021-12-16 10:45:36:651
0.885;2.723;10.014;1.0948;3.1521;9.2215;0.0589;0.1223;-0.3692;-0.1449;0.1808;0.3099;1029.0;-4.31;-14.46;-13.26;164.78;-19.67;-7.11;2.0;61.922;45.261272;14.591195;472.58;NaN;58.1;7.096774;189.33;17 / 36;1021547;2021-12-16 10:45:37:151
1.388;1.8071;10.575;0.8668;2.5874;9.4194;0.5663;0.1861;-1.6738;-0.0366;0.0564;-0.0011;1007.0;-5.34;-15.3;-13.74;160.89;-15.3;-5.26;2.0;61.814;45.261272;14.591195;472.58;NaN;58.1;7.096774;189.33;17 / 36;1022048;2021-12-16 10:45:37:652
1.1651;2.618;8.487;0.7839;2.3482;9.489;-0.3155;0.0091;0.5517;-0.0115;-0.0213;-0.0022;970.0;-4.61;-16.2;-12.84;163.27;-14.19;-4.53;2.0;60.75;45.261135;14.591158;469.68;NaN;57.12;7.096774;191.16;17 / 36;1022547;2021-12-16 10:45:38:151
1.029;1.692;7.6901;0.8732;2.3784;9.4737;0.5664;0.1507;1.7394;0.0407;-0.0833;-0.0892;997.0;-5.81;-18.41;-8.16;161.35;-13.56;-5.33;2.0;60.736;45.261135;14.591158;469.68;NaN;57.12;7.096774;191.16;17 / 36;1023047;2021-12-16 10:45:38:651
1.148;2.4191;9.852;0.9013;2.4073;9.4638;0.3062;0.9407;-0.4002;-0.012;-0.039;0.0241;1002.0;-5.34;-15.66;-15.41;163.14;-14.21;-5.44;2.0;59.934;45.261005;14.591115;466.77;NaN;55.04;7.096774;193.11;15 / 36;1023547;2021-12-16 10:45:39:151
1.412;1.73;9.3161;1.3317;1.7028;9.5654;0.0938;0.3328;-0.6631;-0.0188;0.1618;0.476;1004.0;-7.26;-14.46;-16.69;156.78;-10.0;-7.93;2.0;57.892;45.261005;14.591115;466.77;NaN;55.04;7.096774;193.11;15 / 36;1024047;2021-12-16 10:45:39:651
