sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-1.024;6.687;6.3551;-1.4298;7.3861;6.2906;-0.9115;0.189;-0.0829;-0.1809;-0.3483;0.1713;8355.0;-9.96;3.6;-11.4;55.89;-49.61;15.93;2.0;60.518;45.33551;14.450607;292.9;NaN;76.5;7.741936;54.55;17 / 40;138048;2021-12-16 10:30:53:652
0.035;6.627;7.2161;-0.5314;7.06;6.7856;-1.0153;0.4226;-1.3899;-0.2058;-0.3098;0.1535;6680.0;-11.76;7.01;-10.2;50.06;-47.03;6.9;2.0;60.301;45.335617;14.45082;292.58;NaN;73.81;7.741936;53.94;17 / 40;138547;2021-12-16 10:30:54:151
0.452;6.783;7.616;0.0843;6.6052;7.248;-0.7356;-0.4707;-0.316;-0.0485;0.0058;0.0505;6469.0;-11.89;6.36;-10.39;42.58;-42.74;-0.13;2.0;60.891;45.335617;14.45082;292.58;NaN;73.81;7.741936;53.94;17 / 40;139047;2021-12-16 10:30:54:651
0.1931;5.9981;7.142;-0.0608;6.4281;7.4059;-0.4115;-0.5065;0.3848;-0.0917;0.1477;-0.0638;6205.0;-11.21;6.11;-10.56;42.8;-41.36;-0.32;2.0;62.515;45.335728;14.451035;290.97;NaN;72.87;7.741936;53.32;19 / 40;139548;2021-12-16 10:30:55:152
-0.303;6.86;7.1711;-0.7084;6.4482;7.3546;-0.6538;-0.0339;0.0464;0.2148;0.2239;-0.1885;27992.998;-7.99;2.46;-9.6;47.05;-40.48;2.23;2.0;61.105;45.335728;14.451035;290.97;NaN;72.87;7.741936;53.32;19 / 40;140047;2021-12-16 10:30:55:651
-0.514;6.309;7.116;-0.5256;6.7685;7.0768;-0.9442;-0.1158;-0.437;0.0737;-0.4547;-0.5797;27992.998;-12.41;2.29;-8.7;60.91;-43.65;4.25;2.0;60.942;45.335827;14.45125;288.71;NaN;69.02;7.741936;58.18;19 / 40;140547;2021-12-16 10:30:56:151
-0.7391;6.453;7.484;-0.5459;6.7316;7.1104;-0.4347;-0.3772;-0.5178;0.0146;-0.0814;-0.0671;124.0;-11.94;1.91;-9.0;61.35;-43.39;4.52;2.0;61.377;45.335827;14.45125;288.71;NaN;69.02;7.741936;58.18;19 / 40;141047;2021-12-16 10:30:56:651
-0.244;7.07;7.202;-0.3708;6.8767;6.9817;0.1279;0.0533;0.2005;0.2267;0.1042;0.2745;65.0;-10.56;3.66;-10.26;51.65;-43.35;3.98;2.0;61.537;45.335915;14.451458;286.13;NaN;65.89;8.064516;58.69;18 / 40;141547;2021-12-16 10:30:57:151
0.0671;7.329;6.6131;-0.6248;7.138;6.6954;-0.5444;-0.078;-0.3656;0.0617;-0.4697;-0.4502;49.0;-11.76;-0.96;-8.4;70.61;-46.6;4.47;2.0;61.054;45.335915;14.451458;286.13;NaN;65.89;8.064516;58.69;18 / 40;142048;2021-12-16 10:30:57:652
-0.56;8.1041;5.9861;-0.3474;7.4542;6.3628;0.9269;-0.2104;-0.078;0.1268;-0.1913;-0.3835;42.0;-10.56;-3.11;-7.39;75.56;-48.74;2.55;2.0;61.562;45.336;14.451657;284.19;NaN;65.28;9.032258;58.33;17 / 39;142547;2021-12-16 10:30:58:151
-0.368;7.604;6.8;-0.7897;7.6468;6.0888;-0.5493;-0.3574;0.634;0.1331;-0.2314;-0.0177;38.0;-9.96;-1.69;-7.69;70.24;-51.24;7.39;2.0;62.649;45.336;14.451657;284.19;NaN;65.28;9.032258;58.33;17 / 39;143047;2021-12-16 10:30:58:651
-0.1459;7.925;5.8091;-0.3224;7.6212;6.1631;-0.257;-0.1745;-0.6413;-0.0329;-0.1726;-0.0586;27.0;-12.11;1.01;-9.71;57.91;-51.02;3.23;2.0;62.463;45.33608;14.451855;282.58;NaN;64.72;10.645161;59.17;15 / 39;143548;2021-12-16 10:30:59:152
-1.115;7.628;5.7371;-0.7106;7.8454;5.8409;-0.5871;-0.0902;0.2138;0.1411;-0.1376;-0.3077;29.0;-11.46;-2.59;-7.61;73.06;-52.53;5.95;2.0;62.241;45.33608;14.451855;282.58;NaN;64.72;10.645161;59.17;15 / 39;144047;2021-12-16 10:30:59:651
-1.5701;7.8461;5.481;-0.6427;7.8875;5.7917;0.0903;-0.1291;0.8862;0.0677;0.0465;-0.1688;37.0;-8.21;-3.06;-5.81;73.8;-53.21;4.76;2.0;63.735;45.336147;14.452042;280.65;NaN;62.09;12.903226;60.67;11 / 39;144547;2021-12-16 10:31:00:151
-0.481;7.922;5.615;-0.6457;7.7806;5.9343;-0.1441;-0.1523;0.3508;-0.1559;-0.3117;-0.0784;43.0;-10.61;-2.1;-5.29;81.17;-52.5;6.21;2.0;62.573;45.336147;14.452042;280.65;NaN;62.09;12.903226;60.67;11 / 39;145047;2021-12-16 10:31:00:651
-0.576;8.2841;5.718;-0.3657;7.5409;6.2587;0.1584;-0.0593;-0.1424;-0.0148;-0.1561;-0.1005;41.0;-11.34;0.06;-4.56;73.47;-50.26;3.34;2.0;63.105;45.336224;14.452233;279.35;NaN;62.09;15.16129;60.67;3 / 39;145547;2021-12-16 10:31:01:151
-0.181;7.887;6.297;-0.4386;7.6296;6.1455;-1.4082;-0.6926;-0.2618;-0.0676;0.1033;0.2874;37.0;-12.54;-0.36;-4.14;81.19;-51.43;5.89;2.0;63.053;45.336224;14.452233;279.35;NaN;62.09;15.16129;60.67;3 / 39;146048;2021-12-16 10:31:01:652
-0.823;7.836;4.0691;0.4644;7.9517;5.7206;-0.5963;0.0913;-1.3183;0.0694;-0.0487;0.1239;31.0;-16.56;-0.36;-3.84;78.62;-51.66;-1.15;2.0;63.505;45.336296;14.452425;277.74;NaN;62.08;17.741936;60.67;3 / 39;146547;2021-12-16 10:31:02:151
1.515;7.4201;7.262;0.1369;6.7775;7.0864;0.0705;0.2472;-0.6042;-0.3601;-0.1363;-0.3382;34.0;-9.9;-5.46;1.74;115.85;-43.72;-1.11;2.0;62.891;45.336296;14.452425;277.74;NaN;62.08;17.741936;60.67;3 / 39;147047;2021-12-16 10:31:02:651
-0.634;6.807;7.02;0.2247;6.8542;7.0099;0.6209;0.0494;-0.2815;0.2261;-0.0047;-0.072;38.0;-13.8;-5.34;1.01;105.8;-43.15;-2.16;2.0;61.629;45.336296;14.452425;277.74;NaN;62.08;17.741936;60.67;0 / 39;147547;2021-12-16 10:31:03:151
0.4901;7.2191;6.4931;0.3356;6.9557;6.9048;-0.1968;-0.0692;0.3905;-0.0187;0.6328;0.7954;75.0;-12.0;1.14;1.26;88.67;-45.69;-1.97;2.0;61.184;45.336296;14.452425;277.74;NaN;62.08;17.741936;60.67;0 / 39;148048;2021-12-16 10:31:03:652
0.44;6.9581;7.5611;0.3684;7.0346;6.8227;-0.3928;-0.0213;-0.41;-0.0224;-0.4509;-0.3299;115.0;-15.3;-1.86;3.66;103.83;-45.72;-2.78;2.0;62.601;45.336296;14.452425;277.74;NaN;62.08;17.741936;60.67;0 / 39;148547;2021-12-16 10:31:04:151
-0.8899;7.2401;7.527;0.3919;7.0785;6.7758;0.6575;-0.773;-1.3078;-0.0056;0.2199;0.1814;375.0;-15.41;1.74;2.59;90.53;-46.16;-3.36;2.0;61.183;45.336296;14.452425;277.74;NaN;62.08;17.741936;60.67;0 / 39;149047;2021-12-16 10:31:04:651
0.162;6.9341;6.9221;0.2166;7.1218;6.7382;-0.2383;0.0384;-0.057;-0.139;-0.3037;-0.2727;1245.0;-12.66;-4.44;0.36;100.43;-47.28;-1.93;2.0;60.628;45.336296;14.452425;277.74;NaN;62.08;17.741936;60.67;0 / 39;149547;2021-12-16 10:31:05:151
0.8801;6.7451;6.204;0.4306;7.1142;6.736;-0.3983;0.5147;0.5436;-0.0239;-0.0938;0.1427;1082.0;-15.06;-6.41;0.84;105.47;-46.51;-3.66;2.0;59.943;45.336296;14.452425;277.74;NaN;62.08;17.741936;60.67;0 / 39;150047;2021-12-16 10:31:05:651
-0.057;7.5971;7.472;0.4472;7.25;6.5885;0.8203;0.19;-1.0988;-0.0859;-0.0641;-0.3582;1381.0;-13.86;-8.51;2.1;115.86;-47.67;-3.88;2.0;59.468;45.336296;14.452425;277.74;NaN;62.08;17.741936;60.67;0 / 39;150547;2021-12-16 10:31:06:151
0.3371;7.427;6.5171;0.4736;7.3579;6.4659;0.0181;0.0556;-0.1172;0.1699;-0.2467;-0.0151;1402.0;-13.86;-8.76;3.41;117.64;-48.62;-4.19;2.0;60.766;45.336296;14.452425;277.74;NaN;62.08;17.741936;60.67;0 / 39;151048;2021-12-16 10:31:06:652
0.335;7.767;7.178;0.7472;7.3963;6.3958;0.5442;-0.3934;0.6927;0.3297;-0.1258;-0.007;1399.0;-12.71;-7.86;5.29;120.23;-48.96;-6.66;2.0;61.2;45.336624;14.453362;270.32;NaN;58.98;28.387096;63.71;4 / 40;151547;2021-12-16 10:31:07:151
0.615;7.7621;6.431;0.4451;7.6666;6.0989;-0.8367;-0.3961;-0.1084;0.2223;-0.316;-0.2707;1126.0;-10.44;-9.71;7.39;137.32;-50.7;-3.43;2.0;62.674;45.336624;14.453362;270.32;NaN;58.98;28.387096;63.71;4 / 40;152047;2021-12-16 10:31:07:651
0.8561;8.133;5.438;0.7141;7.6917;6.0414;0.0356;-0.232;0.5633;0.0745;-0.1946;-0.1039;1422.0;-9.71;-9.66;7.99;140.52;-50.92;-5.53;2.0;62.031;45.336536;14.453445;269.03;NaN;51.01;27.096771;70.37;5 / 40;152547;2021-12-16 10:31:08:151
2.247;7.707;5.5001;0.5353;7.7533;5.9808;-0.2225;0.1271;-0.1783;0.0847;0.0265;0.0402;1267.0;-11.76;-9.41;9.54;134.4;-51.74;-5.04;2.0;61.693;45.336536;14.453445;269.03;NaN;51.01;27.096771;70.37;5 / 40;153048;2021-12-16 10:31:08:652
-2.415;8.954;2.6681;-0.6082;8.6578;4.5653;1.7944;-0.3896;2.039;0.6053;0.5761;-0.382;1246.0;-10.5;-5.76;7.26;132.46;-58.71;0.2;2.0;63.817;45.33636;14.45367;267.74;NaN;51.49;24.193548;83.27;7 / 40;153547;2021-12-16 10:31:09:151
0.009;7.623;6.8861;-1.4274;8.8625;3.9484;-1.3549;1.1961;-2.7893;-0.9483;0.4894;0.6471;1313.0;-19.69;-5.16;16.91;150.18;-64.65;19.87;2.0;66.059;45.33636;14.45367;267.74;NaN;51.49;24.193548;83.27;7 / 40;154048;2021-12-16 10:31:09:652
-0.126;6.738;5.6051;-0.3868;7.203;6.6436;-0.254;0.433;1.0911;-0.3171;0.8867;0.9086;1088.0;-14.94;5.7;12.11;110.6;-47.27;3.33;2.0;64.382;45.336277;14.453948;266.13;NaN;53.65;24.193548;90.74;6 / 40;154547;2021-12-16 10:31:10:151
0.0431;6.237;6.668;-0.0841;6.6517;7.2055;-0.1146;0.4125;0.5587;-0.0978;-0.4056;-0.362;944.0;-8.34;0.11;11.16;133.71;-42.71;0.67;2.0;63.288;45.336277;14.453948;266.13;NaN;53.65;24.193548;90.74;6 / 40;155047;2021-12-16 10:31:10:651
-0.244;5.897;7.5611;-0.1452;6.2767;7.5334;0.0889;0.3775;-0.0132;-0.1451;0.9129;1.1243;926.0;-12.66;-19.99;9.06;148.87;-40.72;1.2;2.0;61.81;45.33605;14.454388;265.48;NaN;57.29;19.032257;104.5;12 / 40;155547;2021-12-16 10:31:11:151
-0.8711;6.1511;8.6861;-0.2295;6.1426;7.6411;0.0614;-0.1113;-0.4124;-0.1496;1.7155;2.1171;908.0;-14.51;-4.69;-0.54;103.12;-39.22;1.57;2.0;61.143;45.33605;14.454388;265.48;NaN;57.29;19.032257;104.5;12 / 40;156047;2021-12-16 10:31:11:651
0.0431;6.539;6.63;-0.5261;6.0005;7.7387;-0.5298;-0.3867;0.0266;0.1148;-1.0457;-1.3709;904.0;-3.6;12.71;30.0;166.05;-37.63;3.76;2.0;61.063;45.33599;14.454573;266.45;NaN;60.49;14.193549;116.59;13 / 40;156547;2021-12-16 10:31:12:151
-0.469;6.053;8.495;-0.1791;6.2653;7.5422;0.2568;0.2254;-0.9502;0.0549;-4.2413;-5.2953;886.0;-2.29;-23.64;-2.94;173.0;-39.87;0.5;2.0;61.049;45.33599;14.454573;266.45;NaN;60.49;14.193549;116.59;13 / 40;157047;2021-12-16 10:31:12:651
-0.301;6.572;5.826;-0.353;6.5894;7.2544;-0.0537;0.0488;1.4162;0.1965;0.9439;1.0832;897.0;0.19;-12.0;4.56;181.12;-40.95;2.78;2.0;60.824;45.335896;14.45481;266.13;NaN;62.42;12.903226;119.03;14 / 40;157547;2021-12-16 10:31:13:151
-0.213;7.1111;7.322;-0.4346;7.0037;6.8506;0.0148;0.1526;-0.6815;-0.0173;0.7513;0.7399;914.0;-8.04;-0.96;16.91;152.31;-45.4;3.66;2.0;62.256;45.335896;14.45481;266.13;NaN;62.42;12.903226;119.03;14 / 40;158047;2021-12-16 10:31:13:651
-0.5449;7.1951;6.884;-0.8721;6.9989;6.8136;-0.3273;-0.1926;-0.0647;0.0092;0.6266;0.6952;916.0;-16.31;-25.91;-26.16;94.94;-44.94;7.48;2.0;61.28;45.3358;14.455037;267.42;NaN;63.24;11.935484;120.05;14 / 40;158547;2021-12-16 10:31:14:151
-1.012;7.2311;7.709;-0.5098;7.2528;6.5808;-0.1012;-0.2928;-1.1283;0.29;-2.3797;-2.1934;918.0;3.79;28.09;32.34;237.73;-47.01;4.3;2.0;63.136;45.3358;14.455037;267.42;NaN;63.24;11.935484;120.05;14 / 40;159047;2021-12-16 10:31:14:651
-0.1099;7.439;6.503;-0.4792;7.2547;6.581;0.0247;0.1721;0.2612;0.2024;-2.6481;-2.1405;927.0;0.6;6.6;10.01;218.1;-47.68;5.84;2.0;63.232;45.33571;14.455252;269.03;NaN;64.33;11.290323;120.87;14 / 40;159547;2021-12-16 10:31:15:151
0.749;7.133;6.1541;-0.4083;7.1461;6.7035;-1.6477;-0.672;0.5744;0.0436;-1.8668;-1.8351;922.0;11.1;23.81;13.31;302.39;-46.78;3.49;2.0;65.117;45.33571;14.455252;269.03;NaN;64.33;11.290323;120.87;14 / 40;160047;2021-12-16 10:31:15:651
0.1001;8.5301;5.6201;-0.0355;8.0174;5.6472;-0.6893;-0.795;0.3625;0.2046;0.07;0.07;953.0;6.41;25.31;12.3;307.23;-54.84;0.36;2.0;64.817;45.33553;14.455428;301.94;NaN;64.44;9.354839;121.04;15 / 40;160547;2021-12-16 10:31:16:151
-1.0909;8.3291;4.7291;-0.6459;8.1658;5.3919;0.5663;0.1162;1.2104;-0.1422;-0.5936;-0.4971;508.0;6.0;23.34;4.74;322.81;-57.87;6.26;2.0;62.061;45.33553;14.455428;301.94;NaN;64.44;9.354839;121.04;15 / 40;161047;2021-12-16 10:31:16:651
-1.431;7.2671;5.364;-0.6483;8.1233;5.4555;-0.621;-0.0898;-0.483;-0.0389;-0.547;-0.261;994.0;5.1;24.49;-1.61;343.11;-55.93;6.78;2.0;61.572;45.335403;14.455622;320.0;NaN;67.67;8.387096;121.53;16 / 40;161548;2021-12-16 10:31:17:152
-0.21;7.571;5.261;-0.5868;7.6175;6.1482;-0.3825;0.0582;0.8907;-0.2203;0.6326;0.5011;1002.0;24.66;-18.41;-27.96;333.21;-53.21;5.15;2.0;62.649;45.335403;14.455622;320.0;NaN;67.67;8.387096;121.53;16 / 40;162047;2021-12-16 10:31:17:651
-0.5119;7.322;5.412;-0.8766;7.7468;5.9488;-0.0321;0.242;1.2907;-0.8177;6.4664;4.6709;987.0;-28.74;12.66;11.1;98.33;-52.18;8.38;2.0;62.961;45.33532;14.455832;320.0;NaN;68.37;8.387096;120.76;16 / 40;162547;2021-12-16 10:31:18:151
0.11;7.082;5.672;-0.7312;7.8067;5.8899;-0.2401;0.9635;-0.5329;0.2516;-3.0694;-2.4001;974.0;0.3;16.14;23.76;197.68;-52.76;7.08;2.0;65.284;45.33532;14.455832;320.0;NaN;68.37;8.387096;120.76;16 / 40;163047;2021-12-16 10:31:18:651
0.2771;6.996;5.799;-0.3664;7.1158;6.7381;-1.0179;0.9107;-1.4253;0.0692;-4.3411;-3.8404;948.0;10.01;18.66;34.44;226.93;-48.31;4.89;2.0;61.608;45.335228;14.456037;319.68;NaN;67.93;8.387096;123.45;17 / 40;163547;2021-12-16 10:31:19:151
-1.132;6.62;6.716;-0.1908;6.7457;7.1154;0.1507;-0.1806;-0.3527;0.038;-1.4498;-1.6537;927.0;4.09;23.89;15.06;328.94;-43.82;0.76;2.0;62.273;45.335228;14.456037;319.68;NaN;67.93;8.387096;123.45;17 / 40;164047;2021-12-16 10:31:19:651
0.0;6.5801;7.499;-0.1664;6.671;7.1861;-0.762;-0.1905;-0.0498;0.0011;-2.0757;-2.1653;921.0;-5.4;32.29;10.99;16.62;-42.86;1.33;2.0;61.5;45.33513;14.456247;320.32;NaN;67.33;8.064516;122.21;18 / 40;164547;2021-12-16 10:31:20:151
0.246;7.133;7.2911;0.086;7.095;6.7693;0.3351;0.1112;0.4736;0.0897;-1.5642;-1.6954;914.0;-22.61;14.21;-1.8;63.76;-46.34;-0.73;2.0;61.782;45.33513;14.456247;320.32;NaN;67.33;8.064516;122.21;18 / 40;165047;2021-12-16 10:31:20:651
-0.057;7.185;5.921;0.1054;7.2335;6.6209;-0.2853;-0.1541;0.254;-5.0E-4;-2.2738;-2.1186;911.0;6.66;20.34;21.24;252.78;-47.53;-0.91;2.0;62.848;45.33504;14.456457;320.97;NaN;66.82;7.741936;121.76;20 / 40;165547;2021-12-16 10:31:21:151
0.0311;7.008;6.398;0.2052;7.5191;6.2922;0.1644;0.3177;-0.382;-0.065;2.7877;2.4127;911.0;-31.86;22.09;11.4;78.59;-49.36;-1.23;2.0;63.989;45.33504;14.456457;320.97;NaN;66.82;7.741936;121.76;20 / 40;166047;2021-12-16 10:31:21:651
0.428;7.4171;6.575;0.4249;7.4296;6.3868;-0.4347;-0.1249;-0.2828;-0.0987;-2.0362;-1.5678;881.0;4.31;23.76;22.31;251.15;-49.06;-2.66;2.0;63.054;45.334953;14.456665;320.97;NaN;66.78;7.741936;121.14;21 / 40;166547;2021-12-16 10:31:22:151
0.332;7.25;6.3311;0.3134;7.5816;6.2121;0.2503;0.1823;0.2393;-0.1525;-3.2911;-2.867;888.0;2.16;15.36;-3.19;349.34;-50.61;-4.06;2.0;64.991;45.334953;14.456665;320.97;NaN;66.78;7.741936;121.14;21 / 40;167047;2021-12-16 10:31:22:651
0.507;7.683;6.3791;0.2002;7.5428;6.2639;0.5479;0.2752;-0.3548;-0.0512;-6.1989;-5.1092;879.0;8.21;6.6;5.29;273.16;-50.28;-1.83;2.0;65.142;45.334854;14.45687;321.29;NaN;68.26;7.419355;121.73;21 / 40;167548;2021-12-16 10:31:23:152
-0.122;7.542;6.371;-0.1496;7.2777;6.572;-0.2823;-0.3491;-0.3121;0.0206;-5.9896;-5.3108;829.0;-16.44;-24.6;-0.9;135.05;-48.64;1.32;2.0;63.323;45.334854;14.45687;321.29;NaN;68.26;7.419355;121.73;21 / 40;168047;2021-12-16 10:31:23:651
-0.4571;7.6061;7.518;0.2492;7.4741;6.3439;0.594;-0.3027;-1.0934;-0.1066;-3.4899;-3.0957;866.0;11.81;11.7;12.36;261.54;-49.35;-2.66;2.0;62.945;45.33475;14.457072;330.65;NaN;68.67;7.096774;122.34;23 / 40;168547;2021-12-16 10:31:24:151
0.143;7.307;6.594;-0.0158;7.3917;6.4446;-0.1519;0.0845;-0.1399;0.0165;0.2643;0.2263;858.0;15.49;-19.31;-10.14;251.71;-48.82;0.18;2.0;62.733;45.33475;14.457072;330.65;NaN;68.67;7.096774;122.34;23 / 40;169047;2021-12-16 10:31:24:651
0.0;7.058;6.407;-0.1456;7.1759;6.6825;-0.1481;0.3154;0.151;-0.1671;0.6053;0.4678;814.0;15.06;-24.0;-9.0;238.0;-47.81;0.83;2.0;62.38;45.334652;14.457278;331.94;NaN;68.97;7.096774;122.83;24 / 40;169547;2021-12-16 10:31:25:151
-0.538;6.936;7.0661;-0.0244;7.2215;6.6348;-0.0324;0.3433;-0.2781;-0.0407;-3.3839;-3.1921;839.0;-0.71;-15.6;-1.31;163.93;-48.04;-0.41;2.0;61.601;45.334652;14.457278;331.94;NaN;68.97;7.096774;122.83;24 / 40;170048;2021-12-16 10:31:25:652
-0.6551;7.3601;6.527;-0.3653;7.042;6.8153;0.2645;-0.3276;0.3048;0.0234;-1.6037;-1.6416;776.0;21.84;4.09;13.56;253.65;-46.21;2.52;2.0;61.563;45.334553;14.457483;340.0;NaN;69.89;6.774193;122.22;23 / 40;170547;2021-12-16 10:31:26:151
-0.007;7.133;6.161;-0.5651;7.0257;6.8184;-0.4928;-0.1065;0.6766;-0.1858;1.3625;1.5891;794.0;11.29;-28.8;3.6;207.19;-46.18;6.04;2.0;63.72;45.334553;14.457483;340.0;NaN;69.89;6.774193;122.22;23 / 40;171047;2021-12-16 10:31:26:651
-0.476;7.2641;6.936;-0.5341;7.1283;6.7136;-0.0974;-0.156;-0.1952;0.1785;-2.8929;-2.8212;819.0;20.4;21.49;3.79;301.66;-46.75;3.9;2.0;62.071;45.33445;14.45769;346.13;NaN;68.76;6.451613;122.25;24 / 40;171547;2021-12-16 10:31:27:151
-0.1669;6.9581;5.9621;-0.664;7.1588;6.6694;-0.4974;0.2176;0.7121;0.2094;-0.8199;-0.8107;803.0;0.19;-18.41;-6.9;175.02;-46.14;5.32;2.0;62.029;45.33445;14.45769;346.13;NaN;68.76;6.451613;122.25;24 / 40;172047;2021-12-16 10:31:27:651
-0.315;6.6731;6.7901;-0.1754;6.9363;6.9302;0.1415;0.2872;0.136;0.0456;1.4026;1.4252;758.0;-11.51;2.59;-3.24;71.55;-45.02;1.45;2.0;62.55;45.334354;14.457905;347.74;NaN;69.32;6.451613;123.79;24 / 40;172547;2021-12-16 10:31:28:151
-1.2469;6.137;6.7421;-0.5293;6.659;7.1797;-0.2052;-0.5524;0.1164;0.0751;-1.398;-1.5616;379.0;-9.49;-7.31;6.54;140.68;-42.77;4.22;2.0;61.412;45.334354;14.457905;347.74;NaN;69.32;6.451613;123.79;24 / 40;173047;2021-12-16 10:31:28:651
-0.531;6.759;6.9941;-0.6704;6.688;7.1409;0.5829;0.2083;0.7594;0.2046;-3.4369;-3.7262;357.0;7.8;-23.76;-18.71;236.21;-43.0;5.36;2.0;61.803;45.334263;14.458113;348.06;NaN;68.3;6.451613;120.96;24 / 40;173547;2021-12-16 10:31:29:151
0.356;7.034;6.9941;-0.4146;6.678;7.1696;0.6581;-0.2256;-0.1067;-0.0155;1.4398;1.609;4657.0;0.96;-15.6;6.06;185.03;-42.46;3.75;2.0;68.445;45.334263;14.458113;348.06;NaN;68.3;6.451613;120.96;24 / 40;174047;2021-12-16 10:31:29:651
-0.399;7.0271;7.305;-0.2654;6.5919;7.2558;0.4748;0.0219;-0.0927;0.3862;-10.4081;-11.4099;4482.0;-4.09;-15.06;-18.49;78.36;-42.71;3.08;2.0;62.142;45.33418;14.458322;348.39;NaN;68.33;6.451613;121.08;24 / 40;174547;2021-12-16 10:31:30:151
-0.909;6.831;7.233;-0.469;6.4608;7.3627;-0.2674;-0.7637;-0.8142;-0.0019;0.4553;0.5562;4091.0;-3.11;-10.2;6.0;167.3;-41.21;3.64;2.0;61.787;45.33418;14.458322;348.39;NaN;68.33;6.451613;121.08;24 / 40;175047;2021-12-16 10:31:30:651
-0.411;6.477;6.852;-0.3053;6.5696;7.2744;-0.2254;-0.5685;-0.0687;-0.0961;-0.195;-0.0854;4198.0;0.96;-7.44;4.56;188.08;-42.06;2.4;2.0;61.936;45.33409;14.458532;351.29;NaN;67.09;6.129032;121.53;24 / 40;175548;2021-12-16 10:31:31:152
-0.538;5.9291;7.331;-0.2397;6.6541;7.1998;1.1698;0.8913;0.0929;-0.1336;0.5815;0.609;3536.0;-3.36;-5.29;7.2;161.72;-43.34;1.58;2.0;61.588;45.33409;14.458532;351.29;NaN;67.09;6.129032;121.53;24 / 40;176047;2021-12-16 10:31:31:651
-0.5981;6.3161;7.1111;-0.5212;6.635;7.2025;0.3617;0.522;0.1883;0.0396;0.6596;0.3114;1328.0;-7.91;-6.06;6.84;139.06;-42.35;0.3;2.0;62.426;45.334003;14.458727;353.23;NaN;63.4;6.129032;122.31;23 / 40;176547;2021-12-16 10:31:32:151
-0.1669;7.008;7.425;-0.1475;6.6525;7.2037;0.2208;0.0267;-0.337;0.0902;-0.0051;0.1199;137.0;-4.86;-2.7;6.19;142.45;-42.72;1.17;2.0;61.574;45.334003;14.458727;353.23;NaN;63.4;6.129032;122.31;23 / 40;177047;2021-12-16 10:31:32:651
-0.083;6.623;7.398;-0.4021;6.5599;7.2785;-0.4539;0.5383;0.3485;-0.0417;-0.3886;-0.4482;73.0;-3.49;-4.01;8.4;162.97;-42.64;2.91;2.0;62.051;45.33392;14.458913;358.71;NaN;60.62;6.451613;124.2;23 / 40;177547;2021-12-16 10:31:33:151
-0.0401;7.2641;6.7901;-0.3992;6.9231;6.934;0.1636;-0.283;0.1115;0.0828;0.4254;0.3955;60.0;-7.26;-4.39;8.04;142.98;-44.14;3.09;2.0;62.255;45.33392;14.458913;358.71;NaN;60.62;6.451613;124.2;23 / 40;178048;2021-12-16 10:31:33:652
-1.287;7.506;6.635;-0.8033;7.0464;6.773;0.1903;-0.5671;0.4308;0.048;0.6075;0.304;41.0;-9.3;-2.64;4.99;126.13;-45.6;5.05;2.0;62.103;45.333824;14.4591;362.58;NaN;64.87;7.096774;128.71;23 / 40;178547;2021-12-16 10:31:34:151
-0.7061;7.733;7.367;-0.6309;7.4294;6.3699;-0.0714;-0.0706;-0.3803;-0.0355;0.2247;0.3959;37.0;-5.7;0.11;3.24;115.52;-49.25;5.66;2.0;62.409;45.333824;14.4591;362.58;NaN;64.87;7.096774;128.71;23 / 40;179047;2021-12-16 10:31:34:651
-0.0019;7.757;6.747;-0.6094;7.4163;6.3873;-0.5534;-0.1093;-1.0023;-0.0719;-0.0238;0.0184;48.0;-5.7;-2.46;2.76;125.1;-49.14;5.45;2.0;63.146;45.33372;14.45928;366.13;NaN;66.33;8.387096;129.25;23 / 40;179547;2021-12-16 10:31:35:151
-0.713;7.527;6.036;-0.262;7.4858;6.3297;0.3523;-0.1455;0.1084;-0.0181;-0.0238;-0.2332;10.0;-7.2;-3.71;4.14;130.61;-49.76;2.37;2.0;63.846;45.33372;14.45928;366.13;NaN;66.33;8.387096;129.25;23 / 40;180048;2021-12-16 10:31:35:652
-1.0691;6.867;6.623;-0.6481;7.2306;6.5931;0.0458;0.2487;0.8625;-0.04;0.4036;0.3185;19.0;-7.01;-1.2;3.49;116.88;-47.5;5.61;2.0;61.941;45.33361;14.45947;369.68;NaN;67.39;10.322581;128.74;23 / 39;180547;2021-12-16 10:31:36:151
